#Organico,Funcional,Economico,Concepto,Credito Inicial,Credito Definitivo,Obligado
1644,9219,12000,Retribuciones básicas de personal funcionario,882613.49,882613.49,904448.91
1644,9219,12100,Retribuciones complementarias personal funcionario,1232733.28,1232733.28,1159947.95
1644,9219,13000,Retribuciones personal laboral fijo,95552.49,95552.49,137361.7
1644,9219,14100,Otros personal,54110.9,54110.9,303046.34
1644,9219,16000,Seguridad social a cargo del ayuntamiento,768619.32,768619.32,853230.98
1644,9219,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3231.0,3231.0,78908.39
1810,3401,12000,Retribuciones básicas de personal funcionario,25712.0,25712.0,15962.49
1810,3401,12100,Retribuciones complementarias personal funcionario,50487.0,50487.0,26525.69
1810,3401,16000,Seguridad social a cargo del ayuntamiento,9866.0,9866.0,10935.13
1810,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,76.0,76.0,2487.91
1815,3401,12000,Retribuciones básicas de personal funcionario,199128.0,199128.0,148498.01
1815,3401,12100,Retribuciones complementarias personal funcionario,236997.0,236997.0,160881.89
1815,3401,13000,Retribuciones personal laboral fijo,99038.0,99038.0,70462.78
1815,3401,14100,Otros personal,279364.0,279364.0,338772.85
1815,3401,16000,Seguridad social a cargo del ayuntamiento,236685.0,236685.0,209776.61
1815,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,885.0,885.0,22140.21
1816,9208,12000,Retribuciones básicas de personal funcionario,461539.0,461539.0,1736680.1
1816,9208,12100,Retribuciones complementarias personal funcionario,619248.0,619248.0,2273471.47
1816,9208,13000,Retribuciones personal laboral fijo,30708.0,30708.0,1100.65
1816,9208,14100,Otros personal,211687.0,956099.08,1721369.01
1816,9208,16000,Seguridad social a cargo del ayuntamiento,406372.0,588602.92,1729175.0
1816,9208,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4791.0,104541.0,111173.33
181701,3201,12000,Retribuciones básicas de personal funcionario,1401730.0,1401730.0,1277746.44
181701,3201,12100,Retribuciones complementarias personal funcionario,1587122.0,1587122.0,1315656.37
181701,3201,14100,Otros personal,439091.0,439091.0,847995.91
181701,3201,16000,Seguridad social a cargo del ayuntamiento,896683.0,896683.0,988608.08
181701,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3778.0,3778.0,109620.78
181701,3231,22106,Productos alimenticios,108900.0,90000.0,64015.91
181701,3231,22115,Material fungible didactico,25000.0,25000.0,13769.02
181701,3231,22199,Otros suministros y gastos diversos,15000.0,15000.0,12996.8
181701,3231,22786,Servicio de comidas escuelas infantiles,51500.0,49674.86,36066.8
181701,3232,22659,Programas educativos,354262.55,290000.0,338284.57
181701,3261,22300,Transporte,1800.0,1800.0,44.88
181702,3201,12000,Retribuciones básicas de personal funcionario,149836.0,149836.0,157509.8
181702,3201,12100,Retribuciones complementarias personal funcionario,170544.0,170544.0,160934.86
181702,3201,14100,Otros personal,38105.0,38105.0,39918.52
181702,3201,16000,Seguridad social a cargo del ayuntamiento,80992.0,80992.0,84201.32
181702,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,565.0,565.0,14775.0
181702,3201,20200,Arrendamiento de maquinaria e instalaciones,250.0,250.0,0.0
181702,3201,22115,Material técnico específico,18000.0,18000.0,8893.17
181702,3201,22603,Difusión campaña EEII y programa vacacional,8500.0,8500.0,10128.69
181702,3232,22780,Programa vacacional,186000.0,166000.0,168168.23
181703,3201,12000,Retribuciones básicas de personal funcionario,61626.0,61626.0,66785.32
181703,3201,12100,Retribuciones complementarias personal funcionario,66050.0,66050.0,66230.34
181703,3201,16000,Seguridad social a cargo del ayuntamiento,34686.0,34686.0,38461.7
181703,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,76.0,76.0,3306.03
182001,3371,12000,Retribuciones básicas de personal funcionario,974040.0,974040.0,196625.8
182001,3371,12100,Retribuciones complementarias personal funcionario,1433762.0,1433762.0,298935.26
182001,3371,14100,Otros personal,876051.0,876051.0,4623.6
182001,3371,16000,Seguridad social a cargo del ayuntamiento,892495.0,892495.0,90386.29
182001,3371,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2563.0,2563.0,14241.36
182001,3371,22115,Material técnico específico c. cívicos,10000.0,10000.0,26340.12
182001,3371,22607,Difusión campañas en centros cívicos,47500.0,0.0,51081.73
182001,3371,22618,Otros gastos funcionamiento centros cívicos,21200.0,20000.0,26688.03
182001,3371,22732,Contratos servicios ocio y tiempo libre,1575000.0,1724525.0,1600650.1
182001,3371,22767,Programas equipos de zonas,140000.0,80000.0,74087.72
182001,3371,85103,"Fundacion ""Kaleidos.red""",12020.0,12020.0,12020.0
182002,3321,22649,Programa red municipal bibliotecas,50000.0,55000.0,45263.21
182002,3321,22749,Contratos red bibliotecas,1032241.5,1194746.5,1126406.58
182002,3341,12000,Retribuciones básicas de personal funcionario,115331.0,115331.0,204213.84
182002,3341,12100,Retribuciones complementarias personal funcionario,132347.0,132347.0,219134.47
182002,3341,13000,Retribuciones personal laboral fijo,8880.0,8880.0,298.94
182002,3341,14100,Otros personal,127010.0,127010.0,74986.29
182002,3341,16000,Seguridad social a cargo del ayuntamiento,103580.0,103580.0,137806.27
182002,3341,16500,Cuotas Elkarkidetza a cargo ayuntamiento,489.0,489.0,18818.94
182002,3341,22636,Cursos culturales en centros cívicos,484500.0,400000.0,534780.43
182002,3341,22647,Campañas en centros cívicos,3000.0,5000.0,43061.59
1822,9241,12000,Retribuciones básicas de personal funcionario,100872.0,100872.0,105703.29
1822,9241,12100,Retribuciones complementarias personal funcionario,117578.0,117578.0,112145.02
1822,9241,14100,Otros personal,35720.0,35720.0,46366.22
1822,9241,16000,Seguridad social a cargo del ayuntamiento,61261.0,61261.0,67131.21
1822,9241,16500,Cuotas Elkarkidetza a cargo ayuntamiento,152.0,152.0,4747.12
1822,9241,22699,Otros gastos diversos en participación ciudadana,2500.0,2500.0,1443.92
1822,9241,22732,Contratos de prestación de servicios,45000.0,45000.0,43610.0
1822,9241,22799,Otros trabajos exteriores en participación ciudadana,30000.0,30000.0,32932.87
182601,3401,12000,Retribuciones básicas de personal funcionario,338081.0,338081.0,150904.13
182601,3401,12100,Retribuciones complementarias personal funcionario,510117.0,510117.0,210292.77
182601,3401,14100,Otros personal,367206.0,367206.0,111952.88
182601,3401,16000,Seguridad social a cargo del ayuntamiento,326875.0,326875.0,126609.75
182601,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1073.0,1073.0,11353.45
182601,3411,22737,Actividades navideñas,50000.0,47593.33,0.0
182601,3411,22761,Contratos arrendamiento pista hielo,720000.0,690000.0,682662.62
182601,3421,22767,Contratos de atención a instalaciones,985250.0,1034578.85,1008359.65
182602,3401,12000,Retribuciones básicas de personal funcionario,91281.0,91281.0,71901.67
182602,3401,12100,Retribuciones complementarias personal funcionario,110902.0,110902.0,73630.74
182602,3401,14100,Otros personal,52108.0,52108.0,66221.28
182602,3401,16000,Seguridad social a cargo del ayuntamiento,59563.0,59563.0,54782.78
182602,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,321.0,321.0,8781.94
182602,3411,22108,Productos farmaceúticos y hemoderivados,8000.0,3457.33,5318.61
182602,3411,22738,Atención medica,75493.0,63600.0,58300.0
182603,3401,12000,Retribuciones básicas de personal funcionario,141159.0,141159.0,132217.48
182603,3401,12100,Retribuciones complementarias personal funcionario,208695.0,208695.0,158392.16
182603,3401,14100,Otros personal,78084.0,78084.0,81058.48
182603,3401,16000,Seguridad social a cargo del ayuntamiento,100406.0,100406.0,92983.72
182603,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,384.0,384.0,14403.77
182603,3411,22300,Transporte,15980.25,14447.4,14315.46
182603,3411,22601,Patrocinio publicitario Alaves SAD,217800.0,217800.0,217800.0
182603,3411,22602,Trofeos y distinciones,9000.0,1147.57,3238.17
182603,3411,22603,Patrocinio publicitario Saski Baskonia SAD,158508.0,283140.0,283140.0
182603,3411,22606,Contratos de patrocinio,130000.0,125000.0,118618.26
182603,3411,22699,Otros gastos diversos,35000.0,12000.0,45221.45
182603,3411,22706,Programa actividades físicas,2981893.0,3215648.0,3068451.06
182603,3411,22724,Programa de dinamización deportiva,47764.97,34500.0,19774.28
182603,3411,22725,Programa de promoción de la salud,28557.0,36000.0,0.0
182603,3411,22735,Programas para jóvenes rumbo al deporte,83500.0,52088.44,37820.8
182603,3411,22739,Maratón Martin Fiz,20000.0,25000.0,25000.0
182603,3421,22768,Servicio de montajes especiales,25000.0,19009.17,25599.16
182604,3401,12000,Retribuciones básicas de personal funcionario,92854.0,92854.0,114236.53
182604,3401,12100,Retribuciones complementarias personal funcionario,128962.0,128962.0,144739.21
182604,3401,13000,Retribuciones personal laboral fijo,42727.0,42727.0,44495.68
182604,3401,14100,Otros personal,76782.0,76782.0,42472.57
182604,3401,16000,Seguridad social a cargo del ayuntamiento,89242.0,89242.0,93410.09
182604,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,290.0,290.0,9409.22
182604,3421,21200,Mantenimiento maquinaria e instalaciones,12100.0,12100.0,12022.5
182604,3421,22115,Material técnico específico,25000.0,12000.0,24923.18
2110,2411,12000,Retribuciones básicas de personal funcionario,22664.0,22664.0,2687.29
2110,2411,12100,Retribuciones complementarias personal funcionario,47921.0,47921.0,8110.36
2110,2411,16000,Seguridad social a cargo del ayuntamiento,9866.0,9866.0,9171.55
2111,2411,12000,Retribuciones básicas de personal funcionario,80278.0,80278.0,45143.97
2111,2411,12100,Retribuciones complementarias personal funcionario,103196.0,103196.0,61943.78
2111,2411,16000,Seguridad social a cargo del ayuntamiento,46783.0,46783.0,39395.41
2111,2411,16500,Cuotas Elkarkidetza a cargo ayuntamiento,125.0,125.0,3199.24
2112,2411,12000,Retribuciones básicas de personal funcionario,457454.0,457454.0,331001.68
2112,2411,12100,Retribuciones complementarias personal funcionario,546327.0,546327.0,358501.38
2112,2411,14100,Otros personal,759711.38,922861.76,411060.84
2112,2411,16000,Seguridad social a cargo del ayuntamiento,466443.24,554293.45,413280.57
2112,2411,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1727.0,1727.0,38452.42
2112,2411,20100,Arrendamiento locales y edificios,75890.56,78959.63,75243.77
2112,2411,22795,Formación,809025.3,780025.3,755013.47
2112,2411,22796,Promoción empleo estacional municipal,762511.99,800000.0,817661.13
2112,2411,22797,Ponencia municipal de empleo-plan de empleo Vitoria-Gasteiz,200932.39,111455.41,81979.24
2210,4321,12000,Retribuciones básicas de personal funcionario,26158.0,26158.0,0.0
2210,4321,12100,Retribuciones complementarias personal funcionario,39486.0,39486.0,0.0
2210,4321,16000,Seguridad social a cargo del ayuntamiento,14620.0,14620.0,8914.08
2210,4321,16500,Cuotas Elkarkidetza a cargo ayuntamiento,93.0,93.0,0.0
2220,4321,12000,Retribuciones básicas de personal funcionario,77586.0,77586.0,109091.87
2220,4321,12100,Retribuciones complementarias personal funcionario,108545.0,108545.0,131987.95
2220,4321,14100,Otros personal,38136.0,38136.0,67804.77
2220,4321,16000,Seguridad social a cargo del ayuntamiento,69029.0,69029.0,89884.87
2220,4321,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3610.0,3610.0,11031.4
2220,4321,22630,Mesa de turismo,3221.8,3000.0,2593.8
2220,4321,22732,Contratos de prestación de servicios,29040.0,7000.0,15480.74
2220,4321,22776,"Gestión infraestructuras: P. Europa, Villasuso y turismo",562770.0,608501.7,345807.86
2220,4321,22777,Difusión turística,140000.0,140000.0,162312.69
2220,4321,22778,Eventos turísticos singulares,10000.0,10000.0,7087.38
2220,4321,22779,Promoción de ciudad,150000.0,150000.0,269082.39
2220,4321,22780,Gastos de merchandising oficina de turismo,60000.0,40000.0,42144.55
2220,4321,22782,Plan estratégico de turismo,40000.0,0.0,4768.61
9005,9122,10000,Retribuciones básicas corporativos,1524315.0,1524315.0,1461154.91
9005,9122,16000,Seguridad social a cargo del ayuntamiento,338077.0,338077.0,332757.87
9005,9122,16500,Cuotas Elkarkidetza a cargo ayuntamiento,139.0,139.0,1972.75
9005,9122,22633,Asignaciones reglamento orgánico,583200.0,609390.0,609390.0
9015,2111,16103,Pensiones a cargo del ayuntamiento,214240.08,214240.08,175922.22
9015,2111,16109,Complemento pensiones mutua foral de Álava,18350.0,18350.0,3049.84
0110,9123,62800,Adquisición publicaciones,500.0,500.0,110.78
015501,3322,62800,Adquisición publicaciones y libros archivo,15000.0,20988.88,20975.21
015501,3322,62801,Adquisición fondos Archivo municipal.,1000.0,1500.0,994.03
015502,3391,62914,Instrumentos Academia folklore,4500.0,4500.0,4499.6
015503,3341,41921,Convenio UPV-festival Cortada,8000.0,4000.0,4000.0
015503,3341,48917,Convenio Magialdia,85000.0,80000.0,80000.0
015503,3341,48927,Convenio federaciones coros infantiles,2500.0,2500.0,2500.0
015503,3341,48928,Convenio federaciones coros adultos,7000.0,5000.0,5000.0
015503,3341,48929,Convenio Festival de jazz,130000.0,130000.0,130000.0
015503,3341,48933,Convocatoria subv.proyectos culturales,16900.0,10000.0,9840.2
015503,3341,48939,Patronato Valentin de Foronda,10000.0,8000.0,8000.0
015503,3341,48961,Convenio Periscopio,36500.0,36500.0,36500.0
015503,3341,48963,Convenio Festival big band,9500.0,7000.0,7000.0
015503,3341,48964,Convenio Asoc. afroamericana,2500.0,0.0,0.0
015503,3341,48971,Convenio Arabako dantzarien biltzarra,14000.0,10000.0,10000.0
015503,3341,48974,Convenio Asoc. Amigos música de cámara,3500.0,0.0,0.0
015503,3341,48977,Programa exposición artistas locales,12000.0,12000.0,11994.34
015503,3341,48988,Convenio Menditour Vitoria,1500.0,0.0,0.0
015503,3341,48989,Circulo Vitoriano 150 aniversario,15000.0,0.0,0.0
015503,3361,68500,Adquisición esculturas y obras de arte,1500.0,18828.08,19225.27
015503,3361,68503,Plan mantenimiento y restauración de obras de arte,3000.0,3000.0,2588.92
015503,3381,48910,Convenio asoc. comisión de blusas y neskas,65000.0,65000.0,65000.0
015503,3381,48912,Subvención fiesta de las comunidades,10000.0,10000.0,10000.0
015503,3381,48922,Convocatoria comparsas carnavales,60000.0,60000.0,59994.0
015503,3381,48966,Convenio Asoc. Belenista,4000.0,4000.0,4000.0
015503,3381,48969,Convenio Asoc. Celedones de oro,6000.0,6000.0,6000.0
015503,3381,48987,Convenio Cofradías penitenciales de Vitoria-Gasteiz,3000.0,4500.0,4500.0
015504,3332,62602,Fondos multimedia mediateca,1500.0,1500.0,1473.37
015507,2371,41924,Convenio consejo juventud Euskadi-fomento participacion juvenil,20000.0,0.0,0.0
015507,2371,48203,Programa Azoka txikia,6000.0,13000.0,13000.0
015507,2371,48935,Convocatoria general subvenciones juventud,19569.0,18000.0,17991.07
015507,2371,48953,Programa Gauekoak,150000.0,0.0,0.0
015507,2371,62505,Otros enseres,1000.0,1000.0,969.38
015507,2371,62800,Adquisición publicaciones y libros OMIJ,1000.0,1000.0,969.67
015508,3291,43101,A la escuela de música Luis Aranburu,737155.15,700912.25,700912.25
015508,3291,73101,Aportacion escuela de música Luis Aranburu,13000.0,12000.0,9989.27
015508,3292,43103,Al Conservatorio de la danza Jose Uruñuela,489698.7,499607.66,499607.66
015508,3292,73103,Aportacion al Conservatorio de danza Jose Uruñuela,5931.46,5931.46,2493.79
015508,3301,62501,Mobiliario,1000.0,1000.0,989.52
015508,3301,62901,Adquisición equipos,5000.0,5800.0,5398.85
015508,3341,48975,Museo Artium,90000.0,80000.0,80000.0
015510,3392,62800,Adquisición publicaciones y libros,1500.0,1500.0,1483.04
015520,3342,48981,Convenio Teatro Paraíso,32000.0,40000.0,40000.0
015520,3342,48989,Convenio Ortzai,32000.0,25000.0,25000.0
015520,3342,48990,Convenio Baratza aretoa,8000.0,4000.0,4000.0
015520,3342,48991,Convenio espacio Sinkro,9000.0,0.0,0.0
0160,2381,48125,Convenio Asociacion madres de Álava,9900.0,0.0,0.0
0160,2381,48127,Convenio Asamblea mujeres de Álava,7302.0,0.0,0.0
0160,2381,48139,Convocatoria de subvenciones a asoc. mujeres,20000.0,20000.0,18980.0
0162,2391,48200,Subvenciones de cooperación,1805000.0,0.0,0.0
0162,2391,48205,Convenio fondo alavés de emergencia,100000.0,0.0,0.0
0162,2391,48206,Convenio Asoc.amigos/as del RASD,350000.0,0.0,0.0
0162,2391,48207,Convenio Euskal fondoa,270063.6,0.0,0.0
0162,2391,48208,Convenio alcaldía de Ibagué,100000.0,0.0,0.0
0162,2391,48210,Convenio Setem hego haizea,25200.0,0.0,0.0
0162,2391,48211,Convenio coordinadora ongds,24000.0,0.0,0.0
0162,2391,48212,Convenio Afanis-vacaciones en paz,16000.0,16000.0,16000.0
0162,2391,48213,Convenio comercio justo,32000.0,0.0,0.0
0162,2391,48214,Cuota Euskal fondoa,11237.4,0.0,0.0
0162,2391,48219,Conv. azoka txikia-asoc. africanista Manuel Iradier,15000.0,0.0,0.0
0162,2391,48220,Convenio Hegoa-IV congreso e.d.,10000.0,0.0,0.0
0171,3351,42302,Convenio con la cámara de comercio,10000.0,10500.0,10500.0
0171,3351,48001,Subvenciones a particulares para estudios de euskera,85000.0,89250.0,78103.58
0171,3351,48002,Becas y bolsas de estudio al personal,43675.0,35809.0,14806.48
0171,3351,48003,Subvenciones cursos euskera a euskaltegi,95000.0,99750.0,99750.0
0171,3351,48005,Subvención plan general uso del euskera,69000.0,104300.0,88495.41
0171,3351,48044,Convenio Geu,70000.0,73500.0,73500.0
0171,3351,48048,Convenio Asociacion tinko,10000.0,10500.0,10500.0
0171,3351,48049,Convenio Asociación euskharan,22000.0,23100.0,23100.0
0171,3351,48052,Convenio Federación de comercio,5000.0,5250.0,5250.0
0171,3351,48100,Convenio Euskaltzaindia,60000.0,63000.0,63000.0
0171,3351,48970,Convenio Arabako bertsozale elkartea,50000.0,52500.0,52500.0
0171,3351,48996,Convenio colaboración con Jimmy jazz,10600.0,0.0,0.0
0171,3351,48997,Convenio Bai euskarari,21000.0,22050.0,22050.0
0171,3351,62800,Adquisición publicaciones y libros,1232.0,1232.0,333.19
0211,1511,64201,PGOU modificaciones,20000.0,20000.0,0.0
0211,1511,64202,Actualizaciones cartográficas,10000.0,10000.0,16058.04
0211,1511,64203,Honorarios,19000.0,20000.0,14105.05
0211,1511,64206,Revision PGOU,30000.0,8000.0,0.0
0211,1513,73310,A Ensanche 21 inversiones barrios de oro,500000.0,500000.0,500000.0
0214,9211,62258,Inversiones nuevo ayuntamiento,157713.28,0.0,0.0
0214,9211,62259,CC Salburua,1776189.27,2776189.27,2378551.17
0214,9211,62260,CC Zabalgana,1000000.0,1000000.0,940220.01
0214,9211,62265,Rehabilitación y ampliación Palacio Europa,1105088.63,1885825.64,1418773.89
0214,9211,62295,Rehabilitación pabellón Mendizorrotza,935000.0,618007.69,618007.69
0410,1722,43102,Al Centro de estudios ambientales,1650000.0,1401000.0,1401000.0
0410,3293,41902,Convenio UPV-congreso dcho. internacional,15000.0,15000.0,15000.0
0410,3361,78100,Subvencion obras catedral Santa María,350000.0,50000.0,50000.0
0410,4411,43300,Aportacion a Tuvisa,13595000.0,13179506.11,12911334.24
0410,4411,73300,A Tuvisa,1159331.52,1159331.52,1159331.52
0410,4411,73309,Transferencia Tuvisa-movilidad equipamientos,250000.0,255000.0,0.0
0410,4421,73308,A Ensanche 21 Estacion autobuses,2900000.0,4552740.03,4552740.03
0410,9205,62400,Vehículos,32000.0,32000.0,137936.27
0410,9206,62501,Mobiliario,30000.0,30000.0,13640.29
0410,9206,62505,Adquisiciones varias dptos. municipales,20000.0,20000.0,0.0
0410,9207,62900,Reposiciones por siniestros,1.0,271162.92,223242.65
0410,9242,48024,Convenio con casas regionales,36000.0,36000.0,36000.0
0410,9242,48025,Convenio asociación Gao lacho drom,27311.52,27858.0,26854.92
0410,9242,78001,Aportaciones a casas regionales,36000.0,36000.0,36000.0
0410,9271,41800,A EUDEL,181730.0,249767.8,249767.8
0410,9331,64900,Propiedad industrial,16500.0,16500.0,0.0
0821,4331,47107,Convenio Ajebask-formación y semillero,30000.0,25000.0,25000.0
0821,4331,47117,Convenio Asoc. festival tv radio,180000.0,180000.0,180000.0
0821,4331,48002,Ayuda a la innovación,90000.0,90400.0,90397.71
0821,4331,48180,Transferencias a VIA,40000.0,40000.0,40000.0
0821,4331,48943,Foro responsabilidad social de la empresa,10000.0,6000.0,6000.0
0821,4331,48949,Ayudas a la creación de empresas,100000.0,100000.0,99999.97
0821,4331,48967,Ayudas a la inversión,100000.0,100000.0,100853.58
0821,4331,48984,Cheque-emprender,60000.0,0.0,0.0
0821,4331,62952,Plan de política industrial,1.0,1.0,0.0
0821,4333,48172,Convenio fundación catedral Santa María,40000.0,40000.0,40000.0
0821,4333,48980,Convenio Cluster z,20000.0,0.0,0.0
0821,4333,48983,Convenio con Goian,100000.0,0.0,0.0
0821,4333,62288,Urban-Otros gastos Casco medieval,4800000.0,910975.17,13850.46
0821,4333,62291,Urban-edificio Gasteiz Antzokia,2450000.0,1225000.0,0.0
0822,4314,42301,Conv. Camara Comercio escaparatismo,70000.0,20000.0,13000.0
0822,4314,48164,Colaboración ag. dinamización comercial,143.0,24000.0,0.0
0822,4314,48926,Convenio asociación Gasteiz on,261500.0,250000.0,250000.0
0822,4314,48963,Convenio asoc. comercios Casco medieval,135000.0,115000.0,115000.0
0822,4314,48964,Ayudas al pequeño comercio,678810.84,500000.0,461652.39
0822,4314,48965,Convenio asoc. empresarios comercio,70000.0,70000.0,70000.0
0822,4314,48966,Convenio Asoc. comerciantes calle Gorbea,12000.0,12000.0,12000.0
0822,4314,48967,Convenio Scae-españa,6000.0,0.0,0.0
0822,4314,48975,Convenio Sea empresarios alaveses dinamización comercial,62357.0,0.0,0.0
0822,4314,48976,Convenio Sociedad Cívico cultural Landazuri-C. gastronómica,2000.0,0.0,0.0
0822,4314,48977,Convenio Escuela hostelería Gamarra-dinamización comercial,6000.0,0.0,0.0
0822,4314,48978,Convenio Facyre dinamización comercial,15000.0,0.0,0.0
0822,4314,48979,Convenio Boilur-c. gastronómica,3000.0,0.0,0.0
0910,9202,48001,Subvención al comité,14778.0,14778.0,11240.19
0910,9202,48002,Becas y bolsas de estudio al personal,24232.0,24232.0,24232.0
1011,9204,62623,Plan director e-administracion,350000.0,450000.0,320866.2
1011,9204,62624,Plan contra el fraude fiscal,200000.0,200000.0,109999.2
1012,9204,62600,Adquisición equipos informáticos,325000.0,150000.0,149903.37
1012,9204,62604,Adquisición software base,100000.0,100000.0,58670.3
1012,9204,62620,Acciones plan de seguridad,50000.0,50000.0,81885.51
1111,2301,48045,Subvenciones,160000.0,160000.0,169983.74
1111,2301,62204,Inversiones en centros y locales,100000.0,61212.0,49243.39
1111,2301,62303,Adquisición maquinaria,15000.0,56088.0,53812.67
1111,2301,62501,Mobiliario,40000.0,37700.0,36883.05
1115,2323,48003,Atenciones sociales,48000.0,48000.0,27992.01
1115,2324,48003,Atenciones sociales,32723.18,32723.18,30225.59
1115,2325,42012,Convenio IFBS atención psicológica y asesoría jurídica mujer,100000.0,100000.0,100000.0
1115,2325,48003,Atenciones sociales,30546.0,30546.0,40103.76
1115,2325,48046,Convenio Bizitza berria,120000.0,0.0,0.0
1115,2325,48121,Convenio Comision antisida-Centro municipal Casa abierta,300000.0,315180.0,324621.85
1115,2325,48124,Convenio Gizarterako,13500.0,0.0,0.0
1115,2325,48137,Conv. Comisión antisida-pisos tutelados,230000.0,246078.0,236898.76
1115,2325,48140,Conv. Comisión antisida-centro estrada,442000.0,462988.0,460208.36
1115,2325,48145,Convenio Caritas-taller ocupacional,72000.0,72000.0,72000.0
1115,2325,48148,Convenio Afroamericana pisos tutelados,363919.0,457889.89,453426.09
1115,2325,48169,Convenio Gao lacho drom,32000.0,32000.0,32000.0
1115,2325,48170,Convenio IRSE programa apoyo a la inserción,51284.0,51284.0,51284.0
1115,2325,48184,Convenio Clara Campoamor-pisos acogida mujeres víctimas violencia,223797.0,235797.0,235797.0
1115,2325,48190,Piso semitutelado de apoyo a jóvenes,55000.0,55000.0,55000.0
1115,2325,48196,Convenio con Bultzain,50000.0,50000.0,50000.0
1115,2325,48197,Convenio Sendotu,20000.0,20000.0,20000.0
1115,2325,48901,Convenio Comisión antisida aterpe,402328.0,429388.0,428527.73
1115,2325,48940,Casa iniciativas Abetxuko,77000.0,77000.0,77000.0
1115,2325,48957,Convenio Loremaitea-agle,40000.0,40000.0,40000.0
1115,2326,41906,Convenio prestaturik-si quieres puedes,60000.0,0.0,0.0
1120,2311,48003,Atenciones sociales,80000.0,80000.0,48262.97
1120,2311,48036,Convenio Avaim,11780.0,11780.0,11780.0
1120,2311,48120,Convenio Ausarki-información y asesoramiento jurídico a la familia,3000.0,3000.0,3000.0
1120,2311,48187,Convenio Garenok,11780.0,11780.0,11780.0
1120,2311,48956,Convenio contra la intolerancia,11780.0,11780.0,11780.0
1120,2311,48977,Convenio Save the children,11780.0,11780.0,11780.0
1120,2311,48991,Convenio Unicef,11780.0,11780.0,11780.0
1120,2311,48992,Convenio con Amapase,15000.0,15000.0,15000.0
1133,2312,48018,Asociación mujeres voluntarias acogida personas 3ª edad,1400.0,1400.0,1050.0
1133,2312,48023,Convenio familiares alzheimer,3957.13,3957.13,3957.13
1133,2312,48150,Prog voluntariado acompañamiento ancianos,6142.74,6142.74,6142.74
1133,2312,48151,Campo trabajo personas privadas de libertad,11188.57,11188.57,11188.57
1133,2312,48153,Agurekin-innovación social,40000.0,0.0,0.0
1133,2312,48959,Convenio Ascudean-3ªedad,22246.96,22246.96,22246.96
1133,2313,48960,Convenio parroquia San Mateo,10335.0,10335.0,10335.0
1133,2313,48961,Convenio parroquia Los Ángeles,10335.0,10335.0,10335.0
1133,2313,48962,Convenio parroquia San Pedro,10335.0,10335.0,10335.0
1145,2315,48021,Asoc. padres niños oncohematológicos,5599.0,5599.0,3221.0
1145,2315,48103,Bono-taxi personas con movilidad reducida,250000.0,250000.0,216360.0
1145,2315,48138,Convenio banco de alimentos,12000.0,12000.0,12000.0
1145,2315,48157,Federacion asoc. Vicente Abreu,31000.0,31000.0,31000.0
1145,2321,48000,Ayudas de emergencia social,3089324.4,2739161.0,2739161.0
1145,2321,48003,Atenciones sociales,3531851.2,1500000.0,2842887.29
1145,2321,48154,Cruz Roja-acompañamiento personas mayores,67500.0,67500.0,67500.0
1511,1721,62901,Adquisición equipos,5000.0,9800.0,9577.35
1511,1722,48196,Convenio fundación Gaia,10000.0,10000.0,10000.0
1512,1711,60920,Infraestructuras verdes,300000.0,300000.0,166884.6
1513,1622,60307,Ampliación vertedero Gardelegui,1000000.0,2772815.12,1988321.09
151701,3112,48194,Convenio Apa sos Vitoria,2000.0,12000.0,12000.0
151702,2315,48025,Conv asoc Acabe-anorexia y bulimia,16450.0,16450.0,16450.0
151702,2315,48029,Conv asoc Adela,5650.0,5650.0,5650.0
151702,2315,48030,"Conv. Asoc. Asajer – prevención 1ª,2ª Y 3ª",49350.0,49350.0,49350.0
151702,2315,48031,Conv asoc Arene - neuromusculares,27420.0,27420.0,27420.0
151702,2315,48032,Convenio asoc Asafes,24000.0,24000.0,23966.99
151702,2315,48033,Convenio asoc Afades,31990.0,31990.0,31990.0
151702,2315,48034,Convenio Ascudean,10970.0,10970.0,10970.0
151702,2315,48040,Conv asoc contra el cáncer (formación antitabaco),13890.0,13890.0,13890.0
151702,2315,48041,"Conv asoc Adelprise (atencion,difusión,información)",8220.0,8220.0,8220.0
151702,2315,48059,Convenio asociacion Asafima,23760.0,23760.0,23760.0
151702,2315,48100,Convenio ONCE,8430.0,8430.0,8430.0
151702,2315,48119,Convenio Aspace-parálisis cerebral,11230.0,11230.0,11230.0
151702,2315,48130,Convenio Asociación espina bifida,3750.0,3750.0,3750.0
