#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
0823,2381,22279,R,GPS: Orientabide profesionala berdintasunean,0,1911.46,0
0823,2411,12000,,Funtzionarioen oinarrizko ordainsariak,488396.76,488396.76,511813.19
0823,2411,12100,,Funtzionarioen ordainsari osagarriak,626542,626542,616711.25
0823,2411,13000,,Lan-kontratudun langile finkoen ordainsariak,0,0,3301767.27
0823,2411,14100,,Bestelako langileak,143201,2665679.98,202103.74
0823,2411,16000,,"Gizarte Segurantza, enpresaren kontura",397611,1267929.56,1551639.17
0823,2411,16500,,"Elkarkidetzako kuotak, Udalaren kontura",23913,23913,25551.25
0823,2411,20100,,Lokal eta eraikinak alokatzea,125000,125000,124999.92
0823,2411,22770,,Zaramagako birgaitze plana. Lanbideren ekarpena 1. kapitulua,288194.38,166618.69,0
0823,2411,22771,,Zaramagako birgaitze plana. Lanbideren ekarpena 2. kapitulua,44983,44983,44978.26
0823,2411,22772,,Zaramagako birgaitze plana. Udalaren ekarpena 1. kapitulua,98075.31,98075.31,0
0823,2411,22773,,Zaramagako birgaitze plana. Udalaren ekarpena 2. kapitulua,40000,40000,18745.95
0823,2411,22774,,"Beste enplegu planak, Udalaren Ekarpena 2. kapitulua",70000,35350,0
0823,2411,22781,,Udaleko atzerritarrak laneratzeko proiektu pilotua 2. kapitulua,150000,0,0
0823,2411,22782,,Udaleko atzerritarrak laneratzeko proiektu pilotua 1. kapitulua,910920.5,0,0
0823,2411,22785,,Eskualdeko plan - Lanbideren ekarpena,1000000,476465,0
0823,2411,22786,,Eskualdeko enplegu plana (1. kap),200000,0,0
0823,2411,22788,,Gazteentzako enplegu plana 2023-24 Lanbideren ekarpena,694985.56,694985.56,0
0823,2411,22790,,Gazteentzako enplegu plana 2024-25 Lanbideren ekarpena,862568.56,0,0
0823,2411,22791,,Lehentasunezko kolektiboen enplegua bultzatzea,100000,94000,43283.61
0823,2411,22791,A,Lehentasunezko kolektiboen enplegua bultzatzea,0,15000,15000
0823,2411,22792,,Goraka doazen jarduera sektoretakoko emplegu plana,350000,77000,0
0823,2411,22793,,Orientazio- eta enplegu-ekintzak,30000,30000,15510
0823,2411,22794,R,EU-Merkataritza-sektoreko tresna teknologikoei buruzko prestakuntza,0,20000,3920
0823,2411,22795,,Prestakuntza,350000,580000,471195.01
0823,2411,22795,R,Prestakuntza,0,72090.83,40613.24
0823,2411,22796,R,Prestakuntza logistikoa,0,64698.75,34612.5
0823,2411,22797,,Gasteiz enplegu plana,230000,230000,172720.66
0823,2411,22798,,Oikos proiektua,15000,15000,6429.46
0823,2411,47101,,Sektore emergenteentzako enplegu-planeko kontrataziorako laguntzak,0,273000,120000
0823,2411,47128,,"Hitzarmena: SEA, enplegua",72400,72400,57920
0823,2411,47128,R,"Hitzarmena: SEA, enplegua",0,14480,0
0823,2411,48015,,Eskualdeko plan - Lanbideren ekarpena,1525547,1849082,0
0823,2411,48015,R,Eskualdeko plan - Lanbideren ekarpena,0,1525547,1525547
0823,2411,48020,,Eskualdeko plana - Udalaren ekarpena kontrataziorako,410000,410000,0
0823,2411,48020,R,Eskualdeko plana - Udalaren ekarpena kontrataziorako,0,410000,408454.81
0823,2411,48171,,Hitzarmena: Secretariado Gitano fundazioa,48000,48000,38400
0823,2411,48171,R,Hitzarmena: Secretariado Gitano fundazioa,0,9600,9593.96
0823,2411,48966,,Hitzarmena: Saregune proiektua,60000,66000,48000
0823,2411,48966,R,Hitzarmena: Saregune proiektua,0,12000,12000
0823,2411,48967,,Kontratatzeko laguntzak - enplegu-egonkortasuna,600000,600000,594074.05
0823,2411,48967,R,Kontratatzeko laguntzak - enplegu-egonkortasuna,0,7821.97,351
0823,2411,62298,,Instalazioak berritzea,200000,273573.34,6169.33
0823,2411,62298,R,Instalazioak berritzea,0,468.82,0
0823,2411,62299,,Enplegu eta prestakuntza instalazioak,10000,10000,9924.83
0823,2411,62519,,Prestakuntza ekipoak erostea,10000,10000,9982.7
0823,2411,62600,,Enplegu eta prestakuntza instalazioetarako informatika ekipoak erostea,10000,10000,9960.83
0823,2411,62631,R,Logistika ekipoak erostea,0,78.25,0
0823,4331,47136,,Ekonomia zirkularreko proiektuetarako laguntzak,90000,90000,89176.13
0823,4331,48043,,Arabako Ganberarekiko hitzarmena: salmenta-eskola,10000,10000,8000
0823,4331,48043,R,Arabako Ganberarekiko hitzarmena: salmenta-eskola,0,2000,2000
0823,4331,48994,,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",100000,100000,80000
0823,4331,48994,R,"Hitzarmena: ADSIS, Cáritas, Egibide - Hazia proiektua",0,20000,15839.6
0824,2411,14100,,Bestelako langileak,0,197210.31,0
0824,4321,12000,,Funtzionarioen oinarrizko ordainsariak,172689.37,172689.37,198200.05
0824,4321,12100,,Funtzionarioen ordainsari osagarriak,231175,231175,253320.58
0824,4321,14100,,Bestelako langileak,28784,28784,99486.16
0824,4321,16000,,"Gizarte Segurantza, enpresaren kontura",135213,135213,162576.69
0824,4321,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10739,10739,10424.81
0824,4321,22776,,"Kudeaketa: Europa jauregia, Goiuri eta Turismoa",610000,560000,511282.02
0824,4321,62513,,Jauregi eta biltzarretako altzariak,60000,60000,18430.84
0824,4321,62609,,Europa eta Goiuri jauregietako ekipo teknikoak,45000,155000,99393.58
0824,4321,62609,R,Europa eta Goiuri jauregietako ekipo teknikoak,0,70000,0
0826,3411,22603,,"Publizitate babesa, Saski Baskonia SADri",157300,157300,157300
0826,4321,12000,,Funtzionarioen oinarrizko ordainsariak,24938.07,24938.07,0
0826,4321,12100,,Funtzionarioen ordainsari osagarriak,27303,27303,0
0826,4321,16000,,"Gizarte Segurantza, enpresaren kontura",14142,14142,0
0826,4321,22733,,Sektoreko lehiakortasun-ekintzak,5000,0,0
0826,4321,22772,,Arabako pintxoaren astea babestea,12000,12000,11999.99
0826,4321,22773,,Babesa: Euskal Herriko artisau-produktu onenen saria,0,3000,3000
0826,4321,22774,,Miniature-pintxos Congress babestea,15000,20000,18148.79
0826,4321,22775,,Loreen Jaialdia,40000,0,0
0826,4321,22776,,Babesa: Ostalaritzaren urteko festa,0,2420,2420
0826,4321,22777,,Turismoa dinamizatzea,200000,260000,198566.58
0826,4321,22777,R,Turismoa dinamizatzea,0,8520.53,7981.3
0826,4321,22779,,Hiriaren turismo sustapena,250000,300000,256393.23
0826,4321,22779,R,Hiriaren turismo sustapena,0,2952.4,0
0826,4321,22780,,Turismo Bulegoaren merchandising-gastuak,30000,25000,24423.63
0826,4321,60136,,EU-Erdi Aroko hirigunearen eta Eraztun Berdearen seinaleztapen adimenduna,0,20624.4,0
0826,4321,60136,A,EU-Erdi Aroko hirigunearen eta Eraztun Berdearen seinaleztapen adimenduna,0,133100,84051.44
0826,4333,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,32000,32000,32000
0910,2210,22734,,Gizarte Segurantzaren erregularizazioa,100000,0,0
0910,2381,22760,,Genero-berdintasunerako ekintzak,15375,15375,0
0910,9202,12000,,Funtzionarioen oinarrizko ordainsariak,237503.2,237503.2,150150.94
0910,9202,12100,,Funtzionarioen ordainsari osagarriak,190272,190272,221208.86
0910,9202,14100,,Bestelako langileak,0,0,45525.68
0910,9202,16000,,"Gizarte Segurantza, enpresaren kontura",90621,90621,142429.25
0910,9202,16007,,Funtzionarioen berariazko osagarrirako ekarpena,260000,260000,259055.06
0910,9202,16102,,Aldez aurreko erretiroen kalte-ordainak,0,0,5114.76
0910,9202,16104,,Epaiaren ondoriozko ordainsariak,25000,25000,50612.09
0910,9202,16204,,Bizi-asegurua - Auto-asegurua,145800,145800,48600
0910,9202,16220,,Kalte-ordainak,1000,1000,5332.03
0910,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9195,9195,6343.96
0910,9202,22001,,"Ohikoa, inbentariatu ezina",2500,2500,0
0910,9202,22105,,Jantziak eta uniformeak,100000,100000,62287.76
0910,9202,22105,R,Jantziak eta uniformeak,0,35170.58,35170.58
0910,9202,22638,,Udal langileen prestakuntza-plana,120000,120000,108040.63
0910,9202,22740,,SUMAS Biltzarra,2000,2000,0
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,30000,30000,11195.59
0910,9202,22745,R,Laneko arriskuen prebentziorako programa estrategikoa,0,16839.81,0
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,15000,15000,16092.56
0910,9202,22764,,Antolakuntza-azterlanak,1000,1000,3027.8
0910,9202,23000,,Dietak,60000,67008.95,60130.03
0910,9202,23001,,Lokomozio-gastuak,20000,20000,19003.46
0910,9202,23900,,Hautatze prozesuetako gastuak,70000,70000,18223.33
0910,9202,48001,,"Dirulaguntza, Langile Batzordeari",2957.38,0,0
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,25000,25000,24999.95
0910,9202,48003,,Dirulaguntza: ELA atal sindikalari,5637.71,7812.5,7812.5
0910,9202,48004,,Dirulaguntza: CCOO atal sindikalari,2874.89,2753.83,2753.83
0910,9202,48005,,Dirulaguntza: LAB atal sindikalari,1953.95,2364.7,2364.7
0910,9202,48006,,Dirulaguntza: ESK atal sindikalari,1646.97,1975.57,1975.57
0910,9202,48007,,Dirulaguntza: SIPLA atal sindikalari,1033.01,1197.31,1197.31
0910,9203,62957,,Giza Baliabideentzako ekipoen erosketa,51000,35451.5,1628.66
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,332154.16,332154.16,365017.61
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,440296,440296,469023.92
0911,9202,14100,,Bestelako langileak,282905,282905,300968.01
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",328424,328424,342553.75
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",21354,21354,24956.53
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,120021.53,120021.53,142894.87
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,170063,170063,189747.74
0912,9202,14100,,Bestelako langileak,51394,51394,46266.64
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",88618,88618,91778.82
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5552,5552,5629.01
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,159802.29,159802.29,122458.27
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,211773,211773,159244.32
0915,9202,14100,,Bestelako langileak,38904,38904,0
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",106821,106821,71931.1
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6865,6865,6507.82
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,198135.53,198135.53,201969.5
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,265102,265102,252151.28
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",129528,129528,125679.9
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10098,10098,10193.82
0919,9203,22108,,Kanpoko zerbitzuak,60000,50965.86,3933.18
0919,9203,22108,A,Kanpoko zerbitzuak,0,24522.22,10091.51
0919,9203,22108,R,Kanpoko zerbitzuak,0,46990,11471.9
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,820,820,797.39
1010,9204,11000,,Kabineteko behin-behineko langileen ordainsariak,78309,78309,84614.47
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,50923.96,50923.96,33245.41
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,89953,89953,56949.32
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",48379,48379,33087.61
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2776,2776,3324.44
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,20000,20000,0
1010,9221,22690,,Hauteskunde-gastuak,65000,90000,66867.5
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,635997.95,635997.95,655247.02
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,799913,799913,761269.91
1011,9204,14100,,Bestelako langileak,101020,101020,233446.68
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",438611,438611,472809.91
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",34076,34076,38427.21
1011,9204,21501,,Informatika-aplikazioak mantentzea,650000,666000,712164.64
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1530000,1530000,1440889.69
1011,9204,22720,R,Aplikatiboak onik zaintzeko euskarria,0,100597.14,100597.14
1011,9204,62623,,e-administrazioa plan zuzentzailea,180000,180000,4480.57
1011,9204,62624,,Iruzur fiskalaren kontrako plana,200000,215000,214998.65
1011,9204,62626,R,Udaltzaingorako sistema informatikoa,0,301628.8,36223.17
1012,1515,61404,,PIIE-Udal eraikinen digitalizazioa Zaramagan,177441.35,177441.35,19651.85
1012,1515,61405,,PIIE-Zaramagako bizitegi-eraikinak monitorizatzea,0,297689.7,0
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,348436.93,348436.93,348109.7
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,476360,476360,451483.31
1012,9204,14100,,Bestelako langileak,236147,236147,381683.8
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",296545,296545,331386.68
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",19773,19773,24660.6
1012,9204,21500,,Informatika ekipoak onik zaintzea,220000,220000,166302.63
1012,9204,21500,R,Informatika ekipoak onik zaintzea,0,2098.55,2098.55
1012,9204,22728,,Ordenagailu zentralen euskarria,320000,320000,135122.7
1012,9204,22728,R,Ordenagailu zentralen euskarria,0,194200.64,162574.08
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,350000,350000,284955
1012,9204,62600,,Informatika ekipoak erostea,220000,193548.5,302664.15
1012,9204,62604,,Oinarrizko softwarea erostea,180000,193071.63,120306.58
1012,9204,62620,,Segurtasun planeko ekintzak,100000,100000,59856.94
1012,9204,62620,R,Segurtasun planeko ekintzak,0,871.2,871.2
1012,9204,62627,,Tresna eta zerbitzuak berritzea,180000,307571.2,199866
1012,9271,22200,,Telefono-fakturazioa,340000,340000,283789.13
1012,9271,22200,R,Telefono-fakturazioa,0,1380.12,1380.12
1012,9271,22202,,Posta eta jakinarazpenak,1350000,1600000,1314300.88
1012,9271,22202,R,Posta eta jakinarazpenak,0,6365.49,6078.07
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,10000,10000,16373.58
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,300895.93,300895.93,295115.49
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,385548,385548,374291.65
1017,9204,14100,,Bestelako langileak,46242,46242,101196.74
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",207107,207107,215184.45
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",16088,16088,13984.14
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,32607.27,32607.27,32969.11
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,49629,49629,47129.97
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15266,15266,14886.46
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,1662.22
1018,9204,62605,R,EU-Merkatu ez-sedentarioetarako softwarea,0,68235.11,68235.1
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,27701.75,27701.75,31252.93
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,44787,44787,47657.69
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15250,15250,14866.8
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662,1662,1662.22
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,30354.47,30354.47,31014.87
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,49357,49357,46604.94
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",15266,15266,14886.46
1110,2301,11000,,Kabineteko behin-behineko langileen ordainsariak,96674,96674,93943.27
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,87364.32,87364.32,94523.97
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,110234,110234,117317.54
1110,2301,14100,,Bestelako langileak,144143,144143,166976.31
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",124752,124752,128431.91
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6515,6515,7701.26
1110,2301,22786,,Janari-garraioa,19614.35,19614.35,12207.07
1110,2301,22786,R,Janari-garraioa,0,926.23,0
1111,1515,62501,,PIIE-Zaramagako eguneko arreta-zentrorako ekipamendua,0,335172.88,0
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,819531.98,819531.98,810725.6
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,1037411,1037411,1025365.92
1111,2301,13000,,Lan-kontratudun langile finkoen ordainsariak,239,239,0
1111,2301,14100,,Bestelako langileak,350173,350173,578464
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",682251,682251,731863.35
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",46778,46778,45097.78
1111,2301,22103,,Gasa,32892.4,32892.4,20045.44
1111,2301,22145,,"Gastu sanitarioa, Koronabirusagatik",25000,25000,28989.5
1111,2301,22617,,Zaurgarritasun egoeran dauden emakumeentzako baliabide berriak,200000,74050,0
1111,2301,22618,,Bestelako funtzionamendu gastuak,90088.23,90088.23,31013.83
1111,2301,22699,,Larrialdietako planak,5000,5000,0
1111,2301,48045,,Dirulaguntzak,125000,125000,99961.66
1111,2301,48045,A,Dirulaguntzak,0,3106.29,0
1111,2301,48045,R,Dirulaguntzak,0,24986.46,22333.76
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000,10000,8000
1111,2301,48190,R,Gizarte-Laneko Elkargoarekiko hitzarmena,0,2500,2403.4
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",15000,15000,12000
1111,2301,48968,R,"Hitzarmena: ""Vivir con voz propia"" elkartea",0,3000,3000
1111,2301,62201,A,San Prudentzio ALZIko sukalderako inbertsioak,0,241484.85,212599.03
1111,2301,62204,,Zentro eta lokaletako inbertsioak,0,120000,19411.33
1111,2301,62204,A,Zentro eta lokaletako inbertsioak,0,13704.06,10745.82
1111,2301,62204,R,Zentro eta lokaletako inbertsioak,0,60089.47,60088.37
1111,2301,62205,,Etxebizitza sozialetako inbertsioak,50000,50000,0
1111,2301,62205,R,Etxebizitza sozialetako inbertsioak,0,7531.77,0
1111,2301,62206,,Adinekoentzako auzoko etxebizitza komunitarioak,2000000,0,0
1111,2301,62206,A,Pilarreko jantokia,0,3461.2,3460.6
1111,2301,62207,,Bizan judimendi,100000,100000,0
1111,2301,62208,,Auzoetako etxebizitza komunitario berriak,0,2000000,2000000
1111,2301,62303,,Makinak erostea,50000,136636,73685.38
1111,2301,62303,A,Makinak erostea,0,9830.65,9830.65
1111,2301,62303,R,Makinak erostea,0,58689.69,58601.44
1111,2301,62501,,Altzariak,100000,145167,67055.49
1111,2301,62501,R,Altzariak,0,42983.7,42046.05
1111,2381,22711,,Berdintasunerako plana,0,0,8826.87
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,116000,116000,112631.88
1115,2323,48003,,Gizarte laguntzak,40000,40000,12350.6
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1500,1500,1504.7
1115,2324,22105,,Jantziak eta uniformeak,800,800,0
1115,2324,22111,,Tresnak,4320,4320,11128.74
1115,2324,22115,,Berariazko material teknikoa,4080,4080,2971.92
1115,2324,22759,,Lantegietako irakasleak,32752,32752,0
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,586000,586000,556641.37
1115,2324,22786,,Janari-garraioa,19614.35,19614.35,12569.6
1115,2324,22786,R,Janari-garraioa,0,926.23,0
1115,2324,48003,,Gizarte laguntzak,38000,38000,22789.48
1115,2325,22111,,Tresnak,8640,8640,6840.76
1115,2325,22115,,Berariazko material teknikoa,25000,25000,39199.77
1115,2325,22614,,Gizarteratu lantegiak,880000,880000,719333.57
1115,2325,22614,R,Gizarteratu lantegiak,0,47741.09,35072.46
1115,2325,22666,,Goiuriko gaueko zaintza,114806.44,114806.44,114805.44
1115,2325,22731,,Jantoki publikoa - kudeaketa,162883.07,162883.07,110874
1115,2325,22747,,Zainpeko etxebizitzen kudeaketa,1187357.48,1187357.48,1183482.07
1115,2325,22787,,Aterpe-kudeaketa,640612.4,640612.4,641412.12
1115,2325,22788,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",539005,539005,539004.96
1115,2325,48003,,Gizarte laguntzak,100000,100000,40940.91
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,54000,54000,43200
1115,2325,48145,R,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,0,13500,13500
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,38748,38748,30998.4
1115,2325,48169,R,Hitzarmena: Gao Lacho Drom,0,9687,9687
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",30000,30000,24000
1115,2325,48170,R,"Hitzarmena, IRSE: laneratzeko programa",0,7500,7500
1115,2325,48940,,Abetxukuko ekimen-etxea,92360,92360,73888
1115,2325,48940,R,Abetxukuko ekimen-etxea,0,23090,23090
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,559869.83,559869.83,571722.7
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,775579,775579,731148.41
1115,2327,14100,,Bestelako langileak,626718,626718,605721.99
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",670101,670101,620805.35
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14106,14106,11989.45
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,368587.72,368587.72,356387.02
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,458270,458270,423066.04
1120,2311,14100,,Bestelako langileak,291368,291368,300547.36
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",342749,342749,323137.61
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10417,10417,10415.86
1120,2311,22111,,Tresnak,2400,2400,2114.86
1120,2311,22115,,Berariazko material teknikoa,1360,1360,2365.91
1120,2311,22678,,Haurrentzako partaidetza-programa,145000,145000,94081.75
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000,30000,16107.57
1120,2311,22680,,Emozioei buruzko lantegiak,250000,250000,211897.5
1120,2311,22680,R,Emozioei buruzko lantegiak,0,2257.78,2257.78
1120,2311,22697,,Haur eta nerabeen osasun mentaleko programa,100000,100000,62215.91
1120,2311,22698,,Indarkeria matxisten kontrako borroka,546296.6,467753,214582.54
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),135000,135000,95698.63
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),522515.4,522515.4,522515.4
1120,2311,22746,,"Egokitzen, gurasokidetasun positiboa dibortzioetan",60180,60180,63456.47
1120,2311,22748,,Terapiak,175000,175000,170700.95
1120,2311,22749,,‘Jabetu zure gaitasunaz’ programa,25319.25,25319.25,0
1120,2311,22763,,Gurasoen aurkako indarkeria-egoeretan garaiz esku hartzeko programa,73100,73100,76137.11
1120,2311,22775,,Bidatu kudeatzeko programa,251860.54,251860.54,228284.36
1120,2311,22789,,Erresilientzia,376190.79,376190.79,376190.76
1120,2311,22791,,Haurrentzako tokiko plana,215000,215000,227211.27
1120,2311,22791,R,Haurrentzako tokiko plana,0,12659.63,12659.62
1120,2311,22792,,Sexu-abusuak baloratzea,22000,22000,24287
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1420033.82,1420033.82,1420033.78
1120,2311,22794,R,Gizarte- eta hezkuntza-zentroak,0,2358,2358
1120,2311,48003,,Gizarte laguntzak,4000,4000,1004.64
1120,2311,48036,,Hitzarmena: Avaim,11780,11780,9424
1120,2311,48036,R,Hitzarmena: Avaim,0,2945,2945
1120,2311,48187,,Hitzarmena: Garenok,11780,11780,9424
1120,2311,48187,R,Hitzarmena: Garenok,0,2945,2945
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780,11780,9424
1120,2311,48956,R,Hitzarmena: intolerantziaren aurka,0,2945,2945
1120,2311,48991,,Hitzarmena: Unicef,11780,11780,9424
1120,2311,48991,R,Hitzarmena: Unicef,0,2945,2945
1120,2311,48992,,Hitzarmena: Amapase,15000,15000,12000
1120,2311,48992,R,Hitzarmena: Amapase,0,3750,3750
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",12000,12000,15863.56
1133,2312,22105,,Jantziak eta uniformeak,9268.68,9268.68,7180.69
1133,2312,22106,,Elikagaiak,2400000,2400000,2494608.4
1133,2312,22106,R,Elikagaiak,0,191616.71,152141.07
1133,2312,22111,,Tresnak,55000,55000,112909.59
1133,2312,22115,,Berariazko material teknikoa,48960,48960,31532.62
1133,2312,22117,,Janari zerbitzua: dieta bereziak,40000,40000,0
1133,2312,22606,,Ile-apaindegiko zerbitzuak,13268,13268,12466.36
1133,2312,22618,,Bestelako funtzionamendu gastuak,15000,15000,18244.95
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,362403,362403,358049.94
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6900,6900,6900
1133,2312,22688,,Farmatzia-zerbitzuaren kudeaketa,18074.46,18074.46,8064
1133,2312,22702,,Kafetegi-zerbitzua,14745.98,14745.98,14741.43
1133,2312,22708,,Adinekoak lekualdatzea,54229.32,54229.32,142209.83
1133,2312,22717,,"Otordu-zerbitzua, dieta bereziak",0,0,0
1133,2312,22718,,Control de accesos e instalaciones ciam san prudencio,0,0,23541.62
1133,2312,22719,,Aldi baterako sukalde-modulua alokatu eta instalatzea,0,0,0
1133,2312,48023,,Hitzarmena: AFA,22959.7,22959.7,18367.76
1133,2312,48023,R,Hitzarmena: AFA,0,5739.92,5739.92
1133,2312,48119,,Hitzarmena: ASPACE - Garun paralisia,13372,13372,10697.6
1133,2312,48119,R,Hitzarmena: ASPACE - Garun paralisia,0,3343,3343
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,4914.19
1133,2312,48150,R,Adinekoei laguntzeko boluntarioen programa,0,1535.69,1535.69
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,8944.69
1133,2312,48151,R,Askatasunik gabeko pertsonen auzolanak,0,2795.21,2795.21
1133,2312,48194,,Arabako Abokatuen Elkargoa,10000,10000,8000
1133,2312,48194,R,Arabako Abokatuen Elkargoa,0,2500,2500
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,56318.06
1133,2312,48959,R,Hitzarmena: Ascundean - 3. adina,0,17599.39,17599.39
1133,2313,22111,,Tresnak,10800,10800,9050.63
1133,2313,22623,,Familia zaintzaileei laguntzeko programa,166000,166000,164795.57
1133,2313,22623,R,Familia zaintzaileei laguntzeko programa,0,1092.15,1092.15
1133,2313,22624,,Adinekoen Bulegoa,0,0,232.66
1133,2313,22709,,Zaintza- eta loturen-lanen plana,110000,110000,55640.73
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,3537617,3537617,3565887.56
1133,2313,22786,,Janari-garraioa,77192.81,77192.81,51991.6
1133,2313,22786,R,Janari-garraioa,0,3645.22,0
1133,2313,48958,,"EHU lankidetza-hitzarmena: ""Belaunaldiak hurbiltzen",1750,1750,0
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,9000,9000,7200
1133,2313,48961,R,Hitzarmena: Aingeruen Andre Mariaren parrokia,0,2250,2250
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1300,1300,1538.23
