#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2024ko Hasierako kreditua,2024ko Behin-betiko kreditua,O
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,368587.72,368587.72,44437.14
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,458270.0,458270.0,71331.2
1120,2311,14100,,Bestelako langileak,291368.0,291368.0,48185.92
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",342749.0,342749.0,52642.81
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10417.0,10417.0,1487.98
1120,2311,22111,,Tresnak,2400.0,2400.0,0.0
1120,2311,22115,,Berariazko material teknikoa,1360.0,1360.0,851.82
1120,2311,22678,,Haurrentzako partaidetza-programa,145000.0,145000.0,26317.5
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000.0,30000.0,271.57
1120,2311,22680,,Emozioei buruzko lantegiak,250000.0,250000.0,49416.77
1120,2311,22697,,Haur eta nerabeen osasun mentaleko programa,100000.0,100000.0,0.0
1120,2311,22698,,Indarkeria matxisten kontrako borroka,546296.6,546296.6,14641.0
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),135000.0,135000.0,3705.57
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),522515.4,522515.4,43542.95
1120,2311,22746,,"Egokitzen, gurasokidetasun positiboa dibortzioetan",60180.0,60180.0,5015.0
1120,2311,22748,,Terapiak,175000.0,175000.0,4831.0
1120,2311,22749,,‘Jabetu zure gaitasunaz’ programa,25319.25,25319.25,0.0
1120,2311,22763,,Gurasoen aurkako indarkeria-egoeretan garaiz esku hartzeko programa,73100.0,73100.0,6091.67
1120,2311,22775,,Bidatu kudeatzeko programa,251860.54,251860.54,16587.09
1120,2311,22789,,Erresilientzia,376190.79,376190.79,31349.23
1120,2311,22791,,Haurrentzako tokiko plana,215000.0,215000.0,6329.81
1120,2311,22792,,Sexu-abusuak baloratzea,22000.0,22000.0,1885.0
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1420033.82,1420033.82,118336.15
1120,2311,48003,,Gizarte laguntzak,4000.0,4000.0,101.92
1120,2311,48036,,Hitzarmena: Avaim,11780.0,11780.0,0.0
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,0.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,0.0
1120,2311,48991,,Hitzarmena: Unicef,11780.0,11780.0,0.0
1120,2311,48992,,Hitzarmena: Amapase,15000.0,15000.0,0.0
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,3403441.4,3403441.4,374515.1
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,4693249.0,4693249.0,772975.19
1133,2317,14100,,Bestelako langileak,2575070.0,2575070.0,717280.52
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3717300.0,3717300.0,700760.37
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",131741.0,131741.0,19425.26
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",12000.0,12000.0,2565.7
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1300.0,1300.0,711.23
1133,2312,22105,,Jantziak eta uniformeak,9268.68,9268.68,629.66
1133,2312,22106,,Elikagaiak,2400000.0,2400000.0,220461.15
1133,2312,22111,,Tresnak ,55000.0,55000.0,793.76
1133,2313,22111,,Tresnak,10800.0,10800.0,347.57
1133,2314,22111,,Tresnak,8568.0,8568.0,0.0
1133,2312,22115,,Berariazko material teknikoa,48960.0,48960.0,5966.94
1133,2314,22115,,Berariazko material teknikoa,612.0,612.0,0.0
1133,2312,22117,,Janari zerbitzua: dieta bereziak,40000.0,40000.0,0.0
1133,2312,22606,,Ile-apaindegiko zerbitzuak,13268.0,13268.0,1990.2
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,636370.66,636370.66,36947.0
1133,2312,22618,,Bestelako funtzionamendu gastuak,15000.0,15000.0,2800.0
1133,2314,22618,,Bestelako funtzionamendu gastuak,12640.0,12640.0,1300.0
1133,2313,22623,,Familia zaintzaileei laguntzeko programa,166000.0,166000.0,12063.72
1133,2314,22628,,Santa María de Olarizuko animazioa,71839.0,71839.0,5674.16
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,362403.0,362403.0,26702.48
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6900.0,6900.0,0.0
1133,2312,22688,,Farmatzia-zerbitzuaren kudeaketa,18074.46,18074.46,0.0
1133,2317,22699,,Bestelako hainbat gastu,0.0,2950.0,0.0
1133,2327,22701,,Zaurgarritasun-jantokien sarea handitzea,500000.0,500000.0,0.0
1133,2312,22702,,Kafetegi-zerbitzua,14745.98,14745.98,2456.86
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,684320.0,684320.0,57026.66
1133,2312,22708,,Adinekoak lekualdatzea,54229.32,54229.32,13136.9
1133,2314,22708,,Adinekoak lekualdatzea,770750.05,770750.05,42009.71
1133,2313,22709,,Zaintza- eta loturen-lanen plana,110000.0,110000.0,0.0
1133,2314,22714,,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,427440.0,427440.0,54617.33
1133,2312,22718,,Control de accesos e instalaciones ciam san prudencio,0.0,0.0,0.0
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,985920.0,985920.0,82160.0
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,3537617.0,3537617.0,288065.53
1133,2313,22786,,Janari-garraioa,77192.81,77192.81,4009.7
1133,2314,22786,,Janari-garraioa,42105.17,42105.17,3118.62
1133,2312,48023,,Hitzarmena: AFA,22959.7,22959.7,0.0
1133,2312,48119,,Hitzarmena: ASPACE - Garun paralisia,13372.0,13372.0,0.0
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,0.0
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,0.0
1133,2312,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,0.0
1133,2313,48958,,"EHU lankidetza-hitzarmena: ""Belaunaldiak hurbiltzen",1750.0,1750.0,0.0
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,0.0
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,9000.0,9000.0,0.0
1133,2317,62400,,Programa bizikletaz adinik gabe,0.0,8050.0,0.0
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1191725.01,1191725.01,151555.07
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1408023.0,1408023.0,241423.81
1145,2328,14100,,Bestelako langileak,2023823.0,2023823.0,322236.67
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1468554.0,1468554.0,256208.97
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",57997.0,57997.0,9587.55
1145,2322,22115,,Berariazko material teknikoa,37570.0,37570.0,10750.0
1145,2322,22619,,Kaleko heziketa,1211292.0,1211292.0,100941.0
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,482758.26,482758.26,0.0
1145,2322,22759,,Lantegietako irakasleak,301000.0,301000.0,28880.39
1145,2321,22786,,Janari-garraioa,210108.48,210108.48,0.0
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,18489365.04,18489365.04,463298.36
1145,2322,22799,,Gizarte eta hezkuntza alorretan esku hartzeko zerbitzuaren kontratuak,1378428.35,1378428.35,0.0
1145,2321,48000,,Gizarte-larrialdiko laguntzak,5305000.0,5305000.0,676520.53
1145,2321,48003,,Gizarte laguntzak,4143526.26,4143526.26,288808.26
1145,2321,48004,,Bizitegi-larrialdietarako funtsa - kaleratzeak,100000.0,100000.0,16281.77
1145,2321,48067,,Energia-gastuetarako laguntzak,40000.0,40000.0,0.0
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,29000.0,29000.0,0.0
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,0.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,34674.72,34674.72,0.0
1145,2321,48977,,Hitzarmena: Save the Children,12427.0,12427.0,0.0
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,158693.74,158693.74,16455.79
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,240393.0,240393.0,35030.2
1310,9313,14100,,Bestelako langileak,14317.0,14317.0,7629.86
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",99389.0,99389.0,18948.52
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6340.0,6340.0,1030.58
1509,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,60954.0,60954.0,0.0
1509,1701,12000,,Retribuciones basicas de funcionarios,7947.34,7947.34,0.0
1509,1701,12100,,Retribuciones complementarias funcionarios,25871.0,25871.0,0.0
1509,1701,16000,,Seguridad social a cargo del ayuntamiento,14740.0,14740.0,0.0
1509,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662.0,1662.0,0.0
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,60954.0,60954.0,12292.6
1510,1701,12000,,Retribuciones basicas de funcionarios,7947.34,7947.34,3965.63
1510,1701,12100,,Retribuciones complementarias funcionarios,25871.0,25871.0,9806.15
1510,1701,14100,,Bestelako langileak,0.0,0.0,6483.17
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",14740.0,14740.0,7885.4
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662.0,1662.0,237.46
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,0.0
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",4000.0,4000.0,300.0
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,3000.0,3000.0,3000.0
1510,1701,22603,,"Komunikazioa, itzulpena eta publizitatea",50000.0,50000.0,0.0
1510,1701,62630,,Software-lizentziak,38000.0,38000.0,0.0
1510,1701,78101,,Hitzarmena: Mobility Lab,300000.0,300000.0,0.0
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,236430.8,236430.8,26892.09
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,303406.0,303406.0,51026.24
1514,1701,14100,,Bestelako langileak,84445.0,84445.0,21999.69
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",187979.0,187979.0,34237.2
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12084.0,12084.0,1828.46
1521,1331,61108,,Eu-inbertsioak trafikoaren eta udal-aparkalekuen kudeaketan,0.0,457455.02,0.0
1522,4413,12000,,Funtzionarioen oinarrizko ordainsariak,162770.51,162770.51,17694.98
1522,4413,12100,,Funtzionarioen ordainsari osagarriak,240748.0,240748.0,39381.88
1522,4413,14100,,Bestelako langileak,124609.0,124609.0,30695.87
1522,4413,16000,,"Gizarte Segurantza, enpresaren kontura",165915.0,165915.0,30598.24
1522,4413,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9309.0,9309.0,1301.3
1522,4413,21105,,Autobus-geltokia onik zaindu eta mantentzea,75000.0,75000.0,338.07
1522,4413,22101,,"Energia elektrikoaren hornikuntza, autobus-geltokia",72000.0,72000.0,0.0
1522,4413,22102,,"Ur-hornidura eta hondar-urak araztea, autobus-geltokia",20000.0,20000.0,0.0
1522,4413,22104,,Autobus geltokiaren energia-eraginkortasuna,108000.0,108000.0,786.6
1522,4413,22734,,Autobus-geltokiko segurtasuna,80000.0,80000.0,0.0
1522,4413,22783,,"Garbiketa-zerbitzuaren kontratua, autobus-geltokia",206000.0,206000.0,14152.09
1522,4413,62953,,Autobus geltokiko ekipoetarako inbertsioak,50000.0,50000.0,0.0
1523,1749,12000,,Funtzionarioen oinarrizko ordainsariak,143306.05,143306.05,14948.73
1523,1749,12100,,Funtzionarioen ordainsari osagarriak,209249.0,209249.0,33803.88
1523,1749,13000,,Lan-kontratudun langile finkoen ordainsariak,137931.0,137931.0,19695.45
1523,1749,16000,,"Gizarte Segurantza, enpresaren kontura",143505.0,143505.0,23374.3
1523,1749,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7658.0,7658.0,1221.29
1523,1743,21000,,Azpiegiturak eta ondasun naturalak,80000.0,80000.0,0.0
1523,1743,21902,,"Baso-bide, landaketak eta naturguneak mantentzea",100000.0,100000.0,0.0
1523,1743,21911,,Herrietako lorategiak onik zaintzea,350000.0,350000.0,0.0
1523,1743,22111,,Tresnak,19000.0,19000.0,1086.12
1523,1743,22145,,Eremu hondatuak lehengoratzea,30000.0,30000.0,0.0
1523,1742,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,1450000.0,1450000.0,80536.19
1523,1743,22701,,Landa eremuko azterlanak eta proiektuak,20000.0,20000.0,0.0
1523,1749,48112,,Hitzarmena: Kontzejuen elkartea,115000.0,115000.0,0.0
1523,1741,60130,,Landako mugikortasunaren konexioak hobetxea ,20000.0,20000.0,0.0
1523,1741,60150,,Herrietako obrak,150000.0,150000.0,0.0
1523,1741,60700,,Nekazaritza Eremuko paisaia hobetzea,35000.0,35000.0,0.0
1523,1743,72000,,"AFA, lursailen arteko bideak egitea",100000.0,100000.0,0.0
1523,1741,72201,,Hitzarmena:  Argandoñako obrak,172000.0,172000.0,0.0
1523,1741,72202,,Hitzarmena:  Mendiolako obrak,68000.0,68000.0,0.0
1523,1749,78919,,Dirulaguntzak: gizarte zentroak,70000.0,70000.0,0.0
1620,9219,12000,,Funtzionarioen oinarrizko ordainsariak,143361.13,143361.13,18186.62
1620,9219,12100,,Funtzionarioen ordainsari osagarriak,178696.0,178696.0,36887.52
1620,9219,14100,,Bestelako langileak,101982.0,101982.0,18398.57
1620,9219,16000,,"Gizarte Segurantza, enpresaren kontura",124197.0,124197.0,23268.84
1620,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8788.0,8788.0,1676.85
1620,9212,21100,,Udal eraikinak onik zaintzea,300000.0,300000.0,46054.74
1620,9210,21102,,Txingorraren kalteak konpontzeko gastuak,0.0,440000.0,0.0
1620,9212,21107,,Udal eraikinak mantentzeko konponketa eta hornikuntzak,300000.0,300000.0,0.0
1620,9215,21200,,Makinak eta instalazioak onik zaintzea,1575000.0,1575000.0,128088.1
1620,9212,21207,,Ekipoak onik zaindu eta konpontzea,90000.0,90000.0,7634.29
1620,9215,22101,,Udal eraikinetako energia elektrikoa,4669558.65,4669558.65,296522.49
1620,9215,22103,,Energia-eraginkortasunerako kontratua,4920000.0,4920000.0,82068.88
1620,9212,22109,,Garbiketa-produktuak,300000.0,300000.0,39606.87
1620,9212,22111,,Tresnak,60000.0,60000.0,2992.87
1620,9214,22146,,Edukiontzi higienikoetarako kontratua,25000.0,25000.0,1707.01
1620,3422,22148,,Igerilekuak mantentzeko kontratua,1427000.0,1427000.0,0.0
1620,9215,22149,,Gainerako udal eraikinetako gasa,130000.0,130000.0,5120.45
1620,9212,22682,,Mantentzeko hornidura txikiak,600000.0,600000.0,47331.81
1620,9212,22727,,Instalazioak mantentzeko kontratua,850000.0,850000.0,59747.79
1620,9215,22751,,Instalazio elektrikoak mantentzeko kontratua,250000.0,250000.0,20728.52
1620,9214,22783,,Garbiketa Ataleko kontratuak,2771500.0,2771500.0,229101.06
1620,9214,22784,,Indesa-ri garbitzeko zerbitzua agintzea ,3451500.0,3451500.0,293885.62
1620,1515,61401,,PIIE-BIZAN Zaramaga egokitzea,512000.0,512000.0,0.0
1620,9211,62204,,Zentro eta lokaletako inbertsioak,600000.0,600000.0,0.0
1620,9211,62205,,Ikastetxeetako obrak,200000.0,200000.0,0.0
1620,9215,62259,,Instalazio elektrikoetako inbertsio-kontratua ,755000.0,755000.0,29567.12
1620,9211,62293,,Udal eraikinetako inbertsioak,700000.0,700000.0,0.0
1620,3421,62296,,Kirol zelaietako inbertsioak,100000.0,100000.0,0.0
1620,9211,62303,,Makinak erostea,15000.0,15000.0,0.0
1620,9215,62303,,Energiaren kudeaketarako ekipoak berritzea,546000.0,546000.0,45500.0
1620,3422,62926,,Igerilekuetako kontratuetako inbertsioak,50000.0,50000.0,0.0
1620,9211,64304,,"Ordainsariak, azterlanak eta proiektuak",10000.0,10000.0,1155.55
1630,9219,12000,,Funtzionarioen oinarrizko ordainsariak,3485867.96,3485867.96,397584.51
1630,9219,12100,,Funtzionarioen ordainsari osagarriak,4367847.0,4367847.0,770103.14
1630,9219,14100,,Bestelako langileak,2671402.0,2671402.0,448956.97
1630,9219,16000,,"Gizarte Segurantza, enpresaren kontura",4153991.0,4153991.0,683298.16
1630,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",159212.0,159212.0,22693.65
1641,9219,12000,,Funtzionarioen oinarrizko ordainsariak,19764.62,19764.62,2810.19
1641,9219,12100,,Funtzionarioen ordainsari osagarriak,30912.0,30912.0,4671.94
1641,9219,14100,,Bestelako langileak,0.0,0.0,80.78
1641,9219,16000,,"Gizarte Segurantza, enpresaren kontura",16968.0,16968.0,2733.56
1641,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",475.0,475.0,0.0
1642,9219,12000,,Funtzionarioen oinarrizko ordainsariak,106652.93,106652.93,13005.24
1642,9219,12100,,Funtzionarioen ordainsari osagarriak,134288.0,134288.0,22371.89
1642,9219,16000,,"Gizarte Segurantza, enpresaren kontura",71130.0,71130.0,11529.59
1642,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4073.0,4073.0,581.7
1643,9219,12000,,Funtzionarioen oinarrizko ordainsariak,56492.93,56492.93,6766.18
1643,9219,12100,,Funtzionarioen ordainsari osagarriak,70312.0,70312.0,11526.79
1643,9219,14100,,Bestelako langileak,25487.0,25487.0,3250.47
1643,9219,16000,,"Gizarte Segurantza, enpresaren kontura",40980.0,40980.0,6507.14
1643,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2715.0,2715.0,387.8
1644,9219,12000,,Funtzionarioen oinarrizko ordainsariak,1063704.97,1063704.97,120313.36
1644,9219,12100,,Funtzionarioen ordainsari osagarriak,1498638.0,1498638.0,269302.8
1644,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,23483.0,23483.0,128.71
1644,9219,14100,,Bestelako langileak,336413.0,336413.0,75339.11
1644,9219,16000,,"Gizarte Segurantza, enpresaren kontura",1100804.0,1100804.0,192889.92
1644,9219,16500,,"Elkarkidetzako kuotak, Udalaren kontura",48247.0,48247.0,6675.41
1810,3401,11000,,Kabineteko behin-behineko langileen ordainsariak,102466.39,102466.39,12405.94
1810,3401,16000,,"Gizarte Segurantza, enpresaren kontura",15820.0,15820.0,3019.22
1810,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662.0,1662.0,0.0
1815,3401,12000,,Funtzionarioen oinarrizko ordainsariak,226745.43,226745.43,23454.65
1815,3401,12100,,Funtzionarioen ordainsari osagarriak,282220.0,282220.0,41986.16
1815,3401,14100,,Bestelako langileak,35930.0,35930.0,12201.97
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",156655.0,156655.0,28432.01
1815,3401,16500,,"Elkarkidetzako kuotak, Udalaren kontura",10028.0,10028.0,1431.9
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2168658.75,2168658.75,240463.37
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3032022.0,3032022.0,518895.23
1820,3371,14100,,Bestelako langileak,1836850.0,1836850.0,548724.87
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2367387.0,2367387.0,475103.15
1820,3371,16500,,"Elkarkidetzako kuotak, Udalaren kontura",89343.0,89343.0,13667.4
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa ,5000.0,5000.0,0.0
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea ,5000.0,5000.0,0.0
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak ,70000.0,70000.0,6563.99
1820,3371,22663,,Eguberrietako haur parkea,78069.2,78069.2,0.0
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.24,12020.24,12020.24
1820,1515,22704,,"Piie - Zaramagako gizarte-, kultura- eta kirol-jarduerak",597965.42,597965.42,0.0
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,2067626.04,2067626.04,176360.65
1820,3371,22767,,Zonako lantaldeen programak,75000.0,75000.0,5323.34
1820,9242,48988,,Hitzarmena: san martin auzotarren elkartea,100000.0,100000.0,0.0
1820,3371,62505,,Bestelako tresnak,4352.9,4352.9,159.72
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,90000.0,90000.0,0.0
1822,9241,12000,,Funtzionarioen oinarrizko ordainsariak,96395.32,96395.32,11914.48
1822,9241,12100,,Funtzionarioen ordainsari osagarriak,115626.0,115626.0,20188.23
1822,9241,14100,,Bestelako langileak,39051.0,39051.0,14122.07
1822,9241,16000,,"Gizarte Segurantza, enpresaren kontura",71373.0,71373.0,15273.92
1822,9241,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2715.0,2715.0,387.8
1822,9241,22699,,Herritarren parte-hartzeko beste hainbat gastu,1000.0,1000.0,35.05
1822,9241,22701,,Jaietako eszenatokiak jartzea auzoetan,60000.0,60000.0,0.0
1822,9241,22732,,Zerbitzuak emateko kontratuak,185000.0,185000.0,27256.73
1822,9241,22799,,Herritarren parte-hartzeko beste hainbat kanpo-lan,35000.0,35000.0,5.6
1822,9242,48014,,Diru-laguntza: herritarren partaidetzarako proiektua,24000.0,24000.0,0.0
1822,9241,48101,,Deusto eta Gizarte Etxeen arteko 2030 Hitzarmena,45000.0,45000.0,0.0
1822,9242,48954,,Auzo-elkarteentzako diru-laguntzak,240000.0,240000.0,0.0
1822,1533,60133,,Gasteiz hobetuz,1400000.0,1400000.0,0.0
1822,9241,62505,,Bestelako tresnak,2000.0,2000.0,0.0
1822,9242,68555,,Goikolarra gizarte zentruko ekipamendu inbertsioa,150000.0,150000.0,0.0
1825,9204,12000,,Funtzionarioen oinarrizko ordainsariak,687477.92,687477.92,92417.65
1825,9204,12100,,Funtzionarioen ordainsari osagarriak,859564.0,859564.0,200501.87
1825,9204,14100,,Bestelako langileak,217439.0,217439.0,48899.8
1825,9204,16000,,"Gizarte Segurantza, enpresaren kontura",508134.0,508134.0,106105.28
1825,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",43513.0,43513.0,6267.93
1825,9251,22201,,Herritarrei argibideak emateko sistema (010),630000.0,630000.0,47983.76
1825,3371,22702,,Banatzaile elektronikoak,61201.8,61201.8,0.0
2310,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,92718.0,92718.0,13529.11
2310,3301,12000,,Funtzionarioen oinarrizko ordainsariak,18631.65,18631.65,2974.2
2310,3301,12100,,Funtzionarioen ordainsari osagarriak,24796.0,24796.0,6684.54
2310,3301,16000,,"Gizarte Segurantza, enpresaren kontura",26832.0,26832.0,5278.51
2310,3301,21906,,Ikus-entzunezko ekipoen konponketa,500.0,500.0,0.0
2310,3341,22708,,Iradier Arena analisiaren kontratuak,39000.0,39000.0,0.0
2310,3301,22765,,Iradier Arenako zerbitzu-kontratua,15000.0,15000.0,792.55
2311,3301,12000,,Funtzionarioen oinarrizko ordainsariak,279463.94,279463.94,34633.03
2311,3301,12100,,Funtzionarioen ordainsari osagarriak,348397.0,348397.0,60487.22
2311,3301,14100,,Bestelako langileak,65954.0,65954.0,20933.87
2311,3301,16000,,"Gizarte Segurantza, enpresaren kontura",204849.0,204849.0,38034.36
2311,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11774.0,11774.0,1750.1
2311,3301,22111,,Tresna eta lanabesak,500.0,500.0,0.0
2311,3291,43101,,Luis Aranburu Musika Eskolari,892490.0,892490.0,446000.0
2311,3292,43103,,Jose Uruñuela Dantza Kontserbatorioari,591625.0,591625.0,295000.0
2311,3341,48975,,Artium museoa,120000.0,120000.0,0.0
2311,3301,62501,,Altzariak,500.0,500.0,0.0
2311,3301,62901,,Kultur ekintzarako ekipoak erostea,10000.0,10000.0,208.01
2311,3291,73101,,"Ekarpena, Luis Aranburu Musika Eskolari",24500.0,24500.0,0.0
2311,3292,73103,,"Ekarpena, Jose Uruñuela Dantza Kontserbatorioari",15000.0,15000.0,0.0
2410,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,207.83
2410,3301,12000,,Funtzionarioen oinarrizko ordainsariak,31947.88,31947.88,3363.65
2410,3301,12100,,Funtzionarioen ordainsari osagarriak,61927.0,61927.0,9694.03
2410,3301,16000,,"Gizarte Segurantza, enpresaren kontura",15966.0,15966.0,2481.08
2410,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1662.0,1662.0,237.46
2420,3301,12000,,Funtzionarioen oinarrizko ordainsariak,238265.04,238265.04,27801.22
2420,3301,12100,,Funtzionarioen ordainsari osagarriak,300970.0,300970.0,52418.9
2420,3301,14100,,Bestelako langileak,142903.0,142903.0,21446.48
2420,3301,16000,,"Gizarte Segurantza, enpresaren kontura",217580.0,217580.0,37164.62
2420,3301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",14396.0,14396.0,2181.46
2450,2391,12000,,Funtzionarioen oinarrizko ordainsariak,85142.23,85142.23,9341.99
2450,2391,12100,,Funtzionarioen ordainsari osagarriak,102624.0,102624.0,15193.46
2450,2391,14100,,Bestelako langileak,50401.0,50401.0,5870.7
2450,2391,16000,,"Gizarte Segurantza, enpresaren kontura",69426.0,69426.0,11087.49
2450,2391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1357.0,1357.0,290.85
2450,2391,22696,,Euskal Fondoaren kuota,11799.0,11799.0,0.0
2450,2391,22699,,Bestelako hainbat gastu,3000.0,3000.0,0.0
2450,2391,22707,,Azterlanak eta lan teknikoak,55000.0,55000.0,0.0
2450,2391,22799,,Kanpoko beste zenbait lan,104000.0,104000.0,1355.86
2450,2391,23002,,Joan-etorrietako gastuak,10000.0,10000.0,0.0
2450,2391,48200,,Garapenean laguntzeko dirulaguntzak,1897055.0,1897055.0,0.0
2450,2391,48205,,Hitzarmena: Larrialdietarako Arabako Funtsa,170000.0,170000.0,0.0
2450,2391,48206,,Hitzarmena: RASD-ren lagunen elkartea,320000.0,320000.0,0.0
2450,2391,48207,,Hitzarmena: Euskal Fondoa,207000.0,207000.0,0.0
2450,2391,48211,,Hitzarmena: GGKEen koordinakundea,24000.0,24000.0,0.0
2450,2391,48212,,Hitzarmena: AFINIS - oporrak bakean,17000.0,17000.0,0.0
2450,2391,48213,,Hitzarmena: bidezko merkataritza,90000.0,90000.0,0.0
2450,2391,48215,,Hitzarmena: Afrika,20000.0,20000.0,0.0
9005,9122,10000,,Zinegotzien oinarrizko ordainsariak,1983183.22,1983183.22,276388.87
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",504434.0,504434.0,81719.3
9005,9122,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1187.0,1187.0,0.0
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118.0,638118.0,101250.0
9015,2111,16109,,"Pentsioen osagarria, Arabako Mutua Forala",75000.0,75000.0,7464.91
022201,1691,12000,,Funtzionarioen oinarrizko ordainsariak,179510.42,179510.42,16854.22
022201,1691,12100,,Funtzionarioen ordainsari osagarriak,243831.0,243831.0,32512.29
022201,1691,14100,,Bestelako langileak,171374.0,171374.0,33626.73
022201,1691,16000,,"Gizarte Segurantza, enpresaren kontura",158393.0,158393.0,29428.54
022201,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8887.0,8887.0,1155.95
022201,1721,60305,,Gardelegiko zabortegiko instalazioak,100000.0,100000.0,0.0
022201,1722,62916,,Zabortegiaren ingurumen kalitatea,75000.0,75000.0,0.0
