#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2019ko Hasierako kreditua,Behin betiko kreditua,Behartua
1111,2301,13000,,Lan-kontratudun langile finkoen ordainsariak,39495.0,39495.0,39445.4
1111,2301,14100,,Bestelako langileak,267707.0,267707.0,318775.19
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",592437.0,592437.0,601508.43
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",32184.0,32184.0,31663.12
1111,2301,22103,,Gasa,23000.0,23000.0,22785.2
1111,2301,22618,,Bestelako funtzionamendu gastuak,50000.0,50000.0,82013.03
1111,2301,48045,,Diru-laguntzak,250000.0,250000.0,249445.37
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,10000.0
1111,2301,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,10000.0
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",0.0,15000.0,15000.0
1111,2301,62204,,Zentro eta lokaletako inbertsioak,500000.0,130000.0,69905.52
1111,2301,62204,A,Zentro eta lokaletako inbertsioak,0.0,669287.53,642909.27
1111,2301,62204,R,Zentro eta lokaletako inbertsioak,0.0,814071.14,285385.88
1111,2301,62303,,Makinak erostea,140000.0,247700.0,82830.29
1111,2301,62501,,Altzariak,50000.0,312300.0,30705.43
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,91183.47,91183.47,93502.49
1115,2323,48003,,Gizarte laguntzak,45000.0,45000.0,20010.02
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,1016.3
1115,2324,22105,,Jantziak eta uniformeak,1500.0,1500.0,0.0
1115,2324,22106,,Elikagaiak,20000.0,20000.0,18912.61
1115,2324,22111,,Tresnak,7500.0,7500.0,2200.14
1115,2324,22115,,Berariazko material teknikoa,6000.0,6000.0,4429.18
1115,2324,22759,,Lantegietako irakasleak,84474.0,84474.0,53410.73
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,504783.0,504783.0,486091.75
1115,2324,22786,,Janari-garraioa,11889.87,11889.87,9436.08
1115,2324,48003,,Laguntza sozialak,38000.0,38000.0,22923.18
1115,2325,22111,,Tresnak,14000.0,14000.0,9382.35
1115,2325,22115,,Berariazko material teknikoa,29500.0,29500.0,20661.26
1115,2325,22614,,Gizarteratu lantegiak,807198.0,807198.0,741545.02
1115,2325,22666,,Goiuriko gaueko zaintza,93573.0,93573.0,92190.48
1115,2325,22759,,Lantegietako irakasleak,42574.0,42574.0,0.0
1115,2325,22761,,Larrialdietarako etxebizitzetan laguntzeko programa,104042.76,104042.76,103492.74
1115,2325,22786,,"Janari-garraioa, etxe irekira",11889.87,11889.87,9436.08
1115,2325,48003,,Gizarte laguntzak,55000.0,55000.0,28845.21
1115,2325,48121,,"Hitzarmena: HIESaren aurkako batzordea, Etxe irekia",331526.0,331526.0,331526.0
1115,2325,48137,,"Hitzarmena: HIESaren aurkako batzordea, zainpeko etxebizitzak",290171.0,290171.0,290171.0
1115,2325,48140,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",453516.0,453516.0,453516.0
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,72000.0,72000.0,72000.0
1115,2325,48148,,"Hitzarmena: Afroamericana, zainpeko etxebizitzak",509412.0,509412.0,509412.0
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,60756.0,60756.0,60756.0
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",46284.0,30000.0,30000.0
1115,2325,48184,,Clara Campoamor elkartearekiko hitzarmena - Indarkeriaren biktima diren emakumeak hartzeko etxebizitzak,292135.0,292135.0,292135.0
1115,2325,48190,,Gazteei laguntzeko etxebizitza erdi zaindua,56662.0,56662.0,56662.0
1115,2325,48197,,Hitzarmena: Sendotu,20000.0,20000.0,20000.0
1115,2325,48901,,"Hitzarmena: HIESaren aurkako batzordea, Aterpe",457126.0,457126.0,457126.0
1115,2325,48908,,Hitzarmena: AIZAN,15000.0,0.0,0.0
1115,2325,48940,,Abetxukuko ekimen-etxea,77000.0,77000.0,77000.0
1115,2325,48957,,Hitzarmena: Loremaitea - Agle,40000.0,60000.0,60000.0
1115,2326,41906,,Hitzarmena: Prestaturik,36553.0,0.0,0.0
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,451897.0,451897.0,481652.53
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,602769.0,602769.0,650898.71
1115,2327,14100,,Bestelako langileak,375857.0,375857.0,519244.58
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",465542.0,465542.0,522984.25
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13145.0,13145.0,11930.73
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,321588.0,321588.0,316392.11
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,375593.0,375593.0,378713.68
1120,2311,14100,,Bestelako langileak,244553.0,244553.0,262740.29
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",269635.0,269635.0,277866.54
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6510.0,6510.0,6294.08
1120,2311,22111,,Tresnak,2000.0,2000.0,2775.37
1120,2311,22115,,Berariazko material teknikoa,2000.0,2000.0,1210.06
1120,2311,22678,,Haurrentzako partaidetza-programa,100000.0,100000.0,88670.98
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000.0,30000.0,20090.38
1120,2311,22680,,Emozioei buruzko lantegiak,186088.0,186088.0,203984.12
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),112000.0,112000.0,91437.6
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),498999.0,498999.0,498998.4
1120,2311,22748,,Terapiak,150000.0,150000.0,109118.68
1120,2311,22763,,"Gurasoen aurkako indarkeria-egoeretan garaiz esku
hartzeko programa",75000.0,75000.0,56966.53
1120,2311,22763,R,"Gurasoen aurkako indarkeria-egoeretan garaiz esku
hartzeko programa",0.0,12896.01,12896.01
1120,2311,22775,,Bidatu kudeatzeko programa,199045.0,199045.0,199045.0
1120,2311,22789,,Erresilientzia,252350.0,252350.0,269172.31
1120,2311,22791,,Haurrentzako tokiko plana,136724.0,136724.0,117910.8
1120,2311,22791,R,Haurrentzako tokiko plana,0.0,12118.75,12118.75
1120,2311,22792,,Sexu-abusuak baloratzea,39000.0,39000.0,39474.0
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1271928.43,1271928.43,1276358.14
1120,2311,22796,,Valeo programa,23000.0,23000.0,0.0
1120,2311,48003,,Gizarte laguntzak,32242.17,32242.17,276.64
1120,2311,48036,,Hitzarmena: AVAIM,11780.0,11780.0,11780.0
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,11780.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,11780.0
1120,2311,48977,,Hitzarmena: Save the Children,11724.0,11724.0,11724.0
1120,2311,48991,,Hitzarmena: UNICEF,11780.0,11780.0,11780.0
1120,2311,48992,,Hitzarmena: AMAPASE,15000.0,15000.0,15000.0
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",10589.27,10589.27,12155.71
1133,2312,22105,,Jantziak eta uniformeak,5500.0,5500.0,2160.78
1133,2312,22106,,Elikagaiak,1672840.7,1672840.7,1941933.57
1133,2312,22111,,Tresnak,55908.52,55908.52,53583.95
1133,2312,22115,,Berariazko material teknikoa,72014.6,72014.6,55289.88
1133,2312,22606,,Ile-apaindegiko zerbitzuak,15703.0,15703.0,14289.85
1133,2312,22618,,Bestelako funtzionamendu gastuak,10944.52,10944.52,11706.08
1133,2312,22623,,Familia zaintzaileei laguntzeko programa,100000.0,100000.0,79999.48
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,293700.0,293700.0,293700.0
1133,2312,22666,,Gaueko zaintza - San Prudentzio egoitza,72933.0,72933.0,69102.07
1133,2312,22666,R,Gaueko zaintza - San Prudentzio egoitza,0.0,4388.09,4388.05
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6961.64,6961.64,6325.0
1133,2312,22702,,Kafetegi-zerbitzua,13780.92,13780.92,13412.12
1133,2312,22708,,Zaharrak lekualdatzea,181275.0,181275.0,151969.72
1133,2312,22739,,Landareak mantentzea,0.34,0.34,34.0
1133,2312,48018,,Adinekoak hartzeko emakume boluntarioen elkartea,1400.0,1400.0,1400.0
1133,2312,48023,,Hitzarmena: AFA,3959.7,3959.7,3959.7
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,6142.74
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,11180.86
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,70397.57
1133,2313,22111,,Tresnak ,12000.0,12000.0,7249.33
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,2865144.0,2865144.0,2871203.28
1133,2313,22786,,Janari-garraioa,37744.5,37744.5,37744.32
1133,2313,48960,,Hitzarmena: San Mateo parrokia,10335.0,10335.0,10335.0
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,10335.0,10335.0,10335.0
1133,2313,48962,,Hitzarmena: San Petri parrokia,10335.0,10335.0,10335.0
1133,2313,62271,R,Kirol-zelaiak egokitzea Kanpoaldeak,0.0,823050.0,445270.36
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,1152.07
1133,2314,22111,,Tresnak ,12363.64,12363.64,1511.0
1133,2314,22115,,Berariazko material teknikoa,816.05,816.05,387.77
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,361366.32,361366.32,375102.78
1133,2314,22618,,Bestelako funtzionamendu gastuak,5444.63,5444.63,3804.57
1133,2314,22628,,Santa María de Olarizuko animazioa,63287.0,63287.0,64900.0
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,540800.0,540800.0,541579.92
1133,2314,22708,,Zaharrak lekualdatzea,344429.0,344429.0,308131.9
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,651300.0,651300.0,798511.21
1133,2314,22786,,Janari-garraioa,28308.3,28308.3,28308.3
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,2602921.0,2602921.0,2691723.58
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,3458656.0,3458656.0,3680644.27
1133,2317,14100,,Bestelako langileak,4200213.0,4928115.5,4735708.79
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3175063.0,3402011.3,3432868.05
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",126887.0,126887.0,122229.82
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,12000.0,12000.0,12000.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,32712.0,32712.0,32712.0
1145,2321,22731,,Babesgabetuetako otorduak,270377.0,270377.0,270377.0
1145,2321,22786,,Janari-garraioa,162000.0,162000.0,116105.15
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,9800573.12,10943280.87,10955541.5
1145,2321,48000,,Gizarte-larrialdiko laguntzak,4673000.0,4673000.0,4673000.0
1145,2321,48003,,Gizarte laguntzak,4576599.0,4960066.86,5057931.52
1145,2321,48005,,Pobrezia energetikoaren kontrako plana,60000.0,60000.0,54388.58
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,77500.0
1145,2321,48995,,Diru-laguntza: Itxaropenaren Telefonoa,24000.0,24000.0,24000.0
1145,2322,22115,,Berariazko material teknikoa,44200.0,44200.0,17593.31
1145,2322,22619,,Kaleko heziketa,1033097.65,1033097.65,1038132.0
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,357289.77,357289.77,358684.22
1145,2322,22759,,Lantegietako irakasleak,303671.75,303671.75,231342.51
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1243846.0,1243846.0,1162539.26
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1452006.0,1452006.0,1344316.09
1145,2328,14100,,Bestelako langileak,917689.0,917689.0,1064563.61
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1081183.0,1081183.0,1095905.03
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",34150.0,34150.0,39769.63
118001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,220986.0,220986.0,212054.2
118001,3111,12100,,Funtzionarioen ordainsari osagarriak,286414.0,286414.0,283391.86
118001,3111,14100,,Bestelako langileak,101995.0,101995.0,106883.31
118001,3111,16000,,"Gizarte Segurantza, enpresaren kontura",173675.0,173675.0,170397.83
118001,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12246.0,12246.0,11250.45
118001,3112,22107,,Animalientzako elikagaiak,15000.0,15000.0,9831.57
118001,3112,22108,,Animalientzako botikak hornitzea,15000.0,15000.0,20595.37
118001,3112,22112,,Animalien osasunerako materialak,8000.0,9600.0,7093.25
118001,3112,22113,,Elikagaien higienerako materialak,4000.0,4000.0,1991.08
118001,3112,22699,,Bestelako hainbat gastu,5000.0,7815.61,14105.67
118001,3112,22718,,Animalien osasunerako programak,12000.0,17991.26,7254.61
118001,3112,22719,,Elikagaien higienerako programa,10000.0,10860.0,11759.51
118001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",125000.0,108166.48,106054.45
118001,3112,22722,,Animalientzako sorospen-programa,12000.0,12000.0,9643.09
118001,3112,22766,,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,1062.38
118001,3112,48194,,Hitzarmena: SOS Vitoria Animaliak Babesteko Elkartea,15000.0,15000.0,15000.0
118001,3112,48196,,"GADENekiko hitzarmena, katu-koloniak",23000.0,18500.0,18500.0
118001,3112,62311,,Inbentarioan jasotzeko materiala,67226.0,74962.54,9798.02
118002,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,5599.2,5599.2,5599.2
118002,2315,48025,,Hitzarmena: ACABE elkartea - Anorexia eta bulimia,16450.0,16450.0,16450.0
118002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",29300.0,29300.0,29300.0
118002,2315,48029,,Hitzarmena ADELA elkartearekin,5650.0,5650.0,5650.0
118002,2315,48030,,"Hitzarmena: ASAJER elkartea - 1., 2. eta 3. ludopatien prebentzioa",20200.0,20200.0,20200.0
118002,2315,48031,,Hitzarmena ARENE elkartearekin (neuromuskularrak),27420.0,27420.0,27420.0
118002,2315,48032,,Hitzarmena: ASAFES elkartea,24000.0,24000.0,24000.0
118002,2315,48033,,Hitzarmena: AFA,31990.0,31990.0,31990.0
118002,2315,48040,,Hitzarmena: minbiziaren aurkako elkartea (tabakoaren kontrako prestakuntza),13890.0,13890.0,13890.0
118002,2315,48041,,"Hitzarmena: ADELPRISE elkartea (arreta, hedapena, argibideak)",8220.0,8220.0,8220.0
118002,2315,48059,,Hitzarmena: ASAFIMA elkartea,23760.0,23760.0,23760.0
118002,2315,48100,,Hitzarmena: ONCE,8430.0,8430.0,8430.0
118002,2315,48117,,Hitzarmena: Down Araba-Isabel Orbe elkartea,10000.0,10000.0,10000.0
118002,2315,48119,,Hitzarmena: ASPACE - Garun paralisia,11230.0,11230.0,11230.0
118002,2315,48130,,Hitzarmena: Arantza Bifidoa Elkartea,3750.0,3750.0,3750.0
118002,2315,48131,,Hitzarmena: Anadahi (hiperaktiboak),3750.0,3750.0,3750.0
118002,2315,48143,,Hitzarmena: Arabako Epilepsia Elkartea,4030.0,4030.0,4030.0
118002,2315,48149,,Hitzarmena: Adeles lupus,3750.0,3750.0,3750.0
118002,2315,48188,,Hitzarmena: Gurutze Gorria (lehen laguntzak),9750.0,9750.0,9750.0
118002,2315,48189,,Hitzarmena: ASAMMA elkartea,2800.0,2800.0,2800.0
118002,2315,48190,,Hitzarmena: ATECE elkartea - Garuneko gaitza,11290.0,11290.0,11290.0
118002,2315,48191,,Hitzarmena: Arabako Diabetikoen Elkartea,9500.0,9500.0,9500.0
118002,2315,48192,,Hitzarmena: Arabako Zeliakoen Elkartea,8400.0,8400.0,8400.0
118002,2315,48193,,Hitzarmena: Esklerosi Anizkoitzaren Elkartea,5480.0,5480.0,5480.0
118002,2315,48195,,Hitzarmena: Corazón sin fronteras elkartea,7100.0,7100.0,7100.0
118002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,47097.0,47097.0,47097.0
118002,2315,48198,,"Hitzarmena: Slow Food Araba elkartea, elikadura osasungarria",25230.0,25230.0,25230.0
118002,2315,48199,,"Hitzarmena: HIESaren aurkako batzordea, Gayen artean programa",22921.04,22921.04,22921.04
118002,2315,48932,,Hitzarmena: APDEMA,11230.0,11230.0,11230.0
118002,2315,48957,,Hitzarmena: AGLE,10970.0,10970.0,10970.0
118002,2315,48972,,"HIESaren aurkako batzordea, prebentzio-programa",23000.0,23000.0,23000.0
118002,3111,12000,,Funtzionarioen oinarrizko ordainsariak,82540.0,82540.0,81516.21
118002,3111,12100,,Funtzionarioen ordainsari osagarriak,85797.0,85797.0,90895.38
118002,3111,14100,,Bestelako langileak,1868.0,1868.0,0.0
118002,3111,16000,,"Gizarte Segurantza, enpresaren kontura",42789.0,42789.0,44033.74
118002,3111,16500,,"Gizarte Segurantza, enpresaren kontura",3790.0,3790.0,3697.68
118002,3111,21210,,Desfibriladoreak mantentzea,18000.0,35201.36,34122.0
118002,3111,22198,,Osasunerako hezkuntzarako materialak,35000.0,35000.0,9421.72
118002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,3000.0,3000.0,4515.47
118002,3111,22702,,Hiri Osasungarriak osasun-plana,15000.0,15000.0,6877.53
118002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",6000.0,6000.0,6743.93
118002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,110000.0,110000.0,89792.84
118002,3111,22718,,Droga-mendekotasunen prebentziorako programa,96500.0,96500.0,56775.0
118002,3111,22721,,Droga-mendekotasunen gizarteratze programa,96447.0,96447.0,96447.0
118003,3112,12000,,Funtzionarioen oinarrizko ordainsariak,234379.0,234379.0,221493.9
118003,3112,12100,,Funtzionarioen ordainsari osagarriak,361093.0,361093.0,311506.56
118003,3112,14100,,Bestelako langileak,84130.0,84130.0,62662.58
118003,3112,16000,,"Gizarte Segurantza, enpresaren kontura",176258.0,176258.0,155936.5
118003,3112,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5012.0,5012.0,4848.71
118003,3113,21200,,Makinak eta instalazioak onik zaintzea,22000.0,22000.0,22559.29
118003,3113,22115,,Berariazko material teknikoa,70000.0,80000.0,83174.28
118003,3113,22716,,Kalitate-auditoriak kontratatzea,18243.0,18243.0,17897.87
118004,3113,14100,,Bestelako langileak,53890.0,53890.0,56262.74
118004,3113,16000,,"Gizarte Segurantza, enpresaren kontura",16472.0,16472.0,15238.45
118004,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,147502.0,147502.0,132300.45
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,194944.0,194944.0,171508.7
1310,9313,14100,,Bestelako langileak,0.0,0.0,9112.07
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",75177.0,75177.0,82476.15
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5678.0,5678.0,5790.31
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,80632.0,80632.0,80856.02
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",11790.0,11790.0,12517.27
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1509.34
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,2994.75
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",10000.0,10000.0,4045.39
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,17000.0,7000.0,0.0
151101,1691,12000,,Funtzionarioen oinarrizko ordainsariak,117926.0,117926.0,94655.65
151101,1691,12100,,Funtzionarioen ordainsari osagarriak,153992.0,153992.0,133969.64
151101,1691,14100,,Bestelako langileak,96426.0,96426.0,116228.67
151101,1691,16000,,"Gizarte Segurantza, enpresaren kontura",125441.0,125441.0,106412.61
151101,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5863.0,5863.0,6688.28
151101,1721,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,130000.0,100000.0,48088.3
151101,1721,22115,,Ordezko piezak eta suntsikorrak,5000.0,5000.0,3584.12
151101,1721,62901,,Tresneria erostea,6000.0,6000.0,0.0
151101,1722,48196,,Hitzarmena: GAIA fundazioa,13200.0,10000.0,10000.0
151101,1722,64319,,Mapa erradioelektrikoa: neurgailuen sarea diseinatu eta instalatzea,30000.0,30000.0,6697.35
151102,1623,47135,,Hitzarmena: Vital Fundazioa,0.0,20000.0,20000.0
151102,1623,64316,,Zaraten mapa estrategikoko ekintza plana (MER),75000.0,75000.0,14641.0
151102,1623,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,25000.0,25000.0,0.0
151102,1623,64329,A,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,31599.15,31599.15
151102,1623,64329,R,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,17363.5,17363.5
151102,1623,64330,,Zarata kontrolatzeko sarea,15000.0,15000.0,3260.95
151102,1623,64330,R,Zarata kontrolatzeko sarea,0.0,5820.1,5820.1
151102,1711,60920,A,Azpiegitura berdeak,0.0,991.01,0.0
151102,1722,12000,,Funtzionarioen oinarrizko ordainsariak,49020.0,49020.0,49324.66
151102,1722,12100,,Funtzionarioen ordainsari osagarriak,66472.0,66472.0,66433.1
151102,1722,14100,,Bestelako langileak,0.0,0.0,14724.47
151102,1722,16000,,"Gizarte Segurantza, enpresaren kontura",26322.0,26322.0,30659.71
151102,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,1960.35
151102,1722,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",6000.0,6000.0,1210.0
151102,1722,64321,,Energia berriztagarrien plana,150000.0,150000.0,0.0
151102,1722,64321,R,Energia berriztagarrien plana,0.0,50090.0,0.0
151103,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,8247031.48,8373204.13,6895236.49
151103,1621,22700,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,1343304.76,1343304.74
151103,1621,22703,,Bilketa pneumatikoaren kontratua,1876000.0,1876000.0,1414412.94
151103,1621,22715,,Hondakinen gaikako bilketa,400000.0,404033.6,176832.48
151103,1621,22715,R,Hondakinen gaikako bilketa,0.0,39432.27,4744.46
151103,1621,22724,,Garbiguneak ustiatzeko kontratua,377396.17,377396.17,283047.12
151103,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,10000.0,68903.4
151103,1622,22723,,Zabortegia ustiatzeko kontratua,1008507.5,1199300.41,1040306.3
151103,1622,60305,,Gardelegiko zabortegiko instalazioak,20000.0,20000.0,0.0
151103,1622,62916,,Zabortegiaren ingurumen kalitatea,52400.0,52400.0,0.0
151103,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,8010000.0,8010000.0,8414941.88
151103,1623,60706,,Hondakinen plana,85000.0,65000.0,1911.8
151103,1623,60706,A,Hondakinen plana,0.0,40535.0,9809.47
151103,1623,60706,R,Hondakinen plana,0.0,68613.5,32392.11
151103,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,145001.0,145001.0,0.0
151103,1623,60711,R,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,133849.77,30168.83
151103,1631,22700,,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,15450804.81,16175641.16,12833623.27
151103,1631,22700,R,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,0.0,2500199.56,2500199.52
151103,1722,12000,,Funtzionarioen oinarrizko ordainsariak,136134.0,136134.0,130951.38
151103,1722,12100,,Funtzionarioen ordainsari osagarriak,176379.0,176379.0,180836.86
151103,1722,13000,,Lan-kontratudun langile finkoen ordainsariak,52018.0,52018.0,51717.86
151103,1722,14100,,Bestelako langileak,0.0,0.0,32025.94
151103,1722,16000,,"Gizarte Segurantza, enpresaren kontura",100232.0,100232.0,111134.38
151103,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7111.0,7111.0,6287.96
151103,2411,22100,,GEPO - Ingurumena,25735.19,34735.19,28397.97
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,212273.0,212273.0,203053.58
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,264259.0,264259.0,254327.69
1514,1701,14100,,Bestelako langileak,111266.0,111266.0,126963.63
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",156248.0,156248.0,173283.39
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9312.0,9312.0,9304.94
152002,1534,12000,,Funtzionarioen oinarrizko ordainsariak,1038369.0,1038369.0,1064462.52
152002,1534,12100,,Funtzionarioen ordainsari osagarriak,1540205.0,1540205.0,1514562.01
152002,1534,14100,,Bestelako langileak,472190.0,472190.0,388527.63
152002,1534,16000,,"Gizarte Segurantza, enpresaren kontura",960437.0,960437.0,995545.73
152002,1534,16500,,"Elkarkidetzako kuotak, Udalaren kontura",49096.0,49096.0,43656.86
152002,1534,20200,,Makineria eta instalazioak alokatzea,108000.0,108000.0,47096.9
152002,1534,21008,,Berehala jarduteko taldeak (haur jolasak),170000.0,170000.0,177921.67
152002,1534,21012,,Espazio publikoko betearazte subsidiarioak,20000.0,20000.0,0.0
152002,1534,21060,,Bide publikoak eta zoladura zaintzea,825000.0,625000.0,566703.85
152002,1534,21062,,Zoladura eta aglomeratuak mantentzea,184441.48,184441.48,190772.44
152002,1534,21097,,Su artifizialen zelaia,3500.0,3500.0,0.0
152002,1534,21701,,Hiri-altzariak onik zaintzea,70000.0,55000.0,6274.7
152002,1534,21701,R,Hiri-altzariak onik zaintzea,0.0,69394.54,69394.53
152002,1534,21703,,Arrapalak mantentzeko kontratuak,119877.0,119877.0,72227.17
152002,1534,22111,,Tresnak eta lanabesak,28000.0,28000.0,50215.71
152002,1534,22722,,Komun publikoak mantentzeko kontratua,55000.0,55000.0,47229.96
152002,1641,22111,,Tresnak eta lanabesak,10000.0,10000.0,19799.77
152002,1641,22140,,Hilerrietako berariazko gastuak,50032.49,50032.49,46263.37
152002,1641,22140,R,Hilerrietako berariazko gastuak,0.0,23494.53,23494.53
152002,1641,22715,,Hondakinen gaikako bilketa,12000.0,12000.0,8659.92
152002,1641,60105,,Hobiak eta panteoiak egitea,79967.51,79967.51,16699.42
152002,1641,60105,R,Hobiak eta panteoiak egitea,0.0,5969.95,5525.08
152002,1651,21006,,Berehala jarduteko taldeak (argiteria),344000.0,344000.0,239609.79
152002,1651,22101,,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,3800000.0,4275616.59,4164572.89
152002,1651,22130,,Argiteria publikoaren mantentze orokorra,423000.0,423000.0,353893.03
152002,1711,60920,,Azpiegitura berdeak,100000.0,100000.0,685.13
152002,1711,60920,A,Azpiegitura berdeak,0.0,126553.84,105607.03
152002,1711,60920,R,Azpiegitura berdeak,0.0,64716.86,35978.25
152002,4411,71005,A,"Hitzarmena: Eusko Jaurlaritza, AFA - garraio multimodala",0.0,77286.98,0.0
152005,1331,60195,,Trafiko-segurtasuneko elementuak hobetzea,100000.0,100000.0,0.0
