#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2023,Crédito Inicial 2023
1510,1701,78101,,Convenio mobility lab,1500000.0,1500000.0
1514,1701,12000,,Retribuciones basicas de funcionarios,203442.0,203442.0
1514,1701,12100,,Retribuciones complementarias funcionarios,250510.0,250510.0
1514,1701,14100,,Otro personal,160175.0,160175.0
1514,1701,16000,,Seguridad social a cargo del ayuntamiento,175562.0,175562.0
1514,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7535.0,7535.0
152002,1331,60195,,Mejora elementos seguridad de traficos,75000.0,75000.0
152002,1533,60102,,Mejora de accesibilidad,10000.0,10000.0
152002,1533,60116,,Reformas y asfaltados integrales,1000000.0,1000000.0
152002,1533,60117,,Reformas integrales juegos infantiles,600000.0,600000.0
152002,1533,60129,,Red principal de ciclistas,70000.0,70000.0
152002,1533,60171,,Aparcabicicletas y bicilonjas,75000.0,75000.0
152002,1533,60198,,Plan director de inversiones de espacio público,3300000.0,3300000.0
152002,1533,60201,,Reforma y rehabilitación caños casco viejo,75000.0,75000.0
152002,1533,60907,,Vitoria-gasteiz green mobility next,1500000.0,1500000.0
152002,1533,60922,,Guardabicis,50000.0,50000.0
152002,1533,60924,,Ampliacion de la red de cariles bici,150000.0,150000.0
152002,1533,64304,,"Honorarios,estudios y proyectos",40246.9,40246.9
152002,1534,12000,,Retribuciones basicas de funcionarios,1107386.0,1107386.0
152002,1534,12100,,Retribuciones complementarias funcionarios,1554460.0,1554460.0
152002,1534,14100,,Otro personal,774181.0,774181.0
152002,1534,16000,,Seguridad social a cargo del ayuntamiento,1136607.0,1136607.0
152002,1534,16500,,Cuotas elkarkidetza a cargo ayuntamiento,45311.0,45311.0
152002,1534,20200,,Arrendamiento de maquinaria e instalaciones,80000.0,80000.0
152002,1534,21002,,Inversiones bais,1500000.0,1500000.0
152002,1534,21004,,Actuaciones subsidiarias via pública,12000.0,12000.0
152002,1534,21008,,B.a.i juegos infantiles,200000.0,200000.0
152002,1534,21060,,Conservacion de vias publicas y firmes,400000.0,400000.0
152002,1534,21062,,Mantenimiento de los firmes y aglomerados,250000.0,250000.0
152002,1534,21701,,Conservacion mobiliario urbano,110000.0,110000.0
152002,1534,21703,,Contrato mantenimiento de rampas,135000.0,135000.0
152002,1534,21706,,Mantenimiento limpieza fuentes,200000.0,200000.0
152002,1534,22111,,Menaje,25000.0,25000.0
152002,1534,22710,,Gestión aparcabicis seguros,133000.0,133000.0
152002,1534,22722,,Contratos mantenimiento w.c.publicos,55000.0,55000.0
152002,1641,22111,,Menaje,15000.0,15000.0
152002,1641,22140,,Gastos especificos cementerios,125000.0,125000.0
152002,1641,22715,,Recogidas selectivas de residuos en cementerios,8000.0,8000.0
152002,1641,60105,,Construcciones nichos y panteones,75000.0,75000.0
152002,1641,60107,,Obras en cementerios,600000.0,600000.0
152002,1651,21006,,Brigadas accion inmediata para alumbrado,416000.0,416000.0
152002,1651,22101,,Suministro energia electrica espacio publico y medio natural,7000000.0,7000000.0
152002,1651,22130,,Conservacion general del alumbrado publico,370000.0,370000.0
152002,1651,60115,,Mejora alumbrado público,600000.0,600000.0
152002,1711,64522,,Supermanzanas,300000.0,300000.0
152002,2381,60607,,Perspectiva genero en alumbrado público,75000.0,75000.0
152002,4411,21705,,Mantenimiento autobuses eléctricos,181500.0,181500.0
152002,4411,47122,,Convenio dfa parque tecnologico para el tpte de viajeros,28000.0,28000.0
152002,4411,71007,,Tranvía salbura-zabalgana,1038450.0,1038450.0
152002,4412,77000,,Subvención adquisición taxis electricos,40000.0,40000.0
152007,1711,12000,,Retribuciones basicas de funcionarios,809199.0,809199.0
152007,1711,12100,,Retribuciones complementarias funcionarios,1055091.0,1055091.0
152007,1711,14100,,Otro personal,413860.0,413860.0
152007,1711,16000,,Seguridad social a cargo del ayuntamiento,854281.0,854281.0
152007,1711,16500,,Cuotas elkarkidetza a cargo ayuntamiento,32623.0,32623.0
152007,1711,20200,,Arrendamiento de maquinaria e instalaciones,135000.0,135000.0
152007,1711,21014,,Alcorques,275000.0,275000.0
152007,1711,21016,,Adquisición de plantas,40000.0,40000.0
152007,1711,21071,,Conservacion municipal de zonas verdes publicas,300000.0,300000.0
152007,1711,21072,,Conservacion de jardineras,4000.0,4000.0
152007,1711,21200,,Mantenimiento maquinaria e instalaciones,45000.0,45000.0
152007,1711,21704,,Contrato apertura y cierre instalaciones municipales,25000.0,25000.0
152007,1711,22111,,Menaje,30000.0,30000.0
152007,1711,22711,,Conservación zonas verdes,4151000.0,4151000.0
152007,1711,22712,,Conservación fachada europa,35000.0,35000.0
152007,1711,22716,,Plan director del arbolado,50000.0,50000.0
152007,1711,22740,,Mantenimiento caños casco viejo,13000.0,13000.0
152007,1711,60196,,Plan gestion arbolado barrios,300000.0,300000.0
152007,1711,60197,,Infraestructura verde de barrio,75000.0,75000.0
152007,1711,64304,,"Honorarios,estudios y proyectos",50000.0,50000.0
152007,1711,69906,,Vivero municipal,40000.0,40000.0
152007,2381,60609,,Infraestructuras verdes barrio-perspectiva genero,75000.0,75000.0
1521,1331,12000,,Retribuciones basicas de funcionarios,267682.0,267682.0
1521,1331,12100,,Retribuciones complementarias funcionarios,313386.0,313386.0
1521,1331,14100,,Otro personal,123386.0,123386.0
1521,1331,16000,,Seguridad social a cargo del ayuntamiento,250997.0,250997.0
1521,1331,16500,,Cuotas elkarkidetza a cargo ayuntamiento,15588.0,15588.0
1521,1331,20200,,Mantenimiento regulación estacionamiento,332000.0,332000.0
1521,1331,21005,,Vestuario agentes ota,10000.0,10000.0
1521,1331,21050,,Conservacion de señalizacion,125000.0,125000.0
1521,1331,21910,,Mantenimiento sistema control de trafico,1487603.05,1487603.05
1521,1331,60107,,Sistema de control de circulacion,150000.0,150000.0
1521,1331,60143,,Mejora seguridad vial - expansiones urbanisticas,50000.0,50000.0
1521,1331,62901,,Adquisicion equipos,15000.0,15000.0
1521,1331,64521,,Calmados supermanzana salburua,75000.0,75000.0
1522,4413,12000,,Retribuciones basicas de funcionarios,150677.0,150677.0
1522,4413,12100,,Retribuciones complementarias funcionarios,208439.0,208439.0
1522,4413,14100,,Otro personal,172971.0,172971.0
1522,4413,16000,,Seguridad social a cargo del ayuntamiento,170677.0,170677.0
1522,4413,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10702.0,10702.0
1522,4413,21105,,Conservación y mantenimiento estación de autobuses,70500.0,70500.0
1522,4413,22101,,Energía eléctrica estación autobuses,70000.0,70000.0
1522,4413,22102,,Suministro agua y depuración residuales estacion buses,20000.0,20000.0
1522,4413,22104,,Eficiencia energetica estación autobuses,103000.0,103000.0
1522,4413,22734,,Seguridad estación autobuses,75000.0,75000.0
1522,4413,22783,,Contratos prestación limpieza estación autobuses,160000.0,160000.0
1522,4413,62953,,Inversiones equipos estación de autobuses,90000.0,90000.0
1620,3421,62296,,Inversiones en instalaicones deportivas,700000.0,700000.0
1620,3422,22148,,Contrato mantenimiento piscinas,1430000.0,1430000.0
1620,3422,62926,,Inversiones en contratos piscinas,300000.0,300000.0
1620,9211,62204,,Inversiones en centros y locales,530000.0,530000.0
1620,9211,62205,,Obras en edificios escolares,300000.0,300000.0
1620,9211,62293,,Inversiones edificios municipales,500000.0,500000.0
1620,9211,62303,,Adquisicion maquinaria,15000.0,15000.0
1620,9211,64304,,"Honorarios,estudios y proyectos",15000.0,15000.0
1620,9212,21100,,Conservacion edificios municipales,400000.0,400000.0
1620,9212,21107,,Reparaciones y suministros de mto. en eemm,500000.0,500000.0
1620,9212,21207,,Mantenimiento y reparacion de equipos,90000.0,90000.0
1620,9212,22109,,Productos de limpieza y aseo,270000.0,270000.0
1620,9212,22111,,Menaje,40000.0,40000.0
1620,9212,22147,,Contratos de baja tension,5000.0,5000.0
1620,9212,22682,,Pequeños suministros mantenimiento,500000.0,500000.0
1620,9212,22727,,Contrato mantenimiento instalaciones,775000.0,775000.0
1620,9214,22146,,Contrato contenedores higienicos,25000.0,25000.0
1620,9214,22783,,Contratos unidad de limpieza,5830000.0,5830000.0
1620,9215,21200,,Mantenimiento maquinaria e instalaciones,1575000.0,1575000.0
1620,9215,22101,,Suministro energia electrica,5669000.0,5669000.0
1620,9215,22103,,Contrato para la eficiencia energetica,4162500.0,4162500.0
1620,9215,22149,,Gas resto edificios municipales,195000.0,195000.0
1620,9215,22751,,Contrato mantenimiento instalaciones eléctricas,250000.0,250000.0
1620,9215,62259,,Contrato inversiones en instalaciones eléctricas,355000.0,355000.0
1620,9215,62303,,Renovación equipos de gestión energética,625000.0,625000.0
1620,9219,12000,,Retribuciones basicas de funcionarios,152561.15,152561.15
1620,9219,12100,,Retribuciones complementarias funcionarios,159740.0,159740.0
1620,9219,14100,,Otro personal,83322.0,83322.0
1620,9219,16000,,Seguridad social a cargo del ayuntamiento,116226.0,116226.0
1620,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3453.0,3453.0
1630,9219,12000,,Retribuciones basicas de funcionarios,3450774.0,3450774.0
1630,9219,12100,,Retribuciones complementarias funcionarios,4292369.0,4292369.0
1630,9219,14100,,Otro personal,1999324.0,1999324.0
1630,9219,16000,,Seguridad social a cargo del ayuntamiento,3526808.0,3526808.0
1630,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,158687.0,158687.0
1641,9219,12000,,Retribuciones basicas de funcionarios,20938.0,20938.0
1641,9219,12100,,Retribuciones complementarias funcionarios,27753.0,27753.0
1641,9219,14100,,Otro personal,25043.0,25043.0
1641,9219,16000,,Seguridad social a cargo del ayuntamiento,24377.0,24377.0
1641,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1622.0,1622.0
1642,9219,12000,,Retribuciones basicas de funcionarios,101188.0,101188.0
1642,9219,12100,,Retribuciones complementarias funcionarios,118864.0,118864.0
1642,9219,14100,,Otro personal,27222.0,27222.0
1642,9219,16000,,Seguridad social a cargo del ayuntamiento,73837.0,73837.0
1642,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2648.0,2648.0
1643,9219,12000,,Retribuciones basicas de funcionarios,50259.0,50259.0
1643,9219,12100,,Retribuciones complementarias funcionarios,57430.0,57430.0
1643,9219,14100,,Otro personal,31568.0,31568.0
1643,9219,16000,,Seguridad social a cargo del ayuntamiento,45265.0,45265.0
1643,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2648.0,2648.0
1644,9219,12000,,Retribuciones basicas de funcionarios,888839.0,888839.0
1644,9219,12100,,Retribuciones complementarias funcionarios,1220738.0,1220738.0
1644,9219,13000,,Retribuciones personal laboral fijo,41874.0,41874.0
1644,9219,14100,,Otro personal,813306.0,813306.0
1644,9219,16000,,Seguridad social a cargo del ayuntamiento,1088628.0,1088628.0
1644,9219,16500,,Cuotas elkarkidetza a cargo ayuntamiento,50261.0,50261.0
1810,3401,11000,,Retribuciones personal eventual gabinete,90748.0,90748.0
1810,3401,16000,,Seguridad social a cargo del ayuntamiento,13341.0,13341.0
1810,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1622.0,1622.0
1815,3401,12000,,Retribuciones basicas de funcionarios,247038.52,247038.52
1815,3401,12100,,Retribuciones complementarias funcionarios,279521.0,279521.0
1815,3401,14100,,Otro personal,393.0,393.0
1815,3401,16000,,Seguridad social a cargo del ayuntamiento,141755.0,141755.0
1815,3401,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7722.0,7722.0
1820,3371,12000,,Retribuciones basicas de funcionarios,2379342.0,2379342.0
1820,3371,12100,,Retribuciones complementarias funcionarios,3259366.0,3259366.0
1820,3371,14100,,Otro personal,1869518.0,1869518.0
1820,3371,16000,,Seguridad social a cargo del ayuntamiento,2360798.0,2360798.0
1820,3371,16500,,Cuotas elkarkidetza a cargo ayuntamiento,111269.0,111269.0
1820,3371,22115,,Material tecnico especifico c.civicos,5000.0,5000.0
1820,3371,22607,,Difusion campañas en centros civicos,5000.0,5000.0
1820,3371,22618,,Otros gastos funcionamiento c.civicos,70000.0,70000.0
1820,3371,22663,,P.i.n navidad,100000.0,100000.0
1820,3371,22697,,"Cuota fundación ""kaleidos.red""",12020.24,12020.24
1820,3371,22732,,Contratos servicios ocio y tiempo libre,2046978.94,2046978.94
1820,3371,22767,,Programas equipos de zonas,100000.0,100000.0
1820,3371,62505,,Otros enseres,5000.0,5000.0
1820,9211,62512,,Inversiones en equipamientos centros civicos,100000.0,100000.0
1822,1533,60133,,Gasteiz hobetuz,1500000.0,1500000.0
1822,3371,22701,,Montajes escenarios fiestas en barrios,60000.0,60000.0
1822,9241,12000,,Retribuciones basicas de funcionarios,87765.0,87765.0
1822,9241,12100,,Retribuciones complementarias funcionarios,106167.0,106167.0
1822,9241,14100,,Otro personal,85869.0,85869.0
1822,9241,16000,,Seguridad social a cargo del ayuntamiento,76678.0,76678.0
1822,9241,16500,,Cuotas elkarkidetza a cargo ayuntamiento,3121.0,3121.0
1822,9241,22699,,Otros gastos diversos en participación ciudadana,1000.0,1000.0
1822,9241,22732,,Contratos de prestacion de servicios,170000.0,170000.0
1822,9241,22799,,Otros trabajos exteriores en participación ciudadana,30000.0,30000.0
1822,9241,62505,,Otros enseres,5000.0,5000.0
1822,9242,48014,,Subvención proyecto participación ciudadana,24000.0,24000.0
1822,9242,48954,,Subvención a asociaciones de vecinos,240000.0,240000.0
1822,9242,48988,,Convenio asociación vecinos san martin,100000.0,100000.0
1825,3371,22702,,Dispensadores electrónicos,61201.8,61201.8
1825,9204,12000,,Retribuciones basicas de funcionarios,755756.0,755756.0
1825,9204,12100,,Retribuciones complementarias funcionarios,836432.0,836432.0
1825,9204,14100,,Otro personal,221448.0,221448.0
1825,9204,16000,,Seguridad social a cargo del ayuntamiento,530111.0,530111.0
1825,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,42186.0,42186.0
1825,9251,22201,,"Sistema informacion ciudadana ""010""",600000.0,600000.0
2310,3301,11000,,Retribuciones personal eventual gabinete,66106.0,66106.0
2310,3301,16000,,Seguridad social a cargo del ayuntamiento,15067.0,15067.0
2310,3301,21906,,Reparación de equipos adiovisuales,500.0,500.0
2310,3301,22765,,Contrato servicios iradier arena,18000.0,18000.0
2311,3291,43101,,A la escuela de musica luis aramburu,862257.19,862257.19
2311,3291,73101,,Aportacion escuela de musica luis aranburu,18400.0,18400.0
2311,3292,43103,,Al conservatorio de la danza jose uruñuela,475000.0,475000.0
2311,3292,73103,,Aportacion al conservatorio de danza jose uruñuela,6000.0,6000.0
2311,3301,12000,,Retribuciones basicas de funcionarios,287998.98,287998.98
2311,3301,12100,,Retribuciones complementarias funcionarios,336024.0,336024.0
2311,3301,14100,,Otro personal,52793.0,52793.0
2311,3301,16000,,Seguridad social a cargo del ayuntamiento,193395.0,193395.0
2311,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12602.0,12602.0
2311,3301,22111,,"Menaje,utiles y herramientas",500.0,500.0
2311,3301,62501,,Mobiliario,500.0,500.0
2311,3301,62901,,Adquisición equipos acción cultural,10000.0,10000.0
2311,3341,48975,,Museo artium,120000.0,120000.0
231201,3322,12000,,Retribuciones basicas de funcionarios,261702.0,261702.0
231201,3322,12100,,Retribuciones complementarias funcionarios,291091.0,291091.0
231201,3322,14100,,Otro personal,76093.0,76093.0
231201,3322,16000,,Seguridad social a cargo del ayuntamiento,171474.0,171474.0
231201,3322,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2648.0,2648.0
231201,3322,22699,,Gastos materiales conservación archivo,10000.0,10000.0
231201,3322,22752,,Contratos archivo municipal,35000.0,35000.0
231201,3322,62801,,Adquisicion fondos archivo mpal.,3000.0,3000.0
231202,3391,12000,,Retribuciones basicas de funcionarios,289133.0,289133.0
231202,3391,12100,,Retribuciones complementarias funcionarios,354927.0,354927.0
231202,3391,14100,,Otro personal,146436.0,146436.0
231202,3391,16000,,Seguridad social a cargo del ayuntamiento,234827.0,234827.0
231202,3391,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9616.0,9616.0
231202,3391,22624,,Gastos programación academia de folklore,30000.0,30000.0
231202,3391,22625,,Colonias musicales academia folklore,65000.0,65000.0
231202,3391,22757,,Empresas de servicios academia de folklore,35000.0,35000.0
231202,3391,62914,,Equipamiento academia folklore,7000.0,7000.0
231203,3301,20103,,Alquileres,45000.0,45000.0
231203,3341,22635,,Azkena rock festival,380000.0,380000.0
231203,3341,22652,,Otras actividades culturales - bailables,40000.0,40000.0
231203,3341,22653,,Difusion cultural,75000.0,75000.0
231203,3341,22654,,Plan estrategico de cultura,60000.0,60000.0
231203,3341,22733,,Programas culturales espacios publicos,190000.0,190000.0
231203,3341,22756,,Servicios acción cultural,190000.0,190000.0
231203,3341,41921,,Convenio upv-ehu_festival cortada,7000.0,7000.0
231203,3341,41926,,Convenio upv-ehu - actas municipales,10000.0,10000.0
231203,3341,48917,,Convenio magialdia,85000.0,85000.0
231203,3341,48929,,Convocatoria festival de jazz,180000.0,180000.0
231203,3341,48933,,Convocatoria subv.proyectos culturales,200000.0,200000.0
231203,3341,48939,,Patronato valentin de foronda,12000.0,12000.0
231203,3341,48961,,Convenio world press photo,52000.0,52000.0
231203,3341,48962,,Convenio asociación fotográfica,8000.0,8000.0
231203,3341,48970,,Convenio arabako bertsozale elkartea,14000.0,14000.0
231203,3341,48971,,Convenio arabako dantzarien biltzarra,8000.0,8000.0
231203,3342,48101,,Convenio festival korterraza,25000.0,25000.0
231203,3361,68500,, adquisicion esculturas y obras de arte,40000.0,40000.0
231203,3361,68503,,Plan mantenimiento y restauracion de obras de arte,40000.0,40000.0
231203,3361,78100,,Subvencion obras catedral santa maria,120000.0,120000.0
231203,3381,12000,,Retribuciones basicas de funcionarios,120731.0,120731.0
231203,3381,12100,,Retribuciones complementarias funcionarios,154448.0,154448.0
231203,3381,14100,,Otro personal,128815.0,128815.0
231203,3381,16000,,Seguridad social a cargo del ayuntamiento,119802.0,119802.0
231203,3381,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6015.0,6015.0
231203,3381,22643,,"Reparacion gigantes, tribunas y nacimiento",15000.0,15000.0
231203,3381,22646,,Gu ere bertsotan,43000.0,43000.0
231203,3381,22660,,Carnaval,45000.0,45000.0
231203,3381,22661,,Fiestas virgen blanca,930000.0,930000.0
231203,3381,22662,,Olarizu,12000.0,12000.0
231203,3381,22663,,Campaña de navidad y reyes,190000.0,190000.0
231203,3381,22664,,Fiestas de san anton y santa agueda,13000.0,13000.0
231203,3381,22701,,Montaje de escenarios fiestas y otros eventos,150000.0,150000.0
231203,3381,48024,,Convenio con casas regionales,60000.0,60000.0
231203,3381,48911,,Convocatoria subv. cuadrillas blusas y neskas,120000.0,120000.0
231203,3381,48922,,Convocatoria comparsas carnavales,85000.0,85000.0
231203,3381,48969,,Convenio asoc.celedones de oro,10000.0,10000.0
231203,3381,48980,,Convenio poetas de mayo,25000.0,25000.0
231203,3381,78001,,Aportaciones a casas regionales,40000.0,40000.0
231203,3392,22737,,Comparsas gigantes,42000.0,42000.0
231204,3321,22649,,Programa red munpal bibliotecas,60000.0,60000.0
231204,3321,22749,,Contratos red bibliotecas,1865000.0,1865000.0
231204,3321,62800,,Adquisición publicaciones y libros red bibliotecas,120000.0,120000.0
231204,3341,12000,,Retribuciones basicas de funcionarios,241545.0,241545.0
231204,3341,12100,,Retribuciones complementarias funcionarios,268676.0,268676.0
231204,3341,14100,,Otro personal,121102.0,121102.0
231204,3341,16000,,Seguridad social a cargo del ayuntamiento,190414.0,190414.0
231204,3341,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12863.0,12863.0
231204,3341,22607,,Difusión campañas en centros cívicos,15000.0,15000.0
231204,3341,22608,,Proyectos culturales zonas,50000.0,50000.0
231204,3341,22636,,Cursos culturales en centros civicos,610000.0,610000.0
231204,3341,22647,,Campañas en centros civicos,75000.0,75000.0
231204,3341,22707,,Plan comunicativo izaskun arrue kulturgunea,150000.0,150000.0
231204,3341,48958,,Convenio asociación libreros de álava,25000.0,25000.0
231205,3332,12000,,Retribuciones basicas de funcionarios,66059.0,66059.0
231205,3332,12100,,Retribuciones complementarias funcionarios,72480.0,72480.0
231205,3332,14100,,Otro personal,34873.0,34873.0
231205,3332,16000,,Seguridad social a cargo del ayuntamiento,60793.0,60793.0
231205,3332,16500,,Cuotas elkarkidetza a cargo ayuntamiento,4073.0,4073.0
231205,3332,22622,,Programas centro cultural montehermoso,180000.0,180000.0
231205,3332,22751,,Contratos servicios montehermos,150000.0,150000.0
231205,3332,62602,,Fondos multimedia mediateca,3000.0,3000.0
231205,3332,62901,,Adquisicion equipos montehermoso,30000.0,30000.0
231210,3392,12000,,Retribuciones basicas de funcionarios,583213.0,583213.0
231210,3392,12100,,Retribuciones complementarias funcionarios,663507.0,663507.0
231210,3392,14100,,Otro personal,225660.0,225660.0
231210,3392,16000,,Seguridad social a cargo del ayuntamiento,406572.0,406572.0
231210,3392,16500,,Cuotas elkarkidetza a cargo ayuntamiento,18015.0,18015.0
231210,3392,21207,,Mantenimiento y reparación equipos banda de música,20000.0,20000.0
231210,3392,22692,,Banda musica-colaboraciones,25000.0,25000.0
231210,3392,22699,,Gastos programación banda musica,55000.0,55000.0
231210,3392,22732,,Contratos de prestacion de servicios,15000.0,15000.0
231210,3392,62800,,Adquisicion publicaciones y libros,5000.0,5000.0
231210,3392,62903,,Equipamiento banda municipal,25000.0,25000.0
231220,3342,12000,,Retribuciones basicas de funcionarios,247724.0,247724.0
231220,3342,12100,,Retribuciones complementarias funcionarios,300069.0,300069.0
231220,3342,14100,,Otro personal,39408.0,39408.0
231220,3342,16000,,Seguridad social a cargo del ayuntamiento,166104.0,166104.0
231220,3342,16500,,Cuotas elkarkidetza a cargo ayuntamiento,8080.0,8080.0
231220,3342,22603,,Publicidad especial red teatros,20000.0,20000.0
231220,3342,22627,,Espectaculos  y festivales red de teatros,550000.0,550000.0
231220,3342,22628,,Espectáculos en gira,600000.0,600000.0
231220,3342,22648,,"Coproducción escénica, creadores locales",40000.0,40000.0
231220,3342,22732,,Contratos de prestación de servicios red de teatros,330000.0,330000.0
231220,3342,47140,,Proyecto topa!,40000.0,40000.0
231220,3342,48981,,Convenio teatro paraiso,50000.0,50000.0
231220,3342,48989,,Convenio ortzai,40000.0,40000.0
231220,3342,48990,,Convenio baratza aretoa,40000.0,40000.0
231220,3342,62901,,Adquisicion equipos red de teatros,20000.0,20000.0
231901,3201,12000,,Retribuciones basicas de funcionarios,1633894.0,1633894.0
231901,3201,12100,,Retribuciones complementarias funcionarios,1731606.0,1731606.0
231901,3201,14100,,Otro personal,448650.0,448650.0
231901,3201,16000,,Seguridad social a cargo del ayuntamiento,1178950.0,1178950.0
231901,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,49415.0,49415.0
231901,3231,22106,,Productos alimenticios,82000.0,82000.0
231901,3231,22115,,Material fungible didactico educación,20000.0,20000.0
231901,3231,22199,,Otros suministros y gastos diversos educación,10000.0,10000.0
231901,3231,22786,,Servicio de comidas escuelas infantiles,51500.0,51500.0
231901,3231,62202,,Intervenciones en patios,240000.0,240000.0
231901,3231,62501,,Mobiliario para escuelas infantiles,9000.0,9000.0
231901,3231,62505,,Otros enseres escuelas infantiles,9000.0,9000.0
231901,3231,62520,,Proyecto sombras escuelas infantiles,70000.0,70000.0
231901,3232,22651,,Programa de ciudad coeducación,125000.0,125000.0
231901,3232,22659,,Programas educativos,330000.0,330000.0
231901,3232,22787,,Consejo escolar municipal,1000.0,1000.0
231901,3261,22300,,Transporte educación,1000.0,1000.0
231902,3201,12000,,Retribuciones basicas de funcionarios,209762.0,209762.0
231902,3201,12100,,Retribuciones complementarias funcionarios,239942.0,239942.0
231902,3201,14100,,Otro personal,12611.0,12611.0
231902,3201,16000,,Seguridad social a cargo del ayuntamiento,122877.0,122877.0
231902,3201,16500,,Cuotas elkarkidetza a cargo ayuntamiento,7769.0,7769.0
231902,3201,20200,,Arrendamiento de maquinaria e instalaciones,50.0,50.0
231902,3201,22115,,Material tecnico especifico,10000.0,10000.0
231902,3201,22603,,Difusion campaña eeii y programa vacacional,3000.0,3000.0
231902,3232,22605,,Jornadas,3000.0,3000.0
231902,3232,22624,,Programa compensación centros educativos,70000.0,70000.0
231902,3232,22695,,Dinamización ampas,40000.0,40000.0
231902,3232,22780,,Programa vacacional,345000.0,345000.0
231902,3261,48004,,Compensacion educativa,165000.0,165000.0
231902,3261,48108,,Suvencion transporte de programas,15000.0,15000.0
231902,3261,48136,,"Convenio jazzargia ""ondas de jazz""",40000.0,40000.0
231903,3261,22101,,Proyectos en patios,25000.0,25000.0
231903,3261,22302,,Sentencias iruña de oka,3500.0,3500.0
231903,3261,22718,,Proyectos con la upv - ciudadades educadoras,25000.0,25000.0
231903,3261,22719,,Cursos de verano upv - ehu,10000.0,10000.0
231903,3261,48010,,Subv. programas vacacionales y extraescolares ampas,195000.0,195000.0
231903,3261,48011,,Convenio denon eskola,50000.0,50000.0
231903,3261,48012,,Convenio federación fapacne,6000.0,6000.0
231903,3261,48065,,Convenio ampa ceip aldaialde,35000.0,35000.0
231903,3261,48175,,Actividades asociaciones personas con discapacidad,20000.0,20000.0
231903,3271,48114,,Subv. fundacion fernando buesa,45000.0,45000.0
231903,3291,48172,,Convenio fundación catedral santa maría,11000.0,11000.0
231903,3293,40100,,A la uned,100000.0,100000.0
231903,3293,48105,,Escuela de artes y oficios,435000.0,435000.0
2410,3301,11000,,Retribuciones personal eventual gabinete,86462.0,86462.0
2410,3301,16000,,Seguridad social a cargo del ayuntamiento,13341.0,13341.0
2410,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1622.0,1622.0
2420,3301,12000,,Retribuciones basicas de funcionarios,204481.06,204481.06
2420,3301,12100,,Retribuciones complementarias funcionarios,247812.0,247812.0
2420,3301,14100,,Otro personal,138373.0,138373.0
2420,3301,16000,,Seguridad social a cargo del ayuntamiento,170489.0,170489.0
2420,3301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11637.0,11637.0
243001,3111,12000,,Retribuciones basicas de funcionarios,254126.0,254126.0
243001,3111,12100,,Retribuciones complementarias funcionarios,346082.0,346082.0
243001,3111,14100,,Otro personal,121748.0,121748.0
243001,3111,16000,,Seguridad social a cargo del ayuntamiento,198174.0,198174.0
243001,3111,16500,,Cuotas elkarkidetza a cargo ayuntamiento,11019.0,11019.0
243001,3112,22107,,Alimentacion para animales,28719.41,28719.41
243001,3112,22108,,Suministro farmacia animales,22500.0,22500.0
243001,3112,22112,,Materiales para sanidad animal,20265.47,20265.47
243001,3112,22113,,Materiales de higiene alimentaria,3500.0,3500.0
243001,3112,22687,,Campaña casas de apuestas,25000.0,25000.0
243001,3112,22699,,Otros gastos diversos,10000.0,10000.0
243001,3112,22718,,Programas de sanidad animal,147037.89,147037.89
243001,3112,22719,,Programa de higiene alimentaria,17500.0,17500.0
243001,3112,22720,,Programas parque d.d.d.,165402.29,165402.29
243001,3112,22722,,Programa asistencia animal,25000.0,25000.0
243001,3112,22766,,Ejecuciones subsidiarias ddd,4000.0,4000.0
243001,3112,48104,,Subvención promoción de la salud,441000.0,441000.0
243001,3112,48196,,Convenio gaden colonia de gatos,30000.0,30000.0
243001,3112,62310,,Equipamiento centro protección animal reformado,90000.0,90000.0
243001,3112,62311,,Material inventariable,70000.0,70000.0
243002,2315,48021,,Asoc.padres niños oncohematologicos,6000.0,6000.0
243002,2315,48027,,Convenio asoc.asajer-videojuegos,31500.0,31500.0
243002,2315,48030,,Conv asoc asajer-ludopatias prevención 1º 2º y 3º,21500.0,21500.0
243002,2315,48197,,Convenio fundación jeiki/hazgarri,50500.0,50500.0
243002,3111,21210,,Mantenimiento desfibriladores,4961.0,4961.0
243002,3111,22199,,Materiales prevención adicciones,4600.0,4600.0
