#Organico,Funcional,Economico,Denominación Aplicación,Crédito Inicial,Crédito Definitivo,Obligado
1820,3371,12000,Retribuciones básicas de personal funcionario,192850.0,192850.0,238848.91
1820,3371,12100,Retribuciones complementarias de personal funcionario,310284.0,310284.0,365485.08
1820,3371,14100,Otro personal,1198.0,1198.0,0.0
1820,3371,16000,Seguridad social a cargo del ayuntamiento,90135.0,90135.0,122441.51
1820,3371,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7192.0,7192.0,9051.1
1820,3371,22115,Material técnico especifico centros cívicos,10000.0,10000.0,40433.52
1820,3371,22607,Difusión campañas en centros cívicos,25000.0,25000.0,28016.44
1820,3371,22618,Otros gastos funcionamiento centros cívicos,20000.0,20000.0,20763.04
1820,3371,22663,PIN Navidad,115000.0,115000.0,0.0
1820,3371,22697,"Cuota fundación ""Kaleidos.red""",12020.0,12020.0,12020.24
1820,3371,22709,Juegos de verano,100000.0,100000.0,89901.56
1820,3371,22732,Contratos servicios ocio y tiempo libre,1683534.0,1683534.0,1655173.22
1820,3371,22767,Programas equipos de zonas,110000.0,75000.0,65740.17
1822,9241,12000,Retribuciones básicas de personal funcionario,123946.0,123946.0,99251.72
1822,9241,12100,Retribuciones complementarias de personal funcionario,138823.0,138823.0,113787.74
1822,9241,14100,Otro personal,38331.0,38331.0,93640.71
1822,9241,16000,Seguridad social a cargo del ayuntamiento,82882.0,82882.0,89091.08
1822,9241,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3425.0,3425.0,3158.69
1822,9241,22696,Proceso presupuestos participativos,25000.0,25000.0,24985.33
1822,9241,22698,Consultas ciudadanas 2016,11666.0,11666.0,1638.95
1822,9241,22699,Otros gastos diversos en participación ciudadana,2500.0,2500.0,2446.52
1822,9241,22732,Contratos de prestación,87000.0,87000.0,81609.74
1822,9241,22799,Otros trabajos exteriores en participación ciudadana,86500.0,86500.0,69410.91
2310,3301,12000,Retribuciones básicas de personal funcionario,28805.0,28805.0,634.17
2310,3301,12100,Retribuciones complementarias de personal funcionario,52188.0,52188.0,1158.2
2310,3301,16000,Seguridad social a cargo del ayuntamiento,10655.0,10655.0,13368.29
2310,3301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,342.0,342.0,0.0
2311,3301,12000,Retribuciones básicas de personal funcionario,285385.0,285385.0,269135.76
2311,3301,12100,Retribuciones complementarias de personal funcionario,348268.0,348268.0,333858.66
2311,3301,13000,Retribuciones personal laboral fijo,68814.0,68814.0,68726.15
2311,3301,14100,Otro personal,122913.0,122913.0,99699.64
2311,3301,16000,Seguridad social a cargo del ayuntamiento,225022.0,225022.0,210513.97
2311,3301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,13625.0,13625.0,14423.92
2311,3301,21208,Reparación equipos audiovisuales,800.0,800.0,694.05
2311,3301,22111,"Menaje, útiles y herramientas",400.0,400.0,0.0
2311,3301,22300,Transporte,0.0,0.0,0.0
231201,3322,12000,Retribuciones básicas de personal funcionario,209707.0,209707.0,208279.47
231201,3322,12100,Retribuciones complementarias de personal funcionario,235612.0,235612.0,232958.42
231201,3322,14100,Otro personal,93327.0,93327.0,88698.9
231201,3322,16000,Seguridad social a cargo del ayuntamiento,158005.0,158005.0,147294.39
231201,3322,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3551.0,3551.0,3500.17
231201,3322,22699,Gastos materiales conservación archivo,6800.0,6800.0,6679.14
231201,3322,22752,Contratos archivo municipal,70000.0,70000.0,69999.95
231202,3391,12000,Retribuciones básicas de personal funcionario,179049.0,179049.0,184276.87
231202,3391,12100,Retribuciones complementarias de personal funcionario,245092.0,245092.0,253469.91
231202,3391,14100,Otro personal,218126.0,218126.0,212458.62
231202,3391,16000,Seguridad social a cargo del ayuntamiento,185176.0,185176.0,181911.1
231202,3391,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6737.0,6737.0,8678.18
231202,3391,22624,Gastos programación Academia de folklore,30000.0,30000.0,29639.0
231202,3391,22625,Colonias musicales Academia folklore,65000.0,65000.0,64952.88
231202,3391,22757,Empresas de servicios Academia de folklore,25000.0,25000.0,27281.81
231203,3301,20103,Alquileres,45000.0,45000.0,43792.27
231203,3341,22635,Azkena rock festival,270000.0,270000.0,270000.0
231203,3341,22652,Otras actividades culturales - bailables,58000.0,58000.0,55815.82
231203,3341,22653,Difusión cultural,65000.0,95000.0,80722.66
231203,3341,22654,Plan estratégico de cultura,20000.0,10000.0,1411.47
231203,3341,22733,Programas culturales espacios públicos,180000.0,180000.0,173936.02
231203,3341,22755,Aniversario Sebastian Iradier,0.0,0.0,0.0
231203,3341,22756,Servicios acción cultural,154000.0,170000.0,168192.52
231203,3381,12000,Retribuciones básicas de personal funcionario,135461.0,135461.0,138225.33
231203,3381,12100,Retribuciones complementarias de personal funcionario,178863.0,178863.0,176899.55
231203,3381,14100,Otro personal,55675.0,55675.0,41265.5
231203,3381,16000,Seguridad social a cargo del ayuntamiento,95128.0,95128.0,91912.03
231203,3381,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4579.0,4579.0,4565.96
231203,3381,22643,"Reparacion gigantes, tribunas y nacimiento",15000.0,15000.0,18165.45
231203,3381,22660,Carnaval,30000.0,30000.0,29993.89
231203,3381,22661,Fiestas Virgen Blanca,705000.0,705000.0,735863.46
231203,3381,22662,Olarizu,6000.0,6000.0,8892.13
231203,3381,22663,Campaña de Navidad y Reyes,179000.0,179000.0,185170.49
231203,3381,22664,Fiestas de San Antón y Santa Águeda,13000.0,13000.0,11909.68
231204,3321,22649,Programa Red municipal bibliotecas,55000.0,55000.0,59782.27
231204,3321,22749,Contratos Red bibliotecas,1541893.95,1541893.95,1370077.96
231204,3341,12000,Retribuciones básicas de personal funcionario,224357.0,224357.0,186742.57
231204,3341,12100,Retribuciones complementarias de personal funcionario,246813.0,246813.0,206620.1
231204,3341,14100,Otro personal,34252.0,34252.0,154144.42
231204,3341,16000,Seguridad social a cargo del ayuntamiento,129969.0,129969.0,151837.7
231204,3341,16500,Cuotas Elkarkidetza a cargo ayuntamiento,13100.0,13100.0,11695.69
231204,3341,22607,Difusión campañas en centros cívicos,15000.0,15000.0,16274.48
231204,3341,22636,Cursos culturales en centros cívicos,606000.0,606000.0,576116.76
231204,3341,22647,Campañas en centros cívicos,65000.0,65000.0,79041.26
231205,3332,12000,Retribuciones básicas de personal funcionario,67019.0,67019.0,66157.1
231205,3332,12100,Retribuciones complementarias de personal funcionario,80905.0,80905.0,82174.32
231205,3332,14100,Otro personal,91.0,91.0,420.33
231205,3332,16000,Seguridad social a cargo del ayuntamiento,40479.0,40479.0,39983.84
231205,3332,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2112.0,2112.0,2175.6
231205,3332,22622,Centro cultural Montehermoso,90000.0,90000.0,104222.19
231205,3332,22751,Contratos servicios Montehermoso,50000.0,50000.0,54777.98
231205,3332,22753,Progr  cultur Montehermoso euskera-Euskararen etxea,210000.0,225000.0,207839.28
231205,3332,22754,Kultura Eratzen,5000.0,0.0,0.0
231210,3392,12000,Retribuciones básicas de personal funcionario,497162.0,497162.0,489042.26
231210,3392,12100,Retribuciones complementarias de personal funcionario,603857.0,603857.0,604601.6
231210,3392,14100,Otro personal,105378.0,105378.0,131032.55
231210,3392,16000,Seguridad social a cargo del ayuntamiento,319148.0,319148.0,335469.38
231210,3392,16500,Cuotas Elkarkidetza a cargo ayuntamiento,20153.0,20153.0,19741.53
231210,3392,21207,Mantenimiento y reparación equipos banda de música,15000.0,15000.0,14998.03
231210,3392,22692,Banda mÚsica-colaboraciones,12000.0,12000.0,18920.0
231210,3392,22699,Gastos programación banda música,45000.0,45000.0,34146.83
231210,3392,22732,Contrato prestac. serv. Banda música,8000.0,8000.0,26664.44
231220,3342,12000,Retribuciones básicas de personal funcionario,182553.0,182553.0,178455.52
231220,3342,12100,Retribuciones complementarias de personal funcionario,235316.0,235316.0,232005.87
231220,3342,14100,Otro personal,43675.0,43675.0,55206.91
231220,3342,16000,Seguridad social a cargo del ayuntamiento,126554.0,126554.0,130624.78
231220,3342,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4364.0,4364.0,4351.2
231220,3342,22603,Publicidad especial red teatros,12000.0,12000.0,11618.46
231220,3342,22627,Espectáculos y festivales red de teatros,650000.0,680000.0,698463.15
231220,3342,22732,Contratos de prestación de servicio,230000.0,230000.0,254055.32
231901,3201,12000,Retribuciones básicas de personal funcionario,1233434.0,1233434.0,1147032.98
231901,3201,12100,Retribuciones complementarias de personal funcionario,1355361.0,1355361.0,1254724.54
231901,3201,14100,Otro personal,1010442.0,1010442.0,1101153.92
231901,3201,16000,Seguridad social a cargo del ayuntamiento,991214.0,991214.0,1021703.19
231901,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,52449.0,52449.0,53773.75
231901,3231,22106,Productos alimenticios,75000.0,75000.0,71913.94
231901,3231,22115,Material fungible didáctico,20000.0,20000.0,15483.42
231901,3231,22199,Otros suministros y gastos diversos,12000.0,12000.0,11801.65
231901,3231,22786,Servicio de comidas escuelas infantiles,51500.0,51500.0,37365.4
231901,3232,22659,Programas educativos,384000.0,387766.15,377434.94
231901,3232,22787,Consejo escolar municipal,3000.0,3000.0,1667.49
231901,3232,22788,Auzoak zabalik (patios abiertos)educación,0.0,0.0,0.0
231901,3232,22789,Auzoak zabalik (patios abiertos),0.0,0.0,0.0
231901,3261,22300,Transporte educación,1562.4,18417.76,18417.76
231901,3261,22793,Vitoria-gasteiz ciudad educadora: mapa escolar abierto,0.0,0.0,0.0
231902,3201,12000,Retribuciones básicas de personal funcionario,161205.0,161205.0,141948.83
231902,3201,12100,Retribuciones complementarias de personal funcionario,177138.0,177138.0,151295.36
231902,3201,14100,Otro personal,43152.0,43152.0,75656.69
231902,3201,16000,Seguridad social a cargo del ayuntamiento,91419.0,91419.0,102164.88
231902,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7461.0,7461.0,7439.6
231902,3201,20200,Arrendamiento de maquinaria e instalaciones,217.0,217.0,0.0
231902,3201,22115,Material técnico especifico,12000.0,12000.0,11953.29
231902,3201,22603,Difusión programas y actividades educativas,7378.0,7378.0,7374.06
231902,3232,22780,Programa vacacional,183000.0,215000.0,232620.93
231903,3201,12000,Retribuciones básicas de personal funcionario,64866.0,64866.0,64576.22
231903,3201,12100,Retribuciones complementarias de personal funcionario,67788.0,67788.0,67661.04
231903,3201,16000,Seguridad social a cargo del ayuntamiento,32198.0,32198.0,32052.7
231903,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2397.0,2397.0,2390.36
232001,3401,12000,Retribuciones básicas de personal funcionario,173875.0,173875.0,188536.04
232001,3401,12100,Retribuciones complementarias de personal funcionario,248628.0,248628.0,269377.13
232001,3401,14100,Otro personal,16609.0,16609.0,49777.86
232001,3401,16000,Seguridad social a cargo del ayuntamiento,121207.0,121207.0,139347.89
232001,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5568.0,5568.0,7659.16
232001,3411,22761,Contratos arrendamiento pista hielo,473245.16,473245.16,354686.94
232001,3421,22767,Contratos de atención a instalaciones,1000000.0,1054000.0,1033144.04
232001,3421,22796,Contrato para apertura complejos deportivos verano,650000.0,650000.0,600918.54
232002,3401,12000,Retribuciones básicas de personal funcionario,66800.0,66800.0,38150.11
232002,3401,12100,Retribuciones complementarias de personal funcionario,72962.0,72962.0,43744.26
232002,3401,14100,Otro personal,61229.0,61229.0,52833.32
232002,3401,16000,Seguridad social a cargo del ayuntamiento,53409.0,53409.0,39267.52
232002,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4709.0,4709.0,3500.17
232002,3411,22108,Productos farmacéuticos y hemoderivados,0.0,0.0,2702.44
232002,3411,22738,Atención medica,0.0,0.0,15900.0
232003,3401,12000,Retribuciones básicas de personal funcionario,106646.0,106646.0,93029.65
232003,3401,12100,Retribuciones complementarias de personal funcionario,128838.0,128838.0,134350.81
232003,3401,14100,Otro personal,108076.0,108076.0,177369.35
232003,3401,16000,Seguridad social a cargo del ayuntamiento,96932.0,96932.0,114901.99
232003,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,8535.0,8535.0,8851.55
232003,3411,22300,Transporte,14593.8,14593.8,13539.8
232003,3411,22601,Patrocinio publicitario Alavés SAD,86525.0,86525.0,86524.99
232003,3411,22602,Trofeos y distinciones,7000.0,7000.0,3696.78
232003,3411,22603,Patrocinio publicitario Saski Baskonia SAD,300000.0,157300.0,157300.0
232003,3411,22606,Contratos de colaboración entidades deportivas,35000.0,35000.0,750.0
232003,3411,22699,Otros gastos diversos,61359.49,61359.49,64898.96
232003,3411,22704,Estudio deporte igualdad,0.0,0.0,0.0
232003,3411,22706,Programa actividades físicas,3246748.45,3246748.45,3197292.15
232003,3411,22724,Programa de dinamización deportiva,22500.0,22500.0,21764.95
232003,3411,22726,Promoción de partidos de pelota/deporte rural,0.0,0.0,33057.84
232003,3411,22728,Vuelta ciclista al País Vasco,0.0,0.0,21750.0
232003,3411,22731,Carrera ciclista descapacitados Europa,0.0,0.0,0.0
232003,3411,22735,Programas para jóvenes rumbo al deporte,54737.5,54737.5,40970.0
232003,3411,22739,Maraton Martín Fiz,21700.0,21700.0,21700.0
232003,3421,22768,Servicio de montajes especiales,0.0,0.0,0.0
232004,3401,12000,Retribuciones básicas de personal funcionario,109249.0,109249.0,114611.54
232004,3401,12100,Retribuciones complementarias de personal funcionario,143619.0,143619.0,150621.78
232004,3401,13000,Retribuciones personal laboral fijo,44601.0,44601.0,39198.95
232004,3401,14100,Otro personal,53772.0,53772.0,43745.7
232004,3401,16000,Seguridad social a cargo del ayuntamiento,99377.0,99377.0,96275.35
232004,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5563.0,5563.0,6314.71
232004,3421,21200,Mantenimiento maquinaria e instalaciones,12100.0,12100.0,12017.57
232004,3421,22115,Material técnico especifico,27500.0,27500.0,24953.96
9005,9122,10000,Retribuciones básicas corporativos,1356435.0,1356435.0,1466731.93
9005,9122,16000,Seguridad social a cargo del ayuntamiento,307785.0,307785.0,331071.57
9005,9122,22633,Asignaciones reglamento orgánico,631800.0,631800.0,631800.0
9015,2111,16103,Pensiones a cargo del ayuntamiento,196000.0,196000.0,141615.22
9015,2111,16109,Complemento pensiones Mutua Foral de Álava,4000.0,4000.0,2113.92
0116,2371,41924,Convenio Consejo Juventud Euskadi-fomento participación juvenil,10500.0,10500.0,10500.0
0116,2371,48935,Convocatoria general subvenciones juventud,25000.0,25000.0,24925.0
0116,2371,48936,Convocatoria jóvenes informadores en EEMM,10000.0,10000.0,9500.0
0116,2371,62505,Otros enseres,1000.0,1000.0,998.5
0116,2371,62800,Adquisición publicaciones y libros OMIJ,1000.0,1000.0,991.02
0116,9123,62800,Adquisicion publicaciones y libros,0.0,0.0,0.0
0160,2381,48139,Convocatoria de subvenciones a asoc. mujeres,50000.0,50000.0,46320.73
0162,2391,48014,Convenio Save the children: Azoka Txikia,0.0,0.0,0.0
0162,2391,48200,Subvenciones de cooperación,1376269.0,1376269.0,1376269.0
0162,2391,48205,Convenio Fondo alavés de emergencia,120000.0,120000.0,120000.0
0162,2391,48206,Convenio Asoc. amigos/as del RASD,320000.0,320000.0,320000.0
0162,2391,48207,Convenio Euskal fondoa,189000.0,189000.0,189000.0
0162,2391,48210,Convenio Setem hego haizea,25000.0,25000.0,25000.0
0162,2391,48211,Convenio Coordinadora ongds,24000.0,24000.0,24000.0
0162,2391,48212,Convenio Afanis-vacaciones en paz,16000.0,16000.0,16000.0
0162,2391,48213,Convenio comercio justo,32000.0,32000.0,32000.0
0171,3351,42302,Convenio con la Cámara de Comercio,10500.0,10500.0,10500.0
0171,3351,48001,Subvenciones a particulares para estudios de euskera,150000.0,150000.0,130725.87
0171,3351,48002,Becas y bolsas de estudio al personal,75000.0,75000.0,22674.78
0171,3351,48003,Subvenciones cursos euskera a euskaltegi,99000.0,99000.0,99000.0
0171,3351,48005,Subvención Plan General de uso del  euskera,120000.0,120000.0,109135.31
0171,3351,48044,Convenio GEU,77175.0,77175.0,77175.0
0171,3351,48048,Convenio Asociación Tinko,10500.0,10500.0,10500.0
0171,3351,48049,Convenio Asociación Euskharan,24255.0,24255.0,24255.0
0171,3351,48100,Convenio Euskaltzaindia,63000.0,63000.0,63000.0
0171,3351,62800,Adquisición publicaciones y libros,1000.0,1000.0,42.0
0181,2361,48128,Conv. c. del sordo Álava,20000.0,20000.0,20000.0
0181,2361,48129,Convenio Asociación ASVE,0.0,0.0,0.0
0181,2361,48901,Convocatoria general de subvenciones,65000.0,65000.0,65000.0
0181,2361,48970,Conv. asoc. Eginaren Eginez,27000.0,27000.0,27000.0
0181,2361,48983,Convenio Goian,100000.0,100000.0,100000.0
0181,2361,48984,Ayudas a apoyo a familias de personas desaparecidas,5000.0,5000.0,0.0
0181,2361,48985,Subvenciones memoria histórica,15000.0,15000.0,3000.0
0181,2361,48986,Conv. Asoc. víctimas 3 de marzo-martxoak,0.0,0.0,0.0
0181,2361,78103,Memoria gunea: elaborac  proy. y acuerdo con obispado,0.0,0.0,0.0
0182,1741,60150,Obras en pueblos,100000.0,100000.0,55118.08
0182,1741,60700,Mejora paisajística zona rural,20000.0,20000.0,11093.08
0182,1743,72000,A la DFA para la ejecución de caminos parcelarios,100000.0,200000.0,192769.83
0182,1749,48112,Convenio Asociación concejos ACOVI,115000.0,115000.0,115000.0
0182,1749,72101,Subvención a la ELM de Argandoña,179777.54,64103.58,64099.87
0182,1749,78919,Subvención para centros sociales,20000.0,40000.0,20000.0
0211,1511,60001,Expropiaciones y adquisición de suelo,160000.0,160000.0,0.0
0211,1511,64201,PGOU modificaciones,20000.0,20000.0,0.0
0211,1511,64202,Actualizaciones cartográficas,40500.0,40500.0,16838.45
0211,1511,64203,Honorarios,20000.0,20000.0,7379.5
0211,1511,64206,Revisión PGOU,435228.62,435228.62,96000.0
0214,1502,62901,Adquisición equipos,1000.0,1000.0,310.0
0214,1502,64201,Estudios y proyectos,30000.0,30000.0,2404.2
0214,9211,62215,Inversiones en patrimonio municipal,15000.0,15000.0,3572.76
0214,9211,62260,CC Zabalgana,4544571.59,5104020.64,5104020.53
0214,9211,62265,Rehabilitación y ampliación Palacio Europa,0.0,350000.0,330511.92
0325,1331,60107,Sistema de control de circulación,15000.0,15000.0,0.0
0325,1331,62901,Adquisición equipos,15000.0,15000.0,4228.47
0340,1361,62401,Adquisición vehículo de altura - autoescalera,700000.0,700000.0,0.0
0350,1321,62400,Vehículos,30000.0,30000.0,0.0
0350,1321,62501,Mobiliario,3000.0,3000.0,0.0
0350,1321,62901,Adquisición equipos e instalaciones,7000.0,7000.0,2584.22
0410,1533,60195,Sentencia obras urbanización Ibaiondo,446064.35,446064.35,446064.35
0410,1711,60011,Expropiaciones-sentencia proy. defensa inundaciones rio Zadorra,560095.2,560095.2,560095.2
0410,1722,43102,Al Centro de Estudios Ambientales,2377985.0,2377985.0,2377985.0
0410,3361,78100,Subvención obras Catedral Santa María,0.0,0.0,0.0
0410,4411,43300,Aportación a Tuvisa,15690449.59,13880449.59,13879500.0
0410,4411,47122,Convenio DFA Parque tecnológico para el transporte de viajeros,20000.0,20000.0,9557.05
0410,4411,73300,A Tuvisa,850000.0,850000.0,850000.0
0410,4421,62953,Inversiones equipos Estación de autobuses,60000.0,60000.0,5649.85
0410,9205,62400,Vehículos,120000.0,140000.0,75552.58
0410,9206,62501,Mobiliario,10000.0,10000.0,9786.45
0410,9206,62505,Adquisiciones varias departamentos municipales,15000.0,15000.0,0.0
0410,9207,62900,Reposiciones por siniestros,1.0,222815.31,212557.97
0410,9211,62258,Inversiones nuevo ayuntamiento,1186315.68,1186315.68,1186315.68
0410,9219,62298,Inversiones San Martín,0.0,0.0,0.0
0410,9242,48024,Convenio con casas regionales,0.0,0.0,0.0
0410,9242,48025,Convenio asociación Gao Lacho Drom,27800.0,0.0,0.0
0410,9271,41800,A Eudel,235516.82,235516.82,235516.82
0410,9271,41801,Udalbiltza,0.0,0.0,0.0
0410,9331,64900,Propiedad industrial,1000.0,1000.0,204.15
0821,4331,47107,Convenio Ajebask-formación y semillero,15000.0,15000.0,15000.0
0821,4331,47117,Convenio Asociación Festival TV radio,175000.0,175000.0,175000.0
0821,4331,48002,Ayuda a la innovación,0.0,0.0,0.0
0821,4331,48180,Transferencias a VIA,300000.0,310000.0,310000.0
0821,4331,48943,Foro responsabilidad social de la empresa,2000.0,2000.0,2000.0
0821,4331,48949,Ayudas a la creación de empresas,70000.0,70000.0,70000.0
0821,4331,48967,Ayudas a la inversión,100000.0,100000.0,99788.53
0821,4331,48984,Cheque-emprender,0.0,0.0,0.0
0821,4331,48985,Premios Pacto Verde,6000.0,6000.0,6000.0
0821,4331,48986,Convenio Cámara apoyo pequeñas empresas,22000.0,32000.0,32000.0
0821,4331,48993,Convenio Cámara de Comercio de Álava-apoyo pequeñas emp,0.0,0.0,0.0
0821,4331,60902,Inversiones semillero Proyecto Basaldea,75000.0,164736.67,70733.66
0821,4331,62601,Reformas y equipamientos en semilleros,5000.0,5000.0,4741.33
0821,4333,48172,Convenio Fundación Catedral Santa María,32000.0,32000.0,32000.0
0822,4314,42301,Convenio Cámara de Comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48164,Colaboración ayudas eventos ciudad,60000.0,0.0,0.0
0822,4314,48926,Convenio asociación Gasteiz On,180000.0,228000.0,228000.0
0822,4314,48963,Convenio asociación Comercios casco medieval,98000.0,98000.0,98000.0
0822,4314,48964,Ayudas al pequeño comercio,250000.0,250000.0,250000.0
0822,4314,48965,Convenio asociación empresarios comercio,41000.0,41000.0,41000.0
0822,4314,48966,Convenio asociación comerciantes calle Gorbea,6000.0,15000.0,15000.0
0822,4314,48982,Convenio SEA-hosteleria,13000.0,0.0,0.0
0822,4314,64321,Estudio técnico de mix-comercial de los barrios,0.0,0.0,0.0
0823,2411,47123,Ayudas contratación IV Plan empleo comarcal,0.0,0.0,0.0
0823,2411,48155,"Convenio Adsis, Cáritas y centros formación",0.0,0.0,0.0
0823,2411,48171,Convenio Fundación Secretariado Gitano,37000.0,37000.0,37000.0
0823,2411,48966,Convenio apoyo al proyecto Saregune,60000.0,60000.0,60000.0
0823,2411,62299,Instalaciones de empleo y formación,20000.0,20000.0,9455.87
0823,2411,62600,Adquisición equipos informáticos instalaciones empleo y formacion,5000.0,5000.0,4517.93
0824,4321,62513,Mobiliario palacios y congresos,15000.0,15000.0,14799.03
0824,4321,62609,Equipos técnicos Palacio Europa y Villasuso,20000.0,20000.0,19428.72
0825,4221,42014,Hegaraba,0.0,0.0,0.0
0825,4221,47121,Subv. Asociación cluster Eiken: beca Eiken talent day,10000.0,0.0,0.0
0825,4221,48969,Impulso empleo verde,0.0,0.0,0.0
0910,9202,48001,Subvención al Comité,14778.0,14778.0,11212.61
0910,9202,48002,Becas y bolsas de estudio al personal,24232.0,24232.0,24231.98
1011,9204,62623,Plan director e-administración,300000.0,300000.0,220427.68
1011,9204,62624,Plan contra el fraude fiscal,100000.0,150000.0,149999.99
1011,9204,62625,Gestión centralizada de subvenciones,75000.0,75000.0,64199.98
1011,9204,62626,Sistema informático policía local,100000.0,100000.0,23972.0
1012,9204,62600,Adquisición equipos informáticos,200000.0,200000.0,198684.35
1012,9204,62604,Adquisición software base,170000.0,170000.0,127211.2
1012,9204,62620,Acciones plan de seguridad,140000.0,140000.0,23648.22
1012,9204,62627,Renovación equipos y servicios,550000.0,550000.0,550000.0
1111,2301,47124,Conv. Colegio abogados asesoramiento mayores,0.0,0.0,0.0
1111,2301,48045,Subvenciones,280000.0,280000.0,259048.87
1111,2301,62204,Inversiones en centros y locales,600000.0,600000.0,22709.33
1111,2301,62303,Adquisición maquinaria,200000.0,200000.0,118498.73
1111,2301,62501,Mobiliario,150000.0,150000.0,112060.62
1111,2313,47125,"Conv. Escuela Trabajo Social, actos 40 aniversario",0.0,0.0,0.0
1115,2323,48003,Atenciones sociales,45000.0,45000.0,25835.2
1115,2324,48003,Atenciones sociales,38000.0,38000.0,20410.79
1115,2325,48003,Atenciones sociales,55000.0,55000.0,38008.26
1115,2325,48046,Convenio Bizitza Berria,0.0,0.0,0.0
1115,2325,48121,Convenio Comisión antisida-centro municipal casa abierta,314829.84,314829.84,314829.84
1115,2325,48137,Convenio Comisión antisida -pisos tutelados,271203.13,271203.13,271203.13
1115,2325,48140,Convenio Comisión antisida -centro estrada,452892.08,452892.08,452892.08
1115,2325,48145,Convenio Cáritas-taller ocupacional,72000.0,72000.0,72000.0
1115,2325,48148,Convenio Afroamericana pisos tutelados,494466.44,494466.44,494466.44
1115,2325,48169,Convenio Gao Lacho Drom,32000.0,59800.0,59858.0
1115,2325,48170,Convenio IRSE programa apoyo a la inserción,51284.0,51284.0,51284.0
1115,2325,48184,Convenio Clara Campoamor-pisos acogida mujeres víctimas violencia,283564.0,283564.0,283564.0
1115,2325,48190,Piso semitutelado de apoyo a jóvenes,110000.0,110000.0,55000.0
1115,2325,48196,Convenio con Bultzain,0.0,0.0,0.0
1115,2325,48197,Convenio Sendotu,20000.0,20000.0,20000.0
1115,2325,48901,Convenio Comisión antisida Aterpe,442453.89,442453.89,442453.89
1115,2325,48940,Casa iniciativas Abetxuko,77000.0,77000.0,77000.0
1115,2325,48957,Convenio Loremaitea-AGLE,40000.0,40000.0,40000.0
1115,2326,41906,Convenio Prestaturik,60000.0,60000.0,60000.0
1120,2311,48003,Atenciones sociales,73345.46,73345.46,36982.38
1120,2311,48036,Convenio Avaim,11780.0,11780.0,11780.0
1120,2311,48187,Convenio Garenok,11780.0,11780.0,11780.0
1120,2311,48956,Convenio Contra la intolerancia,11780.0,11780.0,11780.0
1120,2311,48977,Convenio Save the children,11724.0,11724.0,11724.0
1120,2311,48991,Convenio Unicef,11780.0,11780.0,11780.0
1120,2311,48992,Convenio con Amapase,15000.0,15000.0,15000.0
1133,2312,48018,Asociación mujeres voluntarias acogida personas 3ª edad,1400.0,1400.0,1400.0
1133,2312,48023,Convenio AFA-Araba,3959.7,3959.7,3959.7
1133,2312,48150,Programa voluntariado acompañamiento ancianos,6142.74,6142.74,6142.74
1133,2312,48151,Campo trabajo personas privadas de libertad,11180.86,11180.86,11180.86
1133,2312,48957,Convenio AGLE (Banco de alimentos),22000.0,22000.0,22000.0
1133,2312,48959,Convenio Ascundean-3ªedad,70397.57,70397.57,70397.57
1133,2313,48960,Convenio parroquia San Mateo,10335.0,10335.0,10335.0
1133,2313,48961,Convenio parroquia Los Ángeles,10335.0,10335.0,10335.0
1133,2313,48962,Convenio parroquia San Pedro,10335.0,10335.0,10335.0
1145,2315,48138,Convenio Banco de alimentos,12000.0,12000.0,12000.0
1145,2315,48157,Federación Asociación Vicente Abreu,32712.0,32712.0,32712.0
1145,2321,48000,Ayudas a emergencia social,3653000.0,4673000.0,4650194.71
1145,2321,48003,Atenciones sociales,2747599.0,3912599.0,3899224.19
1145,2321,48005,Plan contra la pobreza energética en Vitoria-Gasteiz,50000.0,60000.0,29856.51
1145,2321,48154,Cruz roja-acompañamiento personas mayores,77500.0,77500.0,77500.0
1145,2321,48995,Subvención teléfono de la esperanza,24000.0,24000.0,24000.0
1145,2322,48904,Convenio con IRSE y UPV,0.0,0.0,0.0
118001,3112,48194,Convenio APA SOS Vitoria,15000.0,15000.0,15000.0
118001,3112,48195,Control y gestión colonias de gatos,0.0,0.0,0.0
118001,3112,62311,Material inventariable,160000.0,190500.0,72846.33
118002,2315,48021,Asociación padres niños oncohematologicos,0.0,0.0,4199.4
118002,2315,48025,Convenio asociación Acabe-anorexia y bulimia,16450.0,16450.0,16450.0
118002,2315,48029,Convenio asociación Adela,5650.0,5650.0,5650.0
