#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2020ko Hasierako kreditua
1620,9211,62303,,Makinak erostea,15000.0
1620,9211,64304,,"Ordainsariak, azterlanak eta proiektuak",15000.0
1620,9212,21100,,Udal eraikinak onik zaintzea,625000.0
1620,9212,21107,,Udal eraikinak mantentzeko konponketa eta hornikuntzak,600000.0
1620,9212,21207,,Ekipoak onik zaindu eta konpontzea,90000.0
1620,9212,22109,,Garbiketa-produktuak,270000.0
1620,9212,22111,,Tresnak,40000.0
1620,9212,22147,,Tentsio baxuko kontratuak,10000.0
1620,9212,22682,,Mantentzeko hornidura txikiak,575000.0
1620,9212,22727,,Instalazioak mantentzeko kontratua,650000.0
1620,9214,22146,,Edukiontzi higienikoetarako kontratua,30000.0
1620,9214,22783,,Garbiketa Ataleko kontratuak,5320000.0
1620,9215,21200,,Makinak eta instalazioak onik zaintzea,1550000.0
1620,9215,22101,,Udal eraikinetako energia elektrikoa,4202500.0
1620,9215,22103,,Energia-eraginkortasunerako kontratua,4440000.0
1620,9215,22149,,Gainerako udal eraikinetako gasa,100000.0
1620,9215,22751,,Instalazio elektrikoak mantentzeko kontratua,215000.0
1620,9215,62259,,Instalazio elektrikoetako inbertsio-kontratua ,302500.0
1620,9215,62303,,Energiaren kudeaketarako ekipoak berritzea,550000.0
1620,9219,12000,,Funtzionarioen oinarrizko ordainsariak,116993.0
1620,9219,12100,,Funtzionarioen ordainsari osagarriak,135210.0
1620,9219,14100,,Bestelako langileak,66327.0
1620,9219,16000,,"Gizarte Segurantza, enpresaren kontura",98518.0
1630,9219,12000,,Funtzionarioen oinarrizko ordainsariak,2981339.0
1630,9219,12100,,Funtzionarioen ordainsari osagarriak,3765461.0
1630,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,23972.0
1630,9219,14100,,Bestelako langileak,2501287.0
1630,9219,16000,,"Gizarte Segurantza, enpresaren kontura",3456909.0
1641,9219,12000,,Funtzionarioen oinarrizko ordainsariak,92832.0
1641,9219,12100,,Funtzionarioen ordainsari osagarriak,106083.0
1641,9219,14100,,Bestelako langileak,10257.0
1641,9219,16000,,"Gizarte Segurantza, enpresaren kontura",67158.0
1642,9219,12000,,Funtzionarioen oinarrizko ordainsariak,70481.0
1642,9219,12100,,Funtzionarioen ordainsari osagarriak,89031.0
1642,9219,14100,,Bestelako langileak,2428.0
1642,9219,16000,,"Gizarte Segurantza, enpresaren kontura",49480.0
1643,9219,12000,,Funtzionarioen oinarrizko ordainsariak,24276.0
1643,9219,12100,,Funtzionarioen ordainsari osagarriak,33629.0
1643,9219,16000,,"Gizarte Segurantza, enpresaren kontura",12884.0
1644,9219,12000,,Funtzionarioen oinarrizko ordainsariak,849728.0
1644,9219,12100,,Funtzionarioen ordainsari osagarriak,1166861.0
1644,9219,13000,,Lan-kontratudun langile finkoen ordainsariak,107964.0
1644,9219,14100,,Bestelako langileak,659788.0
1644,9219,16000,,"Gizarte Segurantza, enpresaren kontura",1023744.0
1810,3401,11000,,Kabineteko behin-behineko langileen ordainsariak,84206.0
1810,3401,16000,,"Gizarte Segurantza, enpresaren kontura",14360.0
1815,3401,12000,,Funtzionarioen oinarrizko ordainsariak,213220.0
1815,3401,12100,,Funtzionarioen ordainsari osagarriak,260535.0
1815,3401,14100,,Bestelako langileak,27420.0
1815,3401,16000,,"Gizarte Segurantza, enpresaren kontura",152983.0
1820,1533,60133,,Gasteiz Hobetuz,600000.0
1820,3371,12000,,Funtzionarioen oinarrizko ordainsariak,2321751.0
1820,3371,12100,,Funtzionarioen ordainsari osagarriak,3253289.0
1820,3371,14100,,Bestelako langileak,1817576.0
1820,3371,16000,,"Gizarte Segurantza, enpresaren kontura",2532788.0
1820,3371,22115,,Gizarte-etxeetako berariazko material teknikoa ,12000.0
1820,3371,22607,,Gizarte-etxeetako kanpainen zabalkundea ,25000.0
1820,3371,22618,,Gizarte-etxeetako bestelako funtzionamendu-gastuak ,20000.0
1820,3371,22663,,Eguberrietako haur parkea,100000.0
1820,3371,22697,,Kaleidos.red fundazioko kuota,12020.24
1820,3371,22709,,Udako jolasak,100000.0
1820,3371,22732,,Aisia eta denbora libreko zerbitzu-kontratuak,1915620.0
1820,3371,22767,,Zonako lantaldeen programak,100000.0
1820,3371,62505,,Bestelako tresnak,10000.0
1820,3381,22701,,Jaietako eszenatokiak jartzea auzoetan,55000.0
1820,9211,62512,,Gizarte-etxeetako ekipamendu inbertsioak,200000.0
1820,9242,48988,,Hitzarmena: San Martin auzo-elkartea,100000.0
1822,9241,12000,,Funtzionarioen oinarrizko ordainsariak,81899.0
1822,9241,12100,,Funtzionarioen ordainsari osagarriak,103839.0
1822,9241,14100,,Bestelako langileak,60134.0
1822,9241,16000,,"Gizarte Segurantza, enpresaren kontura",69516.0
1822,9241,22670,,Paisaia-muralak margotzeko lehiaketa,60000.0
1822,9241,22696,,Aurrekontu partizipatiboen prozesua,42000.0
1822,9241,22698,,Herritar-kontsultak,15000.0
1822,9241,22699,,Herritarren parte-hartzeko beste hainbat gastu,2500.0
1822,9241,22732,,Zerbitzuak emateko kontratuak,135000.0
1822,9241,22799,,Herritarren parte-hartzeko beste hainbat kanpo-lan,40000.0
1822,9241,62505,,Bestelako tresnak,7000.0
1822,9242,48014,,Diru-laguntza: herritarren partaidetzarako proiektua,24000.0
1822,9242,48954,,Auzo-elkarteentzako diru-laguntzak,180000.0
1825,9204,12000,,Funtzionarioen oinarrizko ordainsariak,647729.0
1825,9204,12100,,Funtzionarioen ordainsari osagarriak,799578.0
1825,9204,14100,,Bestelako langileak,221773.0
1825,9204,16000,,"Gizarte Segurantza, enpresaren kontura",522772.0
1825,9251,22201,,Herritarrei argibideak emateko sistema (010),610000.0
1825,9251,22707,,Azterlanak eta lan teknikoak,61000.0
1825,9251,22747,,Banagailu elektronikok,64500.0
2310,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,78382.0
2310,3301,16000,,"Gizarte Segurantza, enpresaren kontura",24256.0
2310,3301,22765,,Iradier Arenako zerbitzu-kontratua,18000.0
2311,3291,43101,,Luis Aranburu Musika Eskolari,700910.08
2311,3291,73101,,"Ekarpena, Luis Aranburu Musika Eskolari",19500.0
2311,3292,43103,,Jose Uruñuela Dantza Kontserbatorioari,560382.15
2311,3292,73103,,"Ekarpena, Jose Uruñuela Dantza Kontserbatorioari",5931.46
2311,3301,12000,,Funtzionarioen oinarrizko ordainsariak,302893.0
2311,3301,12100,,Funtzionarioen ordainsari osagarriak,367715.0
2311,3301,13000,,Lan-kontratudun langile finkoen ordainsariak,63820.0
2311,3301,14100,,Bestelako langileak,123814.0
2311,3301,16000,,"Gizarte Segurantza, enpresaren kontura",281812.0
2311,3301,21208,,Ikus-entzunezko ekipoak konpontzea,800.0
2311,3301,22111,,Tresna eta lanabesak,400.0
2311,3301,62501,,Altzariak,1000.0
2311,3301,62901,,Kultur ekintzarako ekipoak erostea,10000.0
2311,3341,48975,,Museo artium,100000.0
231201,3322,12000,,Funtzionarioen oinarrizko ordainsariak,235314.0
231201,3322,12100,,Funtzionarioen ordainsari osagarriak,264194.0
231201,3322,14100,,Bestelako langileak,33214.0
231201,3322,16000,,"Gizarte Segurantza, enpresaren kontura",150661.0
231201,3322,22699,,Artxiboko kontserbazio-gastu materialak,6800.0
231201,3322,22752,,Udal artxiboko kontratuak,70000.0
231201,3322,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,20443.0
231201,3322,62801,,Udal Artxiborako funtsak erostea,3000.0
231202,3391,12000,,Funtzionarioen oinarrizko ordainsariak,259468.0
231202,3391,12100,,Funtzionarioen ordainsari osagarriak,350880.0
231202,3391,14100,,Bestelako langileak,105463.0
231202,3391,16000,,"Gizarte Segurantza, enpresaren kontura",212090.0
231202,3391,22624,,Folklore akademiako programazio-gastuak,30000.0
231202,3391,22625,,Folklore Akademiaren musika-udalekuak,65000.0
231202,3391,22757,,Folklore Akademiako zerbitzu-enpresak,35000.0
231202,3391,62914,,Folklore Akademiako ekipamendua,7000.0
231203,3301,20103,,Alokairuak,50000.0
231203,3321,22649,,Udalaren liburutegi sarearen programa,55000.0
231203,3341,22635,,Azkena Rock jaialdia,270000.0
231203,3341,22652,,Beste kultura-jarduera batzuk - dantzaldiak,58000.0
231203,3341,22653,,Kultura-zabalkundea,85000.0
231203,3341,22654,,Kultura Plan Estrategikoa,90000.0
231203,3341,22733,,Espazio publikoetako kultura-programak,180000.0
231203,3341,22756,,Kultur Ekintzen Zerbitzua,180000.0
231203,3341,41921,,"Hitzarmena: EHU, Cortada jaialdia",10000.0
231203,3341,48917,,Hitzarmena Magialdiarekin,88000.0
231203,3341,48929,,Deialdia: Jazzaldia,136000.0
231203,3341,48933,,Kultur proiektuetarako diru-laguntza deialdia,200000.0
231203,3341,48939,,Valentín de Foronda patronatua,12000.0
231203,3341,48961,,Hitzarmena: World Press Photo,43000.0
231203,3341,48962,,Hitzarmena: argazkigintza-elkartea,8000.0
231203,3341,48970,,Hitzarmena: Arabako Bertsozale Elkartea,14000.0
231203,3341,48971,,Hitzarmena Arabako Dantzarien Biltzarrarekin,8000.0
231203,3342,22725,,Artista amateurren ikuskizunak sustatzea,15000.0
231203,3361,68500,,Eskultura eta artelanak erostea,6300.0
231203,3361,68503,,Artelanak zaindu eta zaharberritzeko plana,30000.0
231203,3361,78100,,Diru-laguntza: Santa Maria katedraleko obrak,150000.0
231203,3381,12000,,Funtzionarioen oinarrizko ordainsariak,136378.0
231203,3381,12100,,Funtzionarioen ordainsari osagarriak,184729.0
231203,3381,14100,,Bestelako langileak,87836.0
231203,3381,16000,,"Gizarte Segurantza, enpresaren kontura",114167.0
231203,3381,22643,,"Erraldoiak, harmailak eta jaiotza konpontzea",15000.0
231203,3381,22646,,Gu ere bertsotan,43000.0
231203,3381,22660,,Inauteriak,40000.0
231203,3381,22661,,Andre Maria Zuriaren jaiak,760000.0
231203,3381,22662,,Olarizu,12000.0
231203,3381,22663,,Eguberri eta erregetako kanpaina,185000.0
231203,3381,22664,,San Anton eta Santa Ageda jaiak,13000.0
231203,3381,22701,,Jaietako eszenatokiak jartzea eta beste ekitaldiak,150000.0
231203,3381,48024,,Hitzarmena erregioen etxeekin,55000.0
231203,3381,48911.0,,Jaietako blusa eta neska taldeei diru laguntzak emateko deialdia,87000.0
231203,3381,48922,,Inauterietako konpartsentzako deialdia,85000.0
231203,3381,48969,,Hitzarmena Urrezko Zeledoien Elkartearekin,7000.0
231203,3381,78001,,Ekarpena: lurralde etxeak,38000.0
231203,3392,22737,,Eguberrietako jarduerak,47000.0
231204,3321,22749,,Liburutegi sareko kontratuak,1773000.0
231204,3321,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,123000.0
231204,3341,12000,,Funtzionarioen oinarrizko ordainsariak,236433.0
231204,3341,12100,,Funtzionarioen ordainsari osagarriak,250754.0
231204,3341,14100,,Bestelako langileak,149165.0
231204,3341,16000,,"Gizarte Segurantza, enpresaren kontura",194889.0
231204,3341,22607,,Gizarte-etxeetako kanpainen zabalkundea,15000.0
231204,3341,22636,,Gizarte-etxeetako kultura-ikastaroak,646000.0
231204,3341,22647,,Gizarte-etxeetako kanpainak,75000.0
231204,3341,48958,,Hitzarmena: Arabako liburu-saltzaileen elkartea,35000.0
231205,3332,12000,,Funtzionarioen oinarrizko ordainsariak,75051.0
231205,3332,12100,,Funtzionarioen ordainsari osagarriak,87133.0
231205,3332,16000,,"Gizarte Segurantza, enpresaren kontura",46476.0
231205,3332,22622,,Montehermoso Kulturuneko programak,120000.0
231205,3332,22751,,Montehermosoko zerbitzu-kontratuak,160000.0
231205,3332,22753,,Montehermosoko kultur programazioa - Euskararen etxea,265000.0
231205,3332,62602,,Mediatekarako multimedia funtsak,2500.0
231205,3332,62901,,"Ekipoak erostea, Antzoki Sarea",50000.0
231210,3392,12000,,Funtzionarioen oinarrizko ordainsariak,547084.0
231210,3392,12100,,Funtzionarioen ordainsari osagarriak,670064.0
231210,3392,14100,,Bestelako langileak,167888.0
231210,3392,16000,,"Gizarte Segurantza, enpresaren kontura",400889.0
231210,3392,21207,,Musika Bandako ekipoak konpontzea eta mantentzea,20000.0
231210,3392,22692,,Musika Banda - kolaborazioak,17000.0
231210,3392,22699,,Musika Bandaren programazio gastuak,45000.0
231210,3392,22732,,Zerbitzuak emateko kontratuak - Musika Banda,15000.0
231210,3392,62800,,Udal Artxiborako argitalpenak eta liburuak erostea,5000.0
231210,3392,62903,,Musika bandarako ekipamendua,15000.0
231220,3342,12000,,Funtzionarioen oinarrizko ordainsariak,225109.0
231220,3342,12100,,Funtzionarioen ordainsari osagarriak,296905.0
231220,3342,14100,,Bestelako langileak,39890.0
231220,3342,16000,,"Gizarte Segurantza, enpresaren kontura",171295.0
231220,3342,22603,,Antzoki Sarearen publizitate berezia,12000.0
231220,3342,22627,,Antzoki Sareko ikuskizun eta jaialdiak,660000.0
231220,3342,22628,,"Ikuskizunak, biran",840000.0
231220,3342,22648,,"Koprodukzio eszenikoa, sortzaile lokalak",40000.0
231220,3342,22732,,Zerbitzuak emateko kontratuak - Antzoki Sarea,270000.0
231220,3342,48981,,Hitzarmena Teatro Paraisorekin,45000.0
231220,3342,48989,,Hitzarmena Ortzairekin,20000.0
231220,3342,48990,,Hitzarmena Baratza Aretoarekin,20000.0
231220,3342,62901,,Kultur ekintzarako ekipoak erostea,20600.0
231901,3201,12000,,Funtzionarioen oinarrizko ordainsariak,1474846.0
231901,3201,12100,,Funtzionarioen ordainsari osagarriak,1605033.0
231901,3201,14100,,Bestelako langileak,577042.0
231901,3201,16000,,"Gizarte Segurantza, enpresaren kontura",1162878.0
231901,3231,22106,,Elikagaiak - Haur Eskolak,82000.0
231901,3231,22115,,Material didaktiko suntsikorra - hezkuntza,20000.0
231901,3231,22199,,Bestelako hainbat hornikuntza eta gastu - hezkuntza,12000.0
231901,3231,22786,,Haur eskoletako bazkari-zerbitzua,51500.0
231901,3231,62501,,Haur eskoletako altzariak,10000.0
231901,3231,62505,,Haur-eskoletako bestelako tresnak,10000.0
231901,3232,22659,,Hezkuntza programak,378766.15
231901,3232,22787,,Udaleko Eskola Kontseilua,3000.0
231901,3261,22300,,Hezkuntzako garraioa,3000.0
231902,3201,12000,,Funtzionarioen oinarrizko ordainsariak,153004.0
231902,3201,12100,,Funtzionarioen ordainsari osagarriak,169940.0
231902,3201,14100,,Bestelako langileak,17705.0
231902,3201,16000,,"Gizarte Segurantza, enpresaren kontura",92504.0
231902,3201,20200,,Makineria eta instalazioak alokatzea - hezkuntza,217.0
231902,3201,22115,,Berariazko material teknikoa - hezkuntza,12000.0
231902,3201,22603,,Haur-eskolen kanpainaren eta udako programaren zabalkundea,7378.0
231902,3232,22605,,Jardunaldiak,15000.0
231902,3232,22624,,Hezkuntza-konpentsazioaren arloko programa,80000.0
231902,3232,22695,,Guraso Elkarteen dinamizazioa,40000.0
231902,3232,22780,,Opor-programa hezkuntza,294000.0
231902,3261,48001,,"Guraso-elkarteentzako diru-laguntzak, opor jarduerak",54000.0
231902,3261,48004,,Hezkuntza konpentsazioa,165000.0
231902,3261,48108,,Diru-laguntzak: Hezkuntza programetarako garraioa,15000.0
231902,3261,48136,,Hitzarmena: Jazzargia “Ondas de Jazz”,30000.0
231903,3201,12000,,Funtzionarioen oinarrizko ordainsariak,70379.0
231903,3201,12100,,Funtzionarioen ordainsari osagarriak,72835.0
231903,3201,16000,,"Gizarte Segurantza, enpresaren kontura",40180.0
231903,3261,22302,,Iruña Okako epaiak,3500.0
231903,3261,48010,,Diru-laguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,135000.0
231903,3261,48011,,Hitzarmena: Denon Eskola,30000.0
231903,3261,48012,,Hitzarmena: Fapacne federazioa,5862.0
231903,3261,48019,,Hitzarmena: Errekabarri guraso-elkartea,18000.0
231903,3261,48175,,Ezintasunak dituztenen elkarteen jarduerak,20000.0
231903,3271,48114,,Diru laguntza: Fernando Buesa Fundazioa,45000.0
231903,3291,41918,,Hitzarmena EHUrekin - hiri hezitzaileak,25000.0
231903,3291,41919,,"Hitzarmena EHUREKIN - udako ikastaroa, hezkuntza",9000.0
231903,3291,47134,,Hitzarmena: Udaberria,15000.0
231903,3291,48172,,Hitzarmena: Santa Maria Katedrala fundazioa,16000.0
231903,3293,40100,,UNEDi,100000.0
231903,3293,41902,,Hitzarmena EHUrekin - Nazioarteko Zuzenbideko ikastaroak,30000.0
231903,3293,42105,,Lanbide Heziketako partzuergoa,264765.3
231903,3293,48105,,Arte eta Lanbide Eskola,400000.0
2410,3301,11000,,Kabineteko behin-behineko langileen ordainsariak,26863.0
2410,3301,16000,,"Gizarte Segurantza, enpresaren kontura",7235.0
2420,3301,12000,,Funtzionarioen oinarrizko ordainsariak,35461.0
2420,3301,12100,,Funtzionarioen ordainsari osagarriak,61486.0
2420,3301,13000,,Lan-kontratudun langile finkoen ordainsariak,20476.0
2420,3301,14100,,Bestelako langileak,20315.0
2420,3301,16000,,"Gizarte Segurantza, enpresaren kontura",41724.0
243001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,220185.0
243001,3111,12100,,Funtzionarioen ordainsari osagarriak,290495.0
243001,3111,14100,,Bestelako langileak,104965.0
243001,3111,16000,,"Gizarte Segurantza, enpresaren kontura",210795.0
243001,3112,22107,,Animalientzako elikagaiak,15000.0
243001,3112,22108,,Animalientzako botikak hornitzea,18000.0
243001,3112,22112,,Animalien osasunerako materialak,8000.0
243001,3112,22113,,Elikagaien higienerako materialak,4000.0
243001,3112,22687,,Apustu-etxeei buruzko kanpaina,25000.0
243001,3112,22699,,Bestelako hainbat gastu,10000.0
243001,3112,22718,,Animalien osasunerako programak,22000.0
243001,3112,22719,,Elikagaien higienerako programa,15000.0
243001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",111039.2
243001,3112,22722,,Animalientzako sorospen-programa,12000.0
243001,3112,22766,,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0
243001,3112,48194,,Hitzarmena: SOS Vitoria Animaliak Babesteko Elkartea,15300.0
243001,3112,48196,,"GADENekiko hitzarmena, katu-koloniak",30000.0
243001,3112,62311,,Inbentarioan jasotzeko materiala,67226.0
243002,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,5711.18
243002,2315,48025,,Hitzarmena: ACABE elkartea - Anorexia eta bulimia,16779.0
243002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",29886.0
243002,2315,48029,,Hitzarmena ADELA elkartearekin,5763.0
243002,2315,48030,,"Hitzarmena: ASAJER elkartea - 1., 2. eta 3. ludopatien prebentzioa",20604.0
243002,2315,48031,,Hitzarmena ARENE elkartearekin (neuromuskularrak),27968.4
243002,2315,48032,,Hitzarmena: ASAFES elkartea,24480.0
243002,2315,48033,,Hitzarmena: AFA,32629.8
243002,2315,48040,,Hitzarmena: minbiziaren aurkako elkartea (tabakoaren kontrako prestakuntza),14167.8
243002,2315,48041,,"Hitzarmena: ADELPRISE elkartea (arreta, hedapena, argibideak)",8384.4
243002,2315,48059,,Hitzarmena: ASAFIMA elkartea,24235.2
243002,2315,48100,,Hitzarmena: ONCE,8598.6
243002,2315,48119,,Hitzarmena: ASPACE - Garun paralisia,11454.6
243002,2315,48130,,Hitzarmena: Arantza Bifidoa Elkartea,3825.0
243002,2315,48131,,Hitzarmena: Anadahi (hiperaktiboak),3825.0
243002,2315,48143,,Hitzarmena: Arabako Epilepsia Elkartea,4110.6
243002,2315,48149,,Hitzarmena: Adeles lupus,3825.0
243002,2315,48158,,Hitzarmena: Down Araba-Isabel Orbe elkartea,10200.0
243002,2315,48188,,Hitzarmena: Gurutze Gorria (lehen laguntzak),9945.0
243002,2315,48189,,Hitzarmena: ASAMMA elkartea,2856.0
243002,2315,48190,,Hitzarmena: ATECE elkartea - Garuneko gaitza,11515.8
243002,2315,48191,,Hitzarmena: Arabako Diabetikoen Elkartea,9690.0
243002,2315,48192,,Hitzarmena: Arabako Zeliakoen Elkartea,8568.0
243002,2315,48193,,Hitzarmena: Esklerosi Anizkoitzaren Elkartea,5589.6
243002,2315,48195,,Hitzarmena: Corazón sin fronteras elkartea,7242.0
243002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,48038.94
243002,2315,48198,,"Hitzarmena: Slow Food Araba elkartea, elikadura osasungarria",25734.6
243002,2315,48199,,"Hitzarmena: HIESaren aurkako batzordea, Gayen artean programa",23379.46
243002,2315,48932,,Hitzarmena: APDEMA,11454.6
243002,2315,48957,,Hitzarmena: AGLE,11189.4
243002,2315,48972,,"HIESaren aurkako batzordea, prebentzio-programa",23460.0
243002,3111,12000,,Funtzionarioen oinarrizko ordainsariak,87462.0
243002,3111,12100,,Funtzionarioen ordainsari osagarriak,94237.0
243002,3111,16000,,"Gizarte Segurantza, enpresaren kontura",49302.0
243002,3111,21210,,Desfibriladoreak mantentzea,18000.0
243002,3111,22198,,Osasunerako hezkuntzarako materialak,1000.0
243002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,6000.0
243002,3111,22702,,Hiri Osasungarriak osasun-plana,59000.0
243002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",7500.0
243002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,119615.9
243002,3111,22718,,Droga-mendekotasunen prebentziorako programa,96500.0
243002,3111,22721,,Droga-mendekotasunen gizarteratze programa,98375.94
243003,3112,12000,,Funtzionarioen oinarrizko ordainsariak,228804.0
243003,3112,12100,,Funtzionarioen ordainsari osagarriak,317408.0
243003,3112,14100,,Bestelako langileak,66272.0
243003,3112,16000,,"Gizarte Segurantza, enpresaren kontura",178742.0
243003,3113,21200,,Makinak eta instalazioak onik zaintzea,34000.0
243003,3113,22115,,Berariazko material teknikoa - Laborategia,84500.0
243003,3113,22716,,Kalitate-auditoriak kontratatzea,26743.0
243004,3113,14100,,Bestelako langileak,57784.0
243004,3113,16000,,"Gizarte Segurantza, enpresaren kontura",17100.0
244001,3401,12000,,Funtzionarioen oinarrizko ordainsariak,209796.0
244001,3401,12100,,Funtzionarioen ordainsari osagarriak,301481.0
244001,3401,14100,,Bestelako langileak,53421.0
244001,3401,16000,,"Gizarte Segurantza, enpresaren kontura",178229.0
244001,3411,22761,,Izotz-pista alokatzeko kontratuak BAKH,711738.25
244001,3421,22762,,Izotz pista,15000.0
244001,3421,22767,,Instalazioen arretarako kontratuak,1372232.6
244001,3421,22796,,Udan kirol-esparruak irekitzeko kontratua,880820.33
244001,3421,62228,,Udako esparruetako ekipamenduak,60000.0
244002,3401,12000,,Funtzionarioen oinarrizko ordainsariak,18839.0
244002,3401,12100,,Funtzionarioen ordainsari osagarriak,21048.0
244002,3401,14100,,Bestelako langileak,3107.0
244002,3401,16000,,"Gizarte Segurantza, enpresaren kontura",14745.0
244003,3401,12000,,Funtzionarioen oinarrizko ordainsariak,135664.0
244003,3401,12100,,Funtzionarioen ordainsari osagarriak,180703.0
244003,3401,14100,,Bestelako langileak,135677.0
244003,3401,16000,,"Gizarte Segurantza, enpresaren kontura",138033.0
244003,3411,22300,,Garraioa,15000.0
244003,3411,22602,,Sari eta garaikurrak,7000.0
244003,3411,22606,,"Lankidetza-kontratuak, kirol-entitateekin",45000.0
244003,3411,22699,,Bestelako hainbat gastu - kirola,61359.49
244003,3411,22706,,Jarduera fisikoen programa,4172128.8
244003,3411,22724,,Kirol-dinamizaziorako programa,25716.53
244003,3411,22735,,“Kirol bidean” gazteentzako programak,62500.0
244003,3411,22768,,Kiroletako muntaketa berezien zerbitzua,25000.0
244003,3411,48111,,Hitzarmena Arabako Pilota Federazioarekin,30000.0
244003,3411,48115,,Hitzarmena: Arabako Bolo-jokalarien Federazioa,5933.41
244003,3411,48119,,Hitzarmena: ASPACE - Garun paralisia,25079.46
244003,3411,48122,,Hitzarmena: ARASKI,107500.0
244003,3411,48133,,Hitzarmena: Zuzenak,137700.0
244003,3411,48141,,Hitzarmena: APDEMA,25254.51
244003,3411,48142,,Hitzarmena: Autismo Araba,14730.85
244003,3411,48928,,Diru-laguntza: 5+11 fundazioaren saskibaloi atala,142700.0
244003,3411,48935,,Kirol-dirulaguntzen deialdi orokorra,385000.0
244003,3411,48938,,"Zuzenak-ekiko hitzarmena, gurpil-aulkiko saskibaloia",25000.0
244004,2381,22669,,"Genero ikuspegia aztertzea, kirolean",15000.0
244004,3401,12000,,Funtzionarioen oinarrizko ordainsariak,150990.0
244004,3401,12100,,Funtzionarioen ordainsari osagarriak,185092.0
244004,3401,13000,,Lan-kontratudun langile finkoen ordainsariak,42085.0
244004,3401,16000,,"Gizarte Segurantza, enpresaren kontura",109566.0
244004,3421,21200,,Makinak eta instalazioak onik zaintzea,52000.0
244004,3421,22115,,Berariazko material teknikoa - Laborategia,30000.0
244004,3421,22659,,Kirolaren Foroa,6000.0
244004,3421,22672,,Ekitaldien gida prestatzea,10000.0
244004,3421,22673,,Kirol ekitaldi handiak sustatzea hirian,111500.0
244004,3421,22674,,Kirol autoktonoa sustatzea,25000.0
244004,3421,62300,,Kiroleko material inbentariagarria,30000.0
244004,3421,62305,,Berariazko material teknikoa - Kirola,105000.0
9005,9122,10000,,Retribuciones básicas corporativos,1751180.0
9005,9122,16000,,"Gizarte Segurantza, enpresaren kontura",820662.0
9005,9122,22633,,Araudi organikoan jasotako diru-ordainak,638118.0
9015,2111,16103,,"Pentsioak, Udalaren kontura",154000.0
9015,9122,16109,,"Pentsioen osagarria, Arabako Mutua Forala",4000.0
#,,,,,393128243.73
