#Orgánico,Funcional,Económico,R,Denominación Aplicación,Crédito Inicial 2022,Crédito Definitivo 2022,Obligado,i,j
0824,4321,12100,,Retribuciones complementarias funcionarios,231175,231175,182616.91,,
0824,4321,14100,,Otro personal,28784,28784,45196.95,,
0824,4321,16000,,Seguridad social a cargo del ayuntamiento,135213,135213,111600.12,,
0824,4321,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10739,10739,6872.22,,
0824,4321,22776,,"Gestión p. europa, villasuso y oficina turismo",610000,610000,278905.39,,
0824,4321,62513,,Mobiliario palacios y congresos,60000,60000,6200.96,,
0824,4321,62609,,Equipos tecnicos palacio europa y villasuso,45000,45000,3323.56,,
0824,4321,62609,R,Equipos tecnicos palacio europa y villasuso,0,70000,0,,
0826,3411,22603,,Patrocinio publitario saski baskonia sad,157300,157300,157300,,
0826,4321,12000,,Retribuciones basicas de funcionarios,24938.07,24938.07,0,,
0826,4321,12100,,Retribuciones complementarias funcionarios,27303,27303,0,,
0826,4321,16000,,Seguridad social a cargo del ayuntamiento,14142,14142,0,,
0826,4321,22733,,Acciones competitividad sector,5000,5000,0,,
0826,4321,22772,,Patrocinio semana pintxo alaves,12000,12000,11999.99,,
0826,4321,22773,,Patrocinio premio a los mejores productos artesanos del País Vasco,0,3000,3000,,
0826,4321,22774,,Patrocinio miniature pintxos congres,15000,20000,0,,
0826,4321,22775,,Festival flores,40000,40000,0,,
0826,4321,22776,,Patrocinio de la fiesta anual de la hosteleria,0,2420,2420,,
0826,4321,22777,,Dinamización turística,200000,260000,98269.43,,
0826,4321,22777,R,Dinamización turística,0,8520.53,4468,,
0826,4321,22779,,Promoción turística ciudad,250000,300000,145956.95,,
0826,4321,22779,R,Promoción turística ciudad,0,2952.4,0,,
0826,4321,22780,,Gastos merchandising oficina turismo,30000,30000,22017.81,,
0826,4321,60136,,Eu señalización inteligente casco medieval y anillo verde,0,20642.4,0,,
0826,4321,60136,A,Eu-señalización inteligente casco medieval y anillo,0,133100,84051.44,,
0826,4333,48172,,Convenio fundación catedral santa maría,32000,32000,32000,,
0910,2210,22734,,Regularización seguridad social,100000,100000,0,,
0910,2381,22760,,Acciones para la igualdad de género,15375,15375,0,,
0910,9202,12000,,Retribuciones basicas de funcionarios,237503.2,237503.2,101368.2,,
0910,9202,12100,,Retribuciones complementarias funcionarios,190272,190272,157593.48,,
0910,9202,14100,,Otro personal,0,0,33217.99,,
0910,9202,16000,,Seguridad social a cargo del ayuntamiento,90621,90621,78991.18,,
0910,9202,16007,,Aportacion complemento especifico a funcionarios,260000,260000,187.92,,
0910,9202,16104,,Retribuciones segun sentencia,25000,25000,44362.83,,
0910,9202,16204,,Seguro de vida-autoseguro,145800,145800,48600,,
0910,9202,16220,,Indemnizaciones por daños,1000,1000,4852.03,,
0910,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,9195,9195,4887.59,,
0910,9202,22001,,Ordinario no inventariable,2500,2500,500,,
0910,9202,22105,,Vestuario y uniformes,100000,100000,3923.31,,
0910,9202,22105,R,Vestuario y uniformes,0,35170.58,35170.58,,
0910,9202,22638,,Plan formacion empleados mples.,120000,120000,73904.43,,
0910,9202,22740,,Congreso sumas,2000,2000,0,,
0910,9202,22745,,Programa estrategico de prevención de riesgos laborales,30000,30000,4822.29,,
0910,9202,22745,R,Programa estrategico de prevención de riesgos laborales,0,16839.81,0,,
0910,9202,22759,,Plan estrategico de mejora continua,15000,15000,0,,
0910,9202,22764,,Estudios de organización,1000,1000,3027.8,,
0910,9202,23000,,Dietas,60000,60000,46738.62,,
0910,9202,23001,,Gastos de locomocion,20000,20000,13755.21,,
0910,9202,23900,,Gastos procesos selectivos,70000,70000,1878,,
0910,9202,48001,,Subvencion al comite,2957.38,0,0,,
0910,9202,48002,,Becas y bolsas de estudio al personal,25000,25000,24999.95,,
0910,9202,48003,,Subvencion a seccion sindical ela,5637.71,7812.5,7812.5,,
0910,9202,48004,,Subvencion a seccion sindical ccoo,2874.89,2753.83,2753.83,,
0910,9202,48005,,Subvencion a seccion sindical lab,1953.95,2364.7,2364.7,,
0910,9202,48006,,Subvencion a seccion sindical esk,1646.97,1975.57,1975.57,,
0910,9202,48007,,Subvencion a seccion sindical sipla,1033.01,1197.31,1197.31,,
0910,9203,62957,,Adquisición de equipos rr.hh.,51000,35451.5,1628.66,,
0911,9202,12000,,Retribuciones basicas de funcionarios,332154.16,332154.16,244208.82,,
0911,9202,12100,,Retribuciones complementarias funcionarios,440296,440296,352523.01,,
0911,9202,14100,,Otro personal,282905,282905,210426.19,,
0911,9202,16000,,Seguridad social a cargo del ayuntamiento,328424,328424,253537.11,,
0911,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,21354,21354,17951.1,,
0912,9202,12000,,Retribuciones basicas de funcionarios,120021.53,120021.53,99239.05,,
0912,9202,12100,,Retribuciones complementarias funcionarios,170063,170063,144678.47,,
0912,9202,14100,,Otro personal,51394,51394,32186.68,,
0912,9202,16000,,Seguridad social a cargo del ayuntamiento,88618,88618,69549.51,,
0912,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,5552,5552,3886.05,,
0915,9202,12000,,Retribuciones basicas de funcionarios,159802.29,159802.29,81936.03,,
0915,9202,12100,,Retribuciones complementarias funcionarios,211773,211773,118362.88,,
0915,9202,14100,,Otro personal,38904,38904,0,,
0915,9202,16000,,Seguridad social a cargo del ayuntamiento,106821,106821,53767.57,,
0915,9202,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6865,6865,4139.6,,
0919,9203,12000,,Retribuciones basicas de funcionarios,198135.53,198135.53,134022.74,,
0919,9203,12100,,Retribuciones complementarias funcionarios,265102,265102,186923.29,,
0919,9203,16000,,Seguridad social a cargo del ayuntamiento,129528,129528,93167.16,,
0919,9203,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10098,10098,7392.1,,
0919,9203,22108,,Servicio exteriores,60000,50965.86,149.39,,
0919,9203,22108,A,Servicio exteriores,0,24522.22,10091.51,,
0919,9203,22108,R,Servicio exteriores,0,46990,6719.33,,
0919,9203,22141,,Mantenimiento especifico equipos servicios medicos,820,820,0,,
1010,9204,11000,,Retribuciones personal eventual gabinete,78309,78309,60700.04,,
1010,9204,12000,,Retribuciones basicas de funcionarios,50923.96,50923.96,22070.47,,
1010,9204,12100,,Retribuciones complementarias funcionarios,89953,89953,42808.55,,
1010,9204,16000,,Seguridad social a cargo del ayuntamiento,48379,48379,24815.73,,
1010,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,2776,2776,2374.6,,
1010,9204,22730,,Definición procesos y supervision lopd,20000,20000,0,,
1010,9221,22690,,Gastos electorales,65000,90000,66867.5,,
1011,9204,12000,,Retribuciones basicas de funcionarios,635997.95,635997.95,449418.99,,
1011,9204,12100,,Retribuciones complementarias funcionarios,799913,799913,576204.38,,
1011,9204,14100,,Otro personal,101020,101020,166160.28,,
1011,9204,16000,,Seguridad social a cargo del ayuntamiento,438611,438611,354717.57,,
1011,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,34076,34076,27719.39,,
1011,9204,21501,,Mantenimiento de aplicaciones informaticas,650000,666000,361693.62,,
1011,9204,22720,,Soporte a mantenimiento de aplicativos,1530000,1530000,746847.26,,
1011,9204,22720,R,Soporte a mantenimiento de aplicativos,0,100597.14,100597.14,,
1011,9204,62623,,Plan director e-administracion,180000,180000,855.41,,
1011,9204,62624,,Plan contra el fraude fiscal,200000,215000,68437.85,,
1011,9204,62626,R,Sistema informatico policia local,0,387200,0,,
1012,1515,61404,,Piie- digitalizac. edificios municipales zaramaga,177441.35,177441.35,3183.75,,
1012,1515,61405,,Piie monitorización edificios residenciales zaramaga,0,297689.7,0,,
1012,9204,12000,,Retribuciones basicas de funcionarios,348436.93,348436.93,235347.4,,
1012,9204,12100,,Retribuciones complementarias funcionarios,476360,476360,340677.22,,
1012,9204,14100,,Otro personal,236147,236147,259760.5,,
1012,9204,16000,,Seguridad social a cargo del ayuntamiento,296545,296545,243672.58,,
1012,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,19773,19773,17286.68,,
1012,9204,21500,,Mantenimiento equipos informaticos,220000,220000,152022.19,,
1012,9204,21500,R,Mantenimiento equipos informaticos,0,2098.55,2098.55,,
1012,9204,22728,,Soporte ordenadores centrales,320000,320000,103623.98,,
1012,9204,22728,R,Soporte ordenadores centrales,0,194200.64,87147.52,,
1012,9204,22729,,Soporte mantenimiento equipos usuarios,350000,350000,189970,,
1012,9204,62600,,Adquisicion equipos informaticos,220000,193548.5,92305.75,,
1012,9204,62604,,Adquisicion software base,180000,193071.63,46334.59,,
1012,9204,62620,,Acciones plan de seguridad,100000,100000,11835.25,,
1012,9204,62620,R,Acciones plan de seguridad,0,871.2,871.2,,
1012,9204,62627,,Renovacion equipos y servicios,180000,222000,87767.66,,
1012,9271,22200,,Facturacion telefonica,340000,340000,208492.98,,
1012,9271,22200,R,Facturacion telefonica,0,1380.12,1380.12,,
1012,9271,22202,,Correspondencia y notificaciones,1350000,1600000,873475.35,,
1012,9271,22202,R,Correspondencia y notificaciones,0,6365.49,4712.98,,
1012,9271,22644,,Anuncios en boletines oficiales,10000,10000,16195.43,,
1017,9204,12000,,Retribuciones basicas de funcionarios,300895.93,300895.93,195975.28,,
1017,9204,12100,,Retribuciones complementarias funcionarios,385548,385548,277823.29,,
1017,9204,14100,,Otro personal,46242,46242,79924.31,,
1017,9204,16000,,Seguridad social a cargo del ayuntamiento,207107,207107,162662.06,,
1017,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,16088,16088,10170.5,,
1018,9204,12000,,Retribuciones basicas de funcionarios,32607.27,32607.27,22229.47,,
1018,9204,12100,,Retribuciones complementarias funcionarios,49629,49629,35402.97,,
1018,9204,16000,,Seguridad social a cargo del ayuntamiento,15266,15266,11164.84,,
1018,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,1187.3,,
1018,9204,62605,R,Eu-software mercados no sedentarios,0,68235.11,68235.1,,
1019,9204,12000,,Retribuciones basicas de funcionarios,27701.75,27701.75,20629.64,,
1019,9204,12100,,Retribuciones complementarias funcionarios,44787,44787,35806.3,,
1019,9204,16000,,Seguridad social a cargo del ayuntamiento,15250,15250,11145.18,,
1019,9204,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,1187.3,,
1020,9204,12000,,Retribuciones basicas de funcionarios,30354.47,30354.47,20700.82,,
1020,9204,12100,,Retribuciones complementarias funcionarios,49357,49357,34981.68,,
1020,9204,16000,,Seguridad social a cargo del ayuntamiento,15266,15266,11164.84,,
1110,2301,11000,,Retribuciones personal eventual gabinete,96674,96674,67374.64,,
1110,2301,12000,,Retribuciones basicas de funcionarios,87364.32,87364.32,59895.83,,
1110,2301,12100,,Retribuciones complementarias funcionarios,110234,110234,82762.58,,
1110,2301,14100,,Otro personal,144143,144143,122665.18,,
1110,2301,16000,,Seguridad social a cargo del ayuntamiento,124752,124752,96570.06,,
1110,2301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6515,6515,5500.9,,
1110,2301,22786,,Transporte de comidas,19614.35,19614.35,2408.73,,
1110,2301,22786,R,Transporte de comidas,0,926.23,0,,
1111,1515,62501,,Piie centro de atención diurna zaramaga-equipamiento,0,335172.88,0,,
1111,2301,12000,,Retribuciones basicas de funcionarios,819531.98,819531.98,546689.4,,
1111,2301,12100,,Retribuciones complementarias funcionarios,1037411,1037411,757674.87,,
1111,2301,13000,,Retribuciones personal laboral fijo,239,239,0,,
1111,2301,14100,,Otro personal,350173,350173,438608.69,,
1111,2301,16000,,Seguridad social a cargo del ayuntamiento,682251,682251,551054.64,,
1111,2301,16500,,Cuotas elkarkidetza a cargo ayuntamiento,46778,46778,32968.65,,
1111,2301,22103,,Gas,32892.4,32892.4,13983.56,,
1111,2301,22145,,Gastos sanitarios coronavirus,25000,25000,6397.27,,
1111,2301,22617,,Nuevos recursos para mujeres en situación de vulnerabilidad,200000,200000,0,,
1111,2301,22618,,Otros gastos funcionamiento,90088.23,90088.23,21868.05,,
1111,2301,22699,,Plan de emergencias,5000,5000,0,,
1111,2301,48045,,Subvenciones,125000,125000,99961.66,,
1111,2301,48045,A,Subvenciones,0,3106.29,0,,
1111,2301,48045,R,Subvenciones,0,24986.46,14519.92,,
1111,2301,48190,,Convenio colegio trabajo social,10000,10000,8000,,
1111,2301,48190,R,Convenio colegio trabajo social,0,2500,2403.4,,
1111,2301,48968,,Convenio asociación vivir con voz propia,15000,15000,12000,,
1111,2301,48968,R,Convenio asociación vivir con voz propia,0,3000,3000,,
1111,2301,62201,A,Inversiones cocina ciam san prudencio,0,241484.85,73137.19,,
1111,2301,62204,,Inversiones en centros y locales,0,120000,8308.87,,
1111,2301,62204,A,Inversiones en centros y locales,0,13704.06,10745.82,,
1111,2301,62204,R,Inversiones en centros y locales,0,60089.47,60088.37,,
1111,2301,62205,,Inversiones en viviendas sociales,50000,50000,0,,
1111,2301,62205,R,Inversiones en viviendas sociales,0,7531.77,0,,
1111,2301,62206,,Nuevas viviendas comunitarias de barrio,2000000,0,0,,
1111,2301,62206,A,Comedor el pilar,0,3461.2,3460.6,,
1111,2301,62207,,Bizan judimendi,100000,100000,0,,
1111,2301,62208,,Nuevas viviendas comunitarias de barrio,0,2000000,0,,
1111,2301,62303,,Adquisicion maquinaria,50000,100000,21018.12,,
1111,2301,62303,A,Adquisicion maquinaria,0,9830.65,9830.65,,
1111,2301,62303,R,Adquisicion maquinaria,0,58689.69,58601.44,,
1111,2301,62501,,Mobiliario,100000,130000,29829.45,,
1111,2301,62501,R,Mobiliario,0,42983.7,42046.05,,
1111,2381,22711,,Plan para la igualdad,0,0,2516.82,,
1115,2323,22745,,Programa educacion calle para sin techo,116000,116000,65715.18,,
1115,2323,48003,,Atenciones sociales,40000,40000,9330.49,,
1115,2324,22002,,"Prensa,revistas y otras publicaciones",1500,1500,873.1,,
1115,2324,22105,,Vestuario y uniformes,800,800,0,,
1115,2324,22111,,Menaje,4320,4320,4510.81,,
1115,2324,22115,,Material tecnico especifico,4080,4080,1976.47,,
1115,2324,22759,,Monitores talleres,32752,32752,0,,
1115,2324,22784,,Contratros servicios de urgencias,586000,586000,324707.46,,
1115,2324,22786,,Transporte de comidas,19614.35,19614.35,6841.04,,
1115,2324,22786,R,Transporte de comidas,0,926.23,0,,
1115,2324,48003,,Atenciones sociales,38000,38000,20322.5,,
1115,2325,22111,,Menaje,8640,8640,2966.55,,
1115,2325,22115,,Material tecnico especifico,25000,25000,18670.37,,
1115,2325,22614,,Talleres gizarteratu,880000,880000,447079.49,,
1115,2325,22614,R,Talleres gizarteratu,0,47741.09,32847.87,,
1115,2325,22666,,Vigilancia nocturna villa suso,114806.44,114806.44,66970.4,,
1115,2325,22731,,Comedor público - gestión,162883.07,162883.07,33887.07,,
1115,2325,22747,,Gestión pisos tutelados,1187357.48,1187357.48,688749.85,,
1115,2325,22787,,Gestion aterpe,640612.4,640612.4,374490.32,,
1115,2325,22788,,Servicio atención diurna estrada,539005,539005,314419.56,,
1115,2325,48003,,Atenciones sociales,100000,100000,25580.64,,
1115,2325,48145,,Convenio caritas-taller ocupacional,54000,54000,43200,,
1115,2325,48145,R,Convenio caritas-taller ocupacional,0,13500,0,,
1115,2325,48169,,Convenio gao lacho drom,38748,38748,0,,
1115,2325,48169,R,Convenio gao lacho drom,0,9687,9687,,
1115,2325,48170,,Convenio irse programa apoyo a la insercion,30000,30000,24000,,
1115,2325,48170,R,Convenio irse programa apoyo a la insercion,0,7500,7500,,
1115,2325,48940,,Casa iniciativas abetxuko,92360,92360,73888,,
1115,2325,48940,R,Casa iniciativas abetxuko,0,23090,23090,,
1115,2327,12000,,Retribuciones basicas de funcionarios,559869.83,559869.83,381159.68,,
1115,2327,12100,,Retribuciones complementarias funcionarios,775579,775579,546521.1,,
1115,2327,14100,,Otro personal,626718,626718,476679.74,,
1115,2327,16000,,Seguridad social a cargo del ayuntamiento,670101,670101,480960.25,,
1115,2327,16500,,Cuotas elkarkidetza a cargo ayuntamiento,14106,14106,8942.05,,
1120,2311,12000,,Retribuciones basicas de funcionarios,368587.72,368587.72,247303.41,,
1120,2311,12100,,Retribuciones complementarias funcionarios,458270,458270,322717.27,,
1120,2311,14100,,Otro personal,291368,291368,219468.28,,
1120,2311,16000,,Seguridad social a cargo del ayuntamiento,342749,342749,237679.05,,
1120,2311,16500,,Cuotas elkarkidetza a cargo ayuntamiento,10417,10417,7439.9,,
1120,2311,22111,,Menaje,2400,2400,100.8,,
1120,2311,22115,,Material tecnico especifico,1360,1360,1479.85,,
1120,2311,22678,,Programa participación infantil,145000,145000,48912.01,,
1120,2311,22679,,Programa prevención prologo,30000,30000,12253.87,,
1120,2311,22680,,Taleres emociones,250000,250000,150272.49,,
1120,2311,22680,R,Taleres emociones,0,2257.78,2257.78,,
1120,2311,22697,,Programa salud mental infancia y adolescencia,100000,100000,25600.71,,
1120,2311,22698,,Lucha contra las violencias machistas,546296.6,503753,113266.37,,
1120,2311,22726,,Programa parentalidad positiva (senidegune),135000,135000,58381.89,,
1120,2311,22745,,Programa ada,522515.4,522515.4,304800.65,,
1120,2311,22746,,Egokitzen-coparentalidad positiva divorcios,60180,60180,35105,,
1120,2311,22748,,Terapias,175000,175000,112025.65,,
1120,2311,22749,,Programa descubre tu potencial,25319.25,25319.25,0,,
1120,2311,22763,,Progr. intervención precoz violencia filioparental,73100,73100,42641.69,,
1120,2311,22775,,Programa gestion bidatu,251860.54,251860.54,127074.36,,
1120,2311,22789,,Resiliencia - pausoka,376190.79,376190.79,219444.61,,
1120,2311,22791,,Plan local de infancia,215000,215000,95392.47,,
1120,2311,22791,R,Plan local de infancia,0,12659.63,0,,
1120,2311,22792,,Valoracion casos abusos sexuales,22000,22000,15084.5,,
1120,2311,22794,,Centros socioeducativos,1420033.82,1420033.82,828353.05,,
1120,2311,22794,R,Centros socioeducativos,0,2358,2358,,
1120,2311,48003,,Atenciones sociales,4000,4000,291.2,,
1120,2311,48036,,Convenio avaim,11780,11780,9424,,
1120,2311,48036,R,Convenio avaim. maltrato infantil,0,2945,2945,,
1120,2311,48187,,Convenio garenok,11780,11780,0,,
1120,2311,48187,R,Convenio garenok,0,2945,2945,,
1120,2311,48956,,Convenio contra la intolerancia,11780,11780,9424,,
1120,2311,48956,R,Convenio contra la intolerancia,0,2945,2945,,
1120,2311,48991,,Convenio unicef,11780,11780,9424,,
1120,2311,48991,R,Convenio unicef,0,2945,2945,,
1120,2311,48992,,Convenio con amapase,15000,15000,12000,,
1120,2311,48992,R,Convenio con amapase,0,3750,3750,,
1133,2312,22002,,"Prensa,revistas y otras publicaciones",12000,12000,10830.82,,
1133,2312,22105,,Vestuario y uniformes,9268.68,9268.68,5166.6,,
1133,2312,22106,,Productos alimenticios,2400000,2400000,1338743.93,,
1133,2312,22106,R,Productos alimenticios,0,191616.71,130261.68,,
1133,2312,22111,,Menaje,55000,55000,63754.46,,
1133,2312,22115,,Material tecnico especifico,48960,48960,19292.37,,
1133,2312,22117,,Servicio comidas dietas especiales,40000,40000,0,,
1133,2312,22606,,Servicios de peluqueria,13268,13268,7214.46,,
1133,2312,22618,,Otros gastos funcionamiento,15000,15000,7917.3,,
1133,2312,22652,,Animacion residencias tercera edad,362403,362403,207120.86,,
1133,2312,22667,,Servicios religiosos san prudencio,6900,6900,3450,,
1133,2312,22688,,Gestión servicio farmacia,18074.46,18074.46,6720,,
1133,2312,22702,,Servicio de cafeteria,14745.98,14745.98,7370.67,,
1133,2312,22708,,Traslado de personas mayores,54229.32,54229.32,86179.45,,
1133,2312,22717,,Servicio de comidas dietas especiales,0,0,0,,
1133,2312,22718,,Control de accesos e instalaciones ciam san prudencio,0,0,0,,
1133,2312,22719,,Alquiler e instalación módulo cocina temporal,0,0,0,,
1133,2312,48023,,Convenio afa-araba,22959.7,22959.7,18367.76,,
1133,2312,48023,R,Convenio afa-araba,0,5739.92,5739.92,,
1133,2312,48119,,Convenio aspace paralisis cerebral,13372,13372,10697.6,,
1133,2312,48119,R,Convenio aspace paralisis cerebral,0,3343,3343,,
1133,2312,48150,,Prog voluntariado acompañamiento personas mayores,6142.74,6142.74,4914.19,,
1133,2312,48150,R,Prog voluntariado acompañamiento personas mayores,0,1535.69,1535.69,,
1133,2312,48151,,Campo trabajo personas privadas de libertad,11180.86,11180.86,8944.69,,
1133,2312,48151,R,Campo trabajo personas privadas de libertad,0,2795.21,2795.21,,
1133,2312,48194,,Convenio colegio de abogados,10000,10000,0,,
1133,2312,48194,R,Convenio colegio de abogados,0,2500,2500,,
1133,2312,48959,,Convenio ascundean-3ªedad,70397.57,70397.57,56318.06,,
1133,2312,48959,R,Convenio ascundean-3ªedad,0,17599.39,17599.39,,
1133,2313,22111,,Menaje,10800,10800,3956.07,,
1133,2313,22623,,Programa apoyo a familias cuidadoras,166000,166000,104479.15,,
1133,2313,22623,R,Programa apoyo a familias cuidadoras,0,1092.15,1092.15,,
1133,2313,22709,,Plan de cuidados y vínculos,110000,110000,14885.24,,
1133,2313,22754,,Gestion centros socioculturales de mayores,3537617,3537617,2062438.8,,
1133,2313,22786,,Transporte de comidas,77192.81,77192.81,28067.9,,
1133,2313,22786,R,Transporte de comidas,0,3645.22,0,,
1133,2313,48958,,Convenio upv acercando generaciones,1750,1750,0,,
1133,2313,48961,,Convenio parroquia los angeles,9000,9000,7200,,
1133,2313,48961,R,Convenio parroquia los angeles,0,2250,2250,,
1133,2314,22002,,"Prensa,revistas y otras publicaciones",1300,1300,1156.53,,
1133,2314,22111,,Menaje,8568,8568,4819.98,,
1133,2314,22115,,Material tecnico especifico,612,612,872.39,,
1133,2314,22609,,Trabajadores familiares apartamentos mayores,636370.66,636370.66,318154.59,,
1133,2314,22618,,Otros gastos funcionamiento,12640,12640,4266.8,,
1133,2314,22628,,Animacion santa mª olarizu,71839,71839,41526.86,,
1133,2314,22705,,Gestion serv.atencion diurna bto.t.zumarraga,684320,684320,399186.62,,
1133,2314,22708,,Traslado de personas mayores,770750.05,770750.05,242763.95,,
1133,2314,22708,R,Traslado de personas mayores,0,7946.71,7946.71,,
1133,2314,22714,,Gestión servicio atención diurna renacimiento,427440,427440,235410.32,,
1133,2314,22718,,Gestion servicio atención diurna blas de otero,985920,985920,575120,,
1133,2314,22786,,Transporte de comidas,42105.17,42105.17,21830.34,,
1133,2314,22786,R,Transporte de comidas,0,1988.3,0,,
1133,2317,12000,,Retribuciones basicas de funcionarios,3403441.4,3403441.4,2311434.2,,
1133,2317,12100,,Retribuciones complementarias funcionarios,4693249,4693249,3536244.31,,
1133,2317,14100,,Otro personal,2575070,2575070,3493372.44,,
1133,2317,16000,,Seguridad social a cargo del ayuntamiento,3717300,3717300,3273305.75,,
1133,2317,16500,,Cuotas elkarkidetza a cargo ayuntamiento,131741,131741,99754.34,,
1133,2317,22699,,Otros gastos diversos contrato patroncinio en bici sin edad,0,2950,1495.86,,
1133,2317,62400,,Contrato patrocinio en bici sin edad,0,8050,8036.82,,
1133,2327,22701,,Incrementar red de comedores de vulnerabilidad,500000,500000,0,,
1145,2315,48138,,Convenio banco de alimentos,29000,29000,23200,,
1145,2315,48138,R,Convenio banco de alimentos,0,10140,9619.7,,
1145,2315,48157,,Federacion asoc.vicente abreu,34674.72,34674.72,26005.79,,
1145,2321,22786,,Transporte de comidas,210108.48,210108.48,64202.8,,
1145,2321,22786,R,Transporte de comidas,0,28132.13,18210.34,,
1145,2321,22797,,Servicio de ayuda a domicilio,18489365.04,18489365.04,11707675.45,,
1145,2321,22797,R,Servicio de ayuda a domicilio,0,70532.85,70532.85,,
1145,2321,48000,,Ayudas a emergencia social,5305000,5654698.84,5576767.73,,
1145,2321,48003,,Atenciones sociales,4143526.26,4143526.26,1586300.88,,
1145,2321,48004,,Fondos de emergencia habitacional - deshaucios,100000,100000,139082,,
1145,2321,48067,,Ayudas a gasto energético,40000,40000,5718.9,,
1145,2321,48154,,Cruz roja-acompañamiento personas mayores,77500,77500,0,,
1145,2321,48154,R,Cruz roja-acompañamiento personas mayores,0,19375,19375,,
1145,2321,48977,,Convenio save the children,12427,12427,9941.6,,
1145,2321,48977,R,Convenio save the children,0,2344.8,2344.8,,
1145,2322,22115,,Material tecnico especifico,37570,37570,18069.91,,
1145,2322,22619,,Educacion calle,1211292,1211292,706587,,
1145,2322,22746,,Vigilancia servicios sociales de base,482758.26,482758.26,290128.14,,
1145,2322,22746,R,Vigilancia servicios sociales de base,0,3872.81,3872.81,,
1145,2322,22759,,Monitores talleres,301000,301000,119818.3,,
1145,2322,22759,R,Monitores talleres,0,72277.45,72277.45,,
1145,2322,22799,,Contratos sise,1378428.35,1378428.35,312245.41,,
1145,2328,12000,,Retribuciones basicas de funcionarios,1191725.01,1191725.01,863721.5,,
1145,2328,12100,,Retribuciones complementarias funcionarios,1408023,1408023,1088603.5,,
1145,2328,14100,,Otro personal,2023823,2023823,1612851.19,,
1145,2328,16000,,Seguridad social a cargo del ayuntamiento,1468554,1468554,1161127.15,,
1145,2328,16500,,Cuotas elkarkidetza a cargo ayuntamiento,57997,57997,48456.21,,
1310,9313,12000,,Retribuciones basicas de funcionarios,158693.74,158693.74,110965.29,,
1310,9313,12100,,Retribuciones complementarias funcionarios,240393,240393,171636.49,,
1310,9313,14100,,Otro personal,14317,14317,12943.49,,
1310,9313,16000,,Seguridad social a cargo del ayuntamiento,99389,99389,77262.4,,
1310,9313,16500,,Cuotas elkarkidetza a cargo ayuntamiento,6340,6340,5152.9,,
1509,1701,11000,,Retribuciones personal eventual gabinete,60954,60954,0,,
1509,1701,12000,,Retribuciones basicas de funcionarios,7947.34,7947.34,0,,
1509,1701,12100,,Retribuciones complementarias funcionarios,25871,25871,0,,
1509,1701,16000,,Seguridad social a cargo del ayuntamiento,14740,14740,0,,
1509,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,0,,
1510,1341,62314,R,Eu serv prést turi pstd fii,0,150000,0,,
1510,1701,11000,,Retribuciones personal eventual gabinete,60954,60954,56148.52,,
1510,1701,12000,,Retribuciones basicas de funcionarios,7947.34,7947.34,21481.55,,
1510,1701,12100,,Retribuciones complementarias funcionarios,25871,25871,44042.51,,
1510,1701,14100,,Otro personal,0,0,32495.79,,
1510,1701,16000,,Seguridad social a cargo del ayuntamiento,14740,14740,35646.81,,
1510,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,1662,1662,1187.3,,
1510,1701,22004,,Edicion y reproduccion de cartografia y proyectos,1000,1000,0,,
1510,1701,22205,,"Reuniones,conferencias y congresos",4000,4000,300,,
1510,1701,22206,,Acciones exteriores y colaboraciones internacionales,3000,3000,3000,,
1510,1701,22603,,"Comunicación, traducción, publicidad",50000,50000,3089.7,,
1510,1701,48101,,Convenio mobility lab,0,300000,150000,,
1510,1701,62630,,Licencias software,38000,38000,0,,
1510,1701,78101,,Fundación mobility lab,300000,0,0,,
1514,1701,12000,,Retribuciones basicas de funcionarios,236430.8,236430.8,164272.87,,
1514,1701,12100,,Retribuciones complementarias funcionarios,303406,303406,229161.27,,
1514,1701,14100,,Otro personal,84445,84445,130713.58,,
1514,1701,16000,,Seguridad social a cargo del ayuntamiento,187979,187979,163519.7,,
1514,1701,16500,,Cuotas elkarkidetza a cargo ayuntamiento,12084,12084,9377.38,,
152002,1331,60195,,Mejora elementos seguridad de traficos,90000,90000,0,,
152002,1515,60125,,"Piie  reurbanización  (electro movilidad, infraest. verde) zaramaga",2087731.82,2087851.68,0,,
152002,1533,20302,,Sistema de prestamo de bicicletas y vmp,300000,300000,0,,
152002,1533,60102,R,Mejora de accesibilidad,0,58714.68,58654.36,,
152002,1533,60116,,Reformas y asfaltados integrales,800000,800000,154704.97,,
