#Organikoa,Funtzionala,Ekonomikoa,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
152007,4350,22111,Tresnak eta lanabesak,40000.0,40000.0,54996.13
152007,4350,22112,Ureztatze automatikoa instalatzea.,0.0,0.0,0.0
152007,4350,22711,Berdeguneak onik zaintzea,2500000.0,2678720.46,2687452.27
152008,5330,21000,Azpiegiturak eta ondasun naturalak,75000.0,68375.72,59113.33
152008,5331,12000,Funtzionarioen oinarrizko ordainsariak,125313.0,111876.0,118189.94
152008,5331,12100,Funtzionarioen ordainsari osagarriak,172053.0,157026.0,173452.27
152008,5331,14100,Bestelako langileak,33172.0,33172.0,13887.89
152008,5331,16000,"Gizarte Segurantza, enpresaren kontura",104367.0,95129.0,93154.02
152008,5331,16500,"Elkarkidetzako kuotak, Udalaren kontura",549.0,549.0,662.25
152008,5331,21902,"Baso-bide, landaketak eta naturguneak mantentzea",75000.0,75000.0,53217.69
152008,5331,21911,Herrietako lorategiak onik zaintzea,350000.0,350000.0,351974.72
152008,5331,22111,Tresnak eta lanabesak,50000.0,40326.0,9247.93
152008,5331,22145,Eremu hondatuak lehengoratzea,50000.0,50000.0,0.0
152008,5331,22700,"Hondakinak jasotzea eta mantentze lanak, herrietan eta hilerrian",966434.0,1376151.4,1397458.88
152008,5331,22732,Goi-mendietako ehiza-esparrua,0.0,0.0,0.0
1610,1200,21100,Udal eraikinak onik zaintzea,2042656.0,2044497.13,1743095.19
1610,1200,21207,Ekipoak onik zaindu eta konpontzea,70000.0,53000.0,69981.82
1610,1200,22109,Garbiketa-produktuak,270000.0,230000.0,277082.13
1610,1200,22111,Tresnak eta lanabesak,15000.0,10000.0,11390.59
1610,1200,22146,Edukiontzi higienikoetarako kontratua,27000.0,17429.79,11356.45
1610,1200,22147,Tentsio baxuko kontratuak,5000.0,1000.0,2776.95
1610,1200,22722,Komun publikoak mantentzeko kontratua,30000.0,30000.0,27781.04
1610,1200,22783,Garbiketa Ataleko kontratuak,1750130.0,1750130.0,1726210.67
1610,1901,21200,Makinak eta instalazioak onik zaintzea,1752314.0,1752314.0,1399492.66
1610,1901,22103,Energia-eraginkortasunerako kontratua,3723144.0,3798714.21,4169451.71
1610,1902,22148,Igerilekuak mantentzeko kontratua,1429029.0,1429029.0,1482746.67
1610,4329,12000,Funtzionarioen oinarrizko ordainsariak,39200.0,39200.0,8816.99
1610,4329,12100,Funtzionarioen ordainsari osagarriak,89031.0,89031.0,26582.0
1610,4329,16000,"Gizarte Segurantza, enpresaren kontura",22231.0,22231.0,6986.73
1610,4329,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,31.15
1620,4329,12000,Funtzionarioen oinarrizko ordainsariak,92277.0,92277.0,96011.84
1620,4329,12100,Funtzionarioen ordainsari osagarriak,119261.0,119261.0,122877.47
1620,4329,14100,Bestelako langileak,88724.0,88724.0,79339.37
1620,4329,16000,"Gizarte Segurantza, enpresaren kontura",83679.0,83679.0,81538.12
1620,4329,16500,"Elkarkidetzako kuotak, Udalaren kontura",207.0,207.0,324.02
1630,4329,12000,Funtzionarioen oinarrizko ordainsariak,1761830.0,1761830.0,1781845.23
1630,4329,12100,Funtzionarioen ordainsari osagarriak,2259936.0,2259936.0,2315758.11
1630,4329,13000,Lan-kontratudun langile finkoen ordainsariak,26723.0,26723.0,3559.22
1630,4329,14100,Bestelako langileak,3110928.0,3110928.0,3019829.96
1630,4329,16000,"Gizarte Segurantza, enpresaren kontura",2321481.0,2321481.0,2335793.91
1630,4329,16500,"Elkarkidetzako kuotak, Udalaren kontura",4661.0,4661.0,12054.02
1640,4329,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,0.0
1640,4329,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,0.0
1640,4329,14100,Bestelako langileak,0.0,0.0,0.0
1640,4329,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,0.0
1640,4329,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,0.0
1640,5111,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,3310.46
1640,5111,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,4656.45
1640,5111,13000,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,0.0
1640,5111,14100,Bestelako langileak,0.0,0.0,0.0
1640,5111,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,2920.82
1640,5111,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,165.0
1810,1900,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,25524.68
1810,1900,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,50440.2
1810,1900,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,10359.36
1810,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,118.7
1815,1900,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,157688.8
1815,1900,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,181849.55
1815,1900,13000,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,95399.45
1815,1900,14100,Bestelako langileak,0.0,0.0,277299.42
1815,1900,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,220076.54
1815,1900,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,1188.7
1816,1261,12000,Funtzionarioen oinarrizko ordainsariak,471667.0,471667.0,0.0
1816,1261,12100,Funtzionarioen ordainsari osagarriak,633741.0,633741.0,478.85
1816,1261,13000,Lan-kontratudun langile finkoen ordainsariak,30665.0,30665.0,0.0
1816,1261,14100,Bestelako langileak,217191.0,217191.0,0.0
1816,1261,16000,"Gizarte Segurantza, enpresaren kontura",415905.0,415905.0,0.0
1816,1261,16500,"Elkarkidetzako kuotak, Udalaren kontura",4843.0,4843.0,0.0
181701,3211,12000,Funtzionarioen oinarrizko ordainsariak,1420778.0,1420778.0,1299415.92
181701,3211,12100,Funtzionarioen ordainsari osagarriak,1627365.0,1627365.0,1455692.98
181701,3211,14100,Bestelako langileak,438910.0,438910.0,572479.93
181701,3211,16000,"Gizarte Segurantza, enpresaren kontura",909150.0,909150.0,930581.13
181701,3211,16500,"Elkarkidetzako kuotak, Udalaren kontura",3918.0,3918.0,5777.55
181701,3211,22106,Elikagaiak,133900.0,110900.0,73794.06
181701,3211,22115,Material didaktiko suntsikorra,25000.0,25000.0,14547.21
181701,3211,22199,Bestelako hainbat hornikuntza eta gastu,15000.0,15000.0,10453.64
181701,3211,22786,Haur eskoletako bazkari-zerbitzua,51500.0,51500.0,39448.75
181701,3212,22300,Garraioa,1800.0,1800.0,4903.69
181701,3212,22659,Hezkuntza programak,396000.0,332012.0,340578.07
181702,3211,12000,Funtzionarioen oinarrizko ordainsariak,148636.0,148636.0,161273.85
181702,3211,12100,Funtzionarioen ordainsari osagarriak,170230.0,170230.0,167445.93
181702,3211,14100,Bestelako langileak,38053.0,38053.0,31162.57
181702,3211,16000,"Gizarte Segurantza, enpresaren kontura",80992.0,80992.0,82406.17
181702,3211,16500,"Elkarkidetzako kuotak, Udalaren kontura",565.0,565.0,759.6
181702,3212,22780,Opor-programa,192001.0,177001.0,176882.65
181702,3214,20200,Makineria eta instalazioak alokatzea,250.0,250.0,0.0
181702,3214,22115,Berariazko material teknikoa,18000.0,18000.0,13024.36
181702,3214,22603,Haur-eskolen kanpainaren eta udako programaren zabalkundea,1.0,1.0,0.0
181703,3213,22654,Udaleko Eskola Kontseilua,0.0,0.0,0.0
182001,4515,12000,Funtzionarioen oinarrizko ordainsariak,969659.0,969659.0,176322.64
182001,4515,12100,Funtzionarioen ordainsari osagarriak,1430712.0,1430712.0,282631.42
182001,4515,14100,Bestelako langileak,875103.0,875103.0,22817.89
182001,4515,16000,"Gizarte Segurantza, enpresaren kontura",892495.0,892495.0,85404.06
182001,4515,16500,"Elkarkidetzako kuotak, Udalaren kontura",2563.0,2563.0,712.2
182001,4515,22115,Gizarte-etxeetako berariazko material teknikoa,10000.0,10000.0,13099.92
182001,4515,22603,Gizarte-etxeetako informazio-panelak,0.0,0.0,0.0
182001,4515,22618,Gizarte etxeetako bestelako funtzionamendu gastuak,20000.0,20000.0,37788.44
182001,4515,22767,Zonako lantaldeen programak,0.0,0.0,0.0
182001,4515,85103,KALEIDOS.RED fundazioa,12020.0,12020.0,12020.0
182001,4532,22732,Aisia eta denbora libreko zerbitzu-kontratuak,1464085.8,1536988.5,1580234.41
182002,4510,12000,Funtzionarioen oinarrizko ordainsariak,114701.0,114701.0,145422.06
182002,4510,12100,Funtzionarioen ordainsari osagarriak,132176.0,132176.0,163857.27
182002,4510,14100,Bestelako langileak,126785.0,126785.0,74645.86
182002,4510,16000,"Gizarte Segurantza, enpresaren kontura",103580.0,103580.0,110274.27
182002,4511,22636,Gizarte etxeetako kultura-ikastaroak,477000.0,479500.0,403704.43
182002,4511,22647,Gizarte-etxeetako kanpainak,3000.0,5500.0,37571.37
182002,4511,22649,Udalaren liburutegi sareko programa,75000.0,80000.0,61827.66
182002,4511,22749,Liburutegi sareko kontratuak,1032241.5,1032241.5,1075901.7
182002,4519,22663,Gabonetako Haur Parkea,0.0,0.0,0.0
1822,4531,22699,Herritarren parte-hartzeko beste hainbat gastu,2500.0,2500.0,1663.3
1822,4531,22732,Zerbitzuak emateko kontratuak,45000.0,45000.0,44406.29
1822,4531,22799,Herritarren parte-hartzeko beste hainbat kanpo-lan,30000.0,30000.0,31289.3
1822,4630,12000,Funtzionarioen oinarrizko ordainsariak,100148.0,100148.0,99494.46
1822,4630,12100,Funtzionarioen ordainsari osagarriak,117313.0,117313.0,114029.19
1822,4630,14100,Bestelako langileak,35677.0,35677.0,38069.21
1822,4630,16000,"Gizarte Segurantza, enpresaren kontura",61261.0,61261.0,62842.54
182601,4521,12000,Funtzionarioen oinarrizko ordainsariak,336435.0,336435.0,119383.78
182601,4521,12100,Funtzionarioen ordainsari osagarriak,508772.0,508772.0,159094.26
182601,4521,14100,Bestelako langileak,366896.0,366896.0,127467.52
182601,4521,16000,"Gizarte Segurantza, enpresaren kontura",326875.0,326875.0,117631.95
182601,4521,16500,"Elkarkidetzako kuotak, Udalaren kontura",1073.0,1073.0,423.36
182601,4521,22737,Eguberrietako jarduerak,50000.0,50000.0,50637.5
182601,4522,22761,Izotz-pista alokatzeko kontratuak,785000.0,1018076.49,1014805.83
182601,4522,22767,Instalazioen arretarako kontratuak,678820.56,656141.94,603126.77
182602,4521,12000,Funtzionarioen oinarrizko ordainsariak,90445.0,90445.0,90248.38
182602,4521,12100,Funtzionarioen ordainsari osagarriak,110695.0,110695.0,106424.82
182602,4521,14100,Bestelako langileak,52048.0,52048.0,63615.32
182602,4521,16000,"Gizarte Segurantza, enpresaren kontura",59563.0,59563.0,61798.79
182602,4521,16500,"Elkarkidetzako kuotak, Udalaren kontura",321.0,321.0,501.44
182602,4521,22738,Arreta medikoa,75493.0,75493.0,67779.97
182602,4521,22740,Kirolariei laguntzeko zerbitzu medikoa,0.0,0.0,0.0
182602,4522,21200,"Makinak, instalazioak eta tresnak mantentzea",0.0,0.0,0.0
182602,4523,22108,Botikak eta hemoderibatuak,8000.0,8000.0,5487.88
182603,4521,12000,Funtzionarioen oinarrizko ordainsariak,140311.0,140311.0,93688.35
182603,4521,12100,Funtzionarioen ordainsari osagarriak,208233.0,208233.0,140134.33
182603,4521,13000,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,0.0
182603,4521,14100,Bestelako langileak,77902.0,77902.0,73970.5
182603,4521,16000,"Gizarte Segurantza, enpresaren kontura",100406.0,100406.0,79917.93
182603,4521,16500,"Elkarkidetzako kuotak, Udalaren kontura",384.0,384.0,534.78
182603,4521,22300,Garraioa,15980.25,15980.25,13497.73
182603,4521,22602,Sari eta garaikurrak,9000.0,9000.0,4258.57
182603,4521,22699,Bestelako hainbat gastu,35000.0,44030.1,46927.51
182603,4521,22706,Jarduera fisikoen programa,3333882.72,3187230.72,3036463.98
182603,4521,22724,Kirol-dinamizaziorako programa,150764.97,60764.97,56466.98
182603,4521,22725,Osasun sustapenerako programa,78557.25,78557.25,62775.75
182603,4521,22728,Euskal Herriko Txirrindularitza Itzulia,25000.0,25000.0,25000.0
182603,4521,22730,"“Kirola, hezteko giro eta bide” kanpaina",0.0,0.0,0.0
182603,4521,22734,Ikasleentzako elur-programa,0.0,0.0,0.0
182603,4521,22735,Gazteentzako programak,80000.0,83000.0,28290.59
182603,4521,22736,Kirol ekitaldien urteko egitaraua,0.0,0.0,0.0
182603,4522,22768,Muntatze-zerbitzu bereziak,25000.0,23164.45,23529.62
182604,4521,22115,Berariazko material teknikoa,25000.0,25000.0,24066.21
182604,4522,21200,Makinak eta instalazioak onik zaintzea,12100.0,12100.0,12090.54
9005,1110,10000,Zinegotzien oinarrizko ordainsariak,1524315.0,1524315.0,1480260.92
9005,1110,16000,"Gizarte Segurantza, enpresaren kontura",338077.0,338077.0,336735.53
9005,1110,16500,"Elkarkidetzako kuotak, Udalaren kontura",139.0,139.0,218.0
9005,1110,22633,Araudi organikoan jasotako diru-ordainak,583200.0,583200.0,583200.0
9015,3140,16103,"Pentsioak, Udalaren kontura",250000.0,250000.0,199580.02
9015,3140,16109,"Pentsioen osagarria, Arabako Mutua Forala",18350.0,18350.0,4816.84
015508,9211,43101,Luis Aranburu Musika Eskolari,597852.38,633262.85,569936.58
015508,9211,43103,Jose Uruñuela Dantza Kontserbatorioari,464565.13,464565.13,418108.63
015508,9211,73101,"Ekarpena, Luis Aranburu Musika Eskolari",13000.0,13000.0,0.0
015508,9211,73103,Jose Uruñuela Dantza Kontserbatorioari,5931.46,5931.46,0.0
0214,4300,60156,Trenbidea lurperatzea eta instalazioak,1.0,1.0,0.0
0214,4300,62259,Salburuko gizarte-etxea,3500000.0,3500000.0,2166164.08
0214,4300,62260,Zabalganeko gizarte-etxea,1000000.0,1000000.0,0.0
0214,4300,62275,"Folklore Akademiaren eraikina, Lakuan",0.0,0.0,0.0
0214,4330,62244,Geltoki intermodala,0.0,0.0,0.0
0214,4330,62277,Gasteiz Antzokia eraikina,0.0,0.0,0.0
0410,9210,43300,"Ekarpena, TUVISAri",13000000.0,13000000.0,12100000.0
0410,9210,43303,"Ekarpena, ARICHi",0.0,0.0,0.0
0410,9210,43305,TUVISAri,0.0,0.0,0.0
0410,9210,73300,TUVISAri,1269331.52,1269331.52,1159331.48
0410,9210,73303,"Ekarpena, ARICHi",288000.0,288000.0,312035.57
0410,9211,43102,Ingurugiro Gaietarako Ikastegiari,1651737.0,1921773.0,1729595.7
1011,1270,62623,e-administrazioa plan zuzentzailea,750000.0,750000.0,68066.51
1511,4445,64406,Mugikortasun iraunkorraren plana,60000.0,60000.0,28689.68
152005,4444,60115,Bestelako inbertsio estrategikoak,3000000.0,3000000.0,1689237.44
152008,4300,60150,Herrietako obrak,300000.0,300000.0,6900.0
1610,1200,62299,Haur-eskolak mantentzeko plan zuzentzailea,0.0,0.0,0.0
182604,4524,62201,"Eraberritze-lanak, futbol zelaietan",50000.0,50000.0,50000.0
015503,4511,48922,Inauterietako konpartsentzako deialdia,60000.0,60000.0,58967.0
015503,4512,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,128119.88
015503,4512,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,160772.46
015503,4512,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,94779.48
0187,4621,11000,Kabineteko behin-behineko langileen ordainsariak,135528.0,135528.0,107633.89
0187,4621,12000,Funtzionarioen oinarrizko ordainsariak,41894.0,41894.0,43555.06
0187,4621,12100,Funtzionarioen ordainsari osagarriak,43737.0,43737.0,45780.28
0187,4621,16000,"Gizarte Segurantza, enpresaren kontura",56683.0,56683.0,52284.49
0187,4621,16500,"Elkarkidetzako kuotak, Udalaren kontura",66.0,66.0,264.04
0201,1900,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,1279.67
0201,1900,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,4395.21
0201,1900,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,1080.81
081801,7211,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,51179.04
081801,7211,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,55710.23
081801,7211,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,228.4
081802,3225,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,18965.12
081802,3225,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,21854.19
081802,3225,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,26185.31
081802,3225,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,114.2
1501,1900,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,1450.27
1501,1900,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,4435.69
1501,1900,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,1080.81
1511,4447,14100,Bestelako langileak,48082.0,48082.0,96191.75
1513,4442,12000,Funtzionarioen oinarrizko ordainsariak,103667.0,103667.0,120864.45
1513,4442,12100,Funtzionarioen ordainsari osagarriak,142204.0,142204.0,167059.69
1513,4442,14100,Bestelako langileak,33632.0,33632.0,13900.19
1513,4442,16000,"Gizarte Segurantza, enpresaren kontura",78782.0,78782.0,86732.55
1513,4442,16500,"Elkarkidetzako kuotak, Udalaren kontura",2152.0,2152.0,340.66
1816,4515,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,1580301.43
1816,4515,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,2163782.45
1816,4515,14100,Bestelako langileak,0.0,0.0,1197287.32
1816,4515,16000,"Gizarte Segurantza, enpresaren kontura",0.0,0.0,1523317.36
1816,4515,16500,"Elkarkidetzako kuotak, Udalaren kontura",0.0,0.0,7012.5
1816,4515,13000,Lan-kontratudun langile finkoen ordainsariak,0.0,0.0,31597.39
181703,3211,12000,Funtzionarioen oinarrizko ordainsariak,61115.0,61115.0,74977.23
181703,3211,12100,Funtzionarioen ordainsari osagarriak,65877.0,65877.0,65964.7
181703,3211,14100,Bestelako langileak,0.0,0.0,0.0
181703,3211,16000,"Gizarte Segurantza, enpresaren kontura",34686.0,34686.0,36918.22
181703,3211,16500,"Elkarkidetzako kuotak, Udalaren kontura",76.0,76.0,118.7
182604,4521,12000,Funtzionarioen oinarrizko ordainsariak,92426.0,92426.0,101906.58
182604,4521,12100,Funtzionarioen ordainsari osagarriak,128815.0,128815.0,130528.19
182604,4521,14100,Bestelako langileak,76732.0,76732.0,75563.56
182604,4521,16000,"Gizarte Segurantza, enpresaren kontura",89242.0,89242.0,92659.25
182604,4521,16500,"Elkarkidetzako kuotak, Udalaren kontura",290.0,290.0,383.91
182604,4521,13000,Lan-kontratudun langile finkoen ordainsariak,42491.0,42491.0,42669.36
0110,1111,12000,Funtzionarioen oinarrizko ordainsariak,0.0,0.0,37261.15
0110,1111,12100,Funtzionarioen ordainsari osagarriak,0.0,0.0,66495.29
0171,1242,14100,Bestelako langileak,155122.0,155122.0,137672.69
182002,4510,13000,Lan-kontratudun langile finkoen ordainsariak,8803.0,8803.0,8803.03
182002,4510,16500,"Elkarkidetzako kuotak, Udalaren kontura",489.0,489.0,771.55
1822,4630,16500,"Elkarkidetzako kuotak, Udalaren kontura",152.0,152.0,237.4
152005,5111,60181,Gamarrako minigolfa kentzeko inbertsioak,120000.0,120000.0,76308.56
152005,4300,60133,Auzokideek zehaztu beharreko inbertsioak,1000000.0,1000000.0,96351.98
152005,4300,60172,Espazio publikoko inbertsioen plan zuzentzailea,2000000.0,2000000.0,334589.03
0214,4444,62265,Europa jauregia eraberritu eta handitzea,4000000.0,4000000.0,92668.55
0910,1240,48002,Langileentzako ikasketa beka eta poltsak,24232.0,24232.0,22849.74
015503,4510,68500, Eskultura eta artelanak erostea,3000.0,17281.1,16905.4
0214,4300,62223,Azoka plaza berreraikitzea,200000.0,200000.0,20737.21
015501,4541,62800,Artxiborako argitalpenak eta liburuak erostea,30000.0,30900.0,30650.02
015503,4511,22605,Erakusketa lekuak dinamizatzea,34300.0,34300.0,34794.27
015503,4511,48929,"Hitzarmena, Jazz jaialdiarekin",145000.0,165000.0,165000.0
015503,4511,48933,Kultur proiektuetarako diru-laguntza deialdia,18000.0,18000.0,17829.0
015503,4511,48963,Hitzarmena Big-band jaialdiarekin,9300.0,9300.0,9300.0
015503,4511,48969,Hitzarmena Urrezko Zeledonen Elkartearekin.,6000.0,6000.0,6000.0
015503,4511,48971,Hitzarmena Arabako Dantzarien Biltzarrarekin,13900.0,13900.0,13900.0
015503,4511,48977,Bertako artisten erakusketen programa,10000.0,10000.0,9868.0
015503,4511,48987,Hitzarmena Gasteizko penitentzi kofradiekin,2500.0,2500.0,2500.0
015503,4511,48988,Hitzarmena Menditour Vitoriarekin,1500.0,1500.0,1500.0
015503,4511,48990,Hitzarmena: Gasteiz Teloneros Makina kultura,8000.0,0.0,0.0
015503,4519,22758,Gasteizko batailaren 2. mendeurreneko ekitaldiak kontratzea,95000.0,95000.0,83223.4
015503,4519,48912,Hitzarmena: komunitateen jaia,10000.0,10000.0,10000.0
015507,4533,48953,Gauekoak programa,150000.0,150000.0,150000.0
0160,3101,48139,Emakume elkarteentzako diru-laguntza deialdia,20000.0,20000.0,19653.42
0171,1242,48005,Euskararen Plan Nagusiko diru-laguntzak,88000.0,57600.0,45226.81
0171,1242,48044,Hitzarmena GEUrekin,70000.0,70000.0,70000.0
0171,1242,48049,Hitzarmena Euskharan elkartearekin,22000.0,22000.0,22000.0
0171,1242,48970,HItzarmena: Arabako Bertsozale Elkartea,50000.0,50000.0,50000.0
0350,2221,62400,Ibilgailuak,50000.0,55000.0,669.0
0410,1201,62400,Ibilgailuak,32000.0,32000.0,116125.01
0410,1203,62501,Altzariak,30000.0,30000.0,3125.63
0410,1203,62505,Udal sailetako hainbat erosketa,20000.0,20000.0,6693.56
0410,1204,62900,Ezbeharrengatiko berritzeak,1.0,85249.6,70025.67
0410,1900,48024,Hitzarmena erregioen etxeekin,40000.0,40000.0,40000.0
0410,1900,48025,Hitzarmena Gao Lacho Drom elkartearekin,26776.0,26776.0,24541.0
0410,1900,78001,Ekarpena: lurralde etxeak,40000.0,40000.0,40000.0
1010,1250,22732,Zerbitzuak emateko kontratuak,200000.0,147000.0,37947.28
1012,1250,62600,Informatika ekipoak erostea,300000.0,319107.0,192302.46
1012,1250,62604,Oinarrizko softwarea erostea,220000.0,220000.0,75017.25
1111,3100,48045,Diru-laguntzak,150000.0,150000.0,148367.13
1115,3150,48003,Gizarte laguntzak,48000.0,48000.0,29777.71
1115,3151,48003,Gizarte laguntzak,31200.0,31200.0,31563.87
1115,3152,48003,Gizarte laguntzak,30546.0,30546.0,31611.63
1115,3152,48046,Hitzarmena: Bizitza Berria,120000.0,120000.0,120000.0
1115,3152,48170,"Hitzarmena, IRSE: laneratzeko programa",51284.0,51284.0,51284.0
1115,3152,48196,Hitzarmena: Bultzain,18000.0,18000.0,18000.0
1120,3110,48003,Gizarte laguntzak,80000.0,80000.0,73902.76
182603,4521,48115,Hitzarmena: Arabako Bolo-jokalarien Federazioa,5817.07,5817.07,5815.07
1115,3152,48121,"Hitzarmena: HIESaren aurkako batzordea, Etxe irekia",300000.0,300000.0,300000.0
1115,3152,48137,"Hitzarmena: HIESaren aurkako batzordea, zainpeko etxebizitzak",214666.99,214666.99,214666.99
1115,3152,48148,"Hitzarmena: Afroamericana, zainpeko etxebizitzak",342919.0,342919.0,342919.0
1115,3152,48190,Gazteei laguntzeko etxebizitza erdi zaindua,53587.3,53587.3,53587.3
1145,3135,48157,Vicente Abreu elkarte federazioa,30000.0,30000.0,30000.0
0214,4300,62292,Mariturri haur-eskola ,1800000.0,1800000.0,699664.95
1115,3152,48140,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",395000.0,395000.0,395000.0
1115,3152,48184,Hitzarmena: Clara Campoamor - bortx. biktimentzako etxebizitzak,193797.0,193797.0,193797.0
1115,3152,48901,"Hitzarmena: HIESaren aurkako batzordea, Aterpe",382328.0,382328.0,382328.0
1145,3134,48003,Gizarte laguntzak,1200000.0,3800123.11,3885578.2
1145,3135,48103,Ezinduentzako bono-taxia,250000.0,250000.0,226360.0
152008,5331,72000,"AFA, lursailen arteko bideak egitea",150000.0,150000.0,139358.92
1610,1200,48960,Hitzarmena ASAFESekin - Instalazioen garbiketa,121548.0,121548.0,121548.0
1610,1901,62303,Ekipoak berritzea,83444.0,83444.0,62465.2
1610,1902,62926,Igerilekuetako kontratuetako inbertsioak,816203.84,816203.84,689573.4
181702,3213,48001,Eskolaz kanpoko jarduerak,54000.0,54000.0,52757.89
181702,3213,48004,Hezkuntza konpentsazioa,130000.0,143988.0,143988.0
181703,3213,48010,Diru-laguntza: guraso elkarteen opor programa eta eskolaz kanpokoak,126000.0,126000.0,126000.0
182001,4515,48988,Hitzarmena: San Martin auzo-elkartea,100000.0,100000.0,100000.0
182603,4521,48935,Diru-laguntza deialdi orokorra,325000.0,325000.0,300602.2
182001,4515,62505,Bestelako tresnak,10000.0,10000.0,9473.11
182001,4519,22709,Jolas jaialdia,75000.0,71700.0,70606.26
182002,4511,62800,Liburutegietarako argitalpenak eta liburuak erostea,25000.0,50000.0,49945.35
182603,4521,48142,Hitzarmena: Arazoak,14479.94,14479.94,14479.94
182601,4524,62228,Udako esparruetako ekipamenduak,40000.0,40000.0,33715.98
1610,1200,42013,Hitzarmena GOFErekin - Instalazioen garbiketa,2377068.0,2377068.0,2375650.26
0171,1242,48064,Hitzarmena: Korrika,3000.0,3000.0,3000.0
0350,2221,62288,Iradier Arena aparkalekuan hesiak jartzea,15000.0,15000.0,9181.56
1822,4622,48954,Auzo-elkarteentzako diru-laguntzak,177500.0,177500.0,175000.0
182603,4521,48119,Hitzarmena: ASPACE,24501.31,24501.31,24501.31
182603,4521,48133,Hitzarmena: Zuzenak,125000.0,125000.0,124961.68
182603,4521,48168,Hitzarmena: futbol-zelaiak,288480.2,288480.2,277856.57
182603,4521,48185,Hitzarmena: Martín Fiz,25000.0,25000.0,25000.0
0821,5142,62290,URBAN Ramón Bajo ikastetxea,600000.0,600000.0,454472.17
0214,4330,64201,Azterlanak eta proiektuak,70000.0,70000.0,18576.08
0821,7213,48180,VIArentzako transferentziak,290000.0,290000.0,40000.0
182603,4521,48924,Diru-laguntza: Baskonia fundazioa,113750.0,0.0,0.0
182603,4521,48925,Diru-laguntza: Alavés Fundazioa,111100.0,0.0,0.0
1165,3220,48972,"Hitzarmena: Sartu, enplegu-planeko prestakuntza",0.0,78000.0,78000.0
1165,3220,48966,Hitzarmena: SAREGUNE proiektuari laguntzea,80000.0,80000.0,80000.0
0821,3220,22677,Ekintzaileentzako berariazko prestakuntza,50571.39,10571.39,56396.98
1165,3220,47121,"Hitzarmena: merkataritza-agenteen elkargoa, eskualdeko enplegu-plana",0.0,12000.0,12000.0
0821,3220,22678,Ekintzaileentzako eskualdeko enplegu-plana,0.0,123000.0,82922.82
1165,3220,48971,"Hitzarmena: Gurutze Gorria, Eskualdeko Enplegu Plana",0.0,98000.0,98000.0
1165,3220,48967,"Kontrataziorako laguntzak, Eskualdeko Enplegu Plana",0.0,150000.0,101869.65
1165,3220,48968,"Hitzarmena: Sartu, Eskualdeko Enplegu Plana",0.0,103700.0,103770.0
1165,3220,48969,"Hitzarmena: Kide Emaus, Eskualdeko Enplegu Plana",0.0,185640.0,177700.0
1165,3220,48970,"Hitzarmena: Garbinguru, Eskualdeko Enplegu Plana",0.0,185640.0,185640.0
081802,3225,14100,Bestelako langileak,0.0,0.0,70469.22
0214,4300,62260,Zabalganeko gizarte-etxea,0.0,346752.89,0.0
