#Orgánico,Funcional,Económico,R,Denominación Aplicacion,Tot Crédito inicial 2020,Tot Crédito Definitivo,Tot Obligado
1018,9204,16000,,Seguridad social a cargo del Ayuntamiento,14360.0,12809.15,12552.12
1018,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
1019,9204,12000,,Retribuciones básicas de funcionarios,28228.0,28228.0,22596.2
1019,9204,12100,,Retribuciones complementarias funcionarios,42660.0,42660.0,30140.37
1019,9204,16000,,Seguridad social a cargo del Ayuntamiento,14360.0,12809.15,12552.12
1019,9204,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
1020,9204,12000,,Retribuciones básicas de funcionarios,27342.0,27342.0,27147.94
1020,9204,12100,,Retribuciones complementarias funcionarios,42180.0,42180.0,41700.32
1020,9204,16000,,Seguridad social a cargo del Ayuntamiento,12809.0,12809.0,12552.12
1110,2301,12000,,Retribuciones básicas de funcionarios,102194.0,102194.0,111047.64
1110,2301,12100,,Retribuciones complementarias funcionarios,151579.0,151579.0,158806.29
1110,2301,14100,,Otro personal,125950.0,125950.0,132277.98
1110,2301,16000,,Seguridad social a cargo del Ayuntamiento,100153.0,98886.54,104872.68
1110,2301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1266.46,1351.03
1111,2301,12000,,Retribuciones básicas de funcionarios,761544.0,761544.0,681036.01
1111,2301,12100,,Retribuciones complementarias funcionarios,956784.0,956784.0,847156.66
1111,2301,13000,,Retribuciones personal laboral fijo,40612.0,40612.0,37298.91
1111,2301,14100,,Otro personal,335348.0,335348.0,306852.6
1111,2301,16000,,Seguridad social a cargo del Ayuntamiento,684818.0,651714.85,582457.96
1111,2301,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,33103.15,29486.92
1111,2301,22103,,Gas,23000.0,23000.0,22785.2
1111,2301,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,265231.96
1111,2301,22618,,Otros gastos funcionamiento,50000.0,66133.68,20696.09
1111,2301,48045,,Subvenciones,200000.0,200000.0,161662.25
1111,2301,48190,,Convenio colegio trabajo social,10000.0,10000.0,8000.0
1111,2301,48968,,Convenio asociación Vivir con voz propia,15000.0,15000.0,12000.0
1111,2301,62204,,Inversiones en centros y locales,175000.0,175000.0,33959.26
1111,2301,62204,A,Inversiones en centros y locales,0.0,554580.4,141301.1
1111,2301,62204,R,Inversiones en centros y locales,0.0,60094.48,56823.14
1111,2301,62303,,Adquisición maquinaria,255000.0,255000.0,17791.09
1111,2301,62303,R,Adquisición maquinaria,0.0,161796.31,47827.43
1111,2301,62501,,Mobiliario,80000.0,80000.0,23577.14
1111,2301,62501,R,Mobiliario,0.0,281554.83,35950.28
1115,2323,22745,,Programa educación calle para sin techo,94550.0,94550.0,86670.79
1115,2323,48003,,Atenciones sociales,45000.0,45000.0,23390.28
1115,2324,22002,,"Prensa,revistas y otras publicaciones",1500.0,1500.0,1435.4
1115,2324,22105,,Vestuario y uniformes,1000.0,1000.0,0.0
1115,2324,22106,,Productos alimenticios,20000.0,20000.0,19192.8
1115,2324,22111,,"Menaje, útiles y herramientas",7500.0,7500.0,4804.81
1115,2324,22115,,Material técnico específico,6000.0,6000.0,3913.49
1115,2324,22759,,Monitores talleres,32752.58,18543.51,16566.98
1115,2324,22784,,Contratros servicios de urgencias,481000.01,481000.01,480999.96
1115,2324,22786,,Transporte de comidas,9436.08,9436.08,8649.74
1115,2324,48003,,Atenciones sociales,38000.0,38000.0,14671.92
1115,2325,22111,,"Menaje, útiles y herramientas",12000.0,12000.0,2273.63
1115,2325,22115,,Material técnico específico,29500.0,29500.0,28676.37
1115,2325,22614,,Talleres GIZARTERATU,810000.0,642584.55,482453.63
1115,2325,22666,,Vigilancia nocturna Villasuso,102153.48,102153.48,76825.4
1115,2325,22747,,Gestión pisos tutelados,70000.0,0.0,0.0
1115,2325,22761,,Programa acompañamiento pisos acogida,105000.0,100922.64,92735.14
1115,2325,22786,,Transporte de comidas Casa abierta,9436.08,9436.08,7863.4
1115,2325,22787,,gestión Aterpe,0.0,0.0,0.0
1115,2325,48003,,Atenciones sociales,50000.0,50000.0,20222.61
1115,2325,48121,,Convenio Comisión Antisida-Centro Municipal Casa Abierta,340860.0,340860.0,340860.0
1115,2325,48137,,Conv.Comisión Antisida-pisos tutelados,297600.0,297600.0,297600.0
1115,2325,48140,,Conv.comisión Antisida-Centro Estrada,465900.0,465900.0,465900.0
1115,2325,48145,,Convenio Cáritas-taller ocupacional,72000.0,54000.0,0.0
1115,2325,48148,,Convenio Afroamericana pisos tutelados,522200.0,522200.0,522200.0
1115,2325,48169,,Convenio Gao Lacho Drom,60756.0,38748.0,29061.0
1115,2325,48170,,Convenio irse programa apoyo a la inserción,30000.0,30000.0,22500.0
1115,2325,48184,,Convenio clara Campoamor-pisos acogida mujeres víctimas violencia,0.0,300379.0,300379.0
1115,2325,48190,,Piso semitutelado de apoyo a jóvenes,58250.0,58250.0,58250.0
1115,2325,48197,,Convenio SENDOTU,20000.0,0.0,0.0
1115,2325,48901,,Convenio Comisión Antisida Aterpe,470550.0,470550.0,470550.0
1115,2325,48940,,Casa iniciativas Abetxuko,77000.0,58821.5,44116.25
1115,2327,12000,,Retribuciones básicas de funcionarios,489710.0,489710.0,480371.03
1115,2327,12100,,Retribuciones complementarias funcionarios,667433.0,667433.0,645930.53
1115,2327,14100,,Otro personal,536696.0,536696.0,530635.07
1115,2327,16000,,Seguridad social a cargo del Ayuntamiento,632083.0,620157.59,550767.87
1115,2327,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,11925.41,15578.87
1115,2381,48184,,Conv.Asoc.Clara Campoamor-pisos mujeres maltratadas,300379.0,0.0,0.0
1120,2311,12000,,Retribuciones básicas de funcionarios,329501.0,329501.0,310043.02
1120,2311,12100,,Retribuciones complementarias funcionarios,396447.0,396447.0,373297.69
1120,2311,14100,,Otro personal,224941.0,224941.0,276787.91
1120,2311,16000,,Seguridad social a cargo del Ayuntamiento,279918.0,273663.18,280444.63
1120,2311,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,6254.82,6753.69
1120,2311,22111,,"Menaje, útiles y herramientas",3500.0,3500.0,1052.56
1120,2311,22115,,Material técnico específico,2000.0,2000.0,683.03
1120,2311,22678,,Programa participación infantil,100000.0,100000.0,153395.56
1120,2311,22679,,Programa prevención prólogo,30000.0,30000.0,10768.51
1120,2311,22680,,Talleres emociones,186088.01,186088.01,164321.44
1120,2311,22726,,Programa parentalidad positiva (Senidegune),112000.0,112000.0,48564.55
1120,2311,22745,,Programa ADA,500590.6,498998.4,457415.2
1120,2311,22746,,Egokitzen-coparentalidad positiva divorcios,64500.0,64500.0,0.0
1120,2311,22748,,Terapias,150000.0,150000.0,178736.02
1120,2311,22763,,Progr. intervención precoz violencia filioparental,84992.0,84992.0,0.0
1120,2311,22775,,Contrato gestión Bidatu,226319.0,199045.08,165870.22
1120,2311,22789,,Resiliencia,286184.19,279396.79,254452.0
1120,2311,22791,,Plan local de infancia,150000.0,150000.0,122148.73
1120,2311,22792,,Valoración casos abusos sexuales,42105.0,42105.0,4208.2
1120,2311,22794,,Centros socioeducativos,1271928.43,1271928.43,1169994.98
1120,2311,48003,,Atenciones sociales,4000.0,4000.0,4690.54
1120,2311,48036,,Convenio AVAIM,11780.0,11780.0,8553.75
1120,2311,48187,,Convenio GARENOK,11780.0,8780.0,6585.0
1120,2311,48956,,Convenio contra la intolerancia,11780.0,10280.0,7710.0
1120,2311,48991,,Convenio UNICEF,11780.0,11780.0,8835.0
1120,2311,48992,,Convenio con AMAPASE,15000.0,12561.65,9421.23
1133,2312,22002,,"Prensa,revistas y otras publicaciones",11000.0,11000.0,13410.12
1133,2312,22105,,Vestuario y uniformes,3000.0,3000.0,3816.86
1133,2312,22106,,Productos alimenticios,2053912.02,2053912.02,1505733.2
1133,2312,22106,R,Productos alimenticios,0.0,48051.45,48044.59
1133,2312,22111,,"Menaje, útiles y herramientas",55908.52,55908.52,61345.97
1133,2312,22115,,Material técnico específico,72000.0,72000.0,81714.64
1133,2312,22606,,Servicios de peluquería,15910.0,9675.67,8670.47
1133,2312,22618,,Otros gastos funcionamiento,12000.0,12000.0,8910.43
1133,2312,22623,,Programa de apoyo a familias cuidadoras,96999.65,96999.65,85939.91
1133,2312,22652,,Animación residencias tercera edad,293700.0,261681.75,234979.12
1133,2312,22666,,Vigilancia nocturna Rª San Prudencio,76451.0,19546.77,19546.75
1133,2312,22667,,Servicios religiosos San Prudencio,6900.0,2146.66,1935.83
1133,2312,22684,,Indemnización suspensión contratos Coronavirus,0.0,0.0,323960.69
1133,2312,22702,,Servicio de cafetería,13408.92,9683.94,7672.18
1133,2312,22708,,Traslado de ancianos,151769.02,119366.23,85828.88
1133,2312,22709,,Plan de cuidados y vínculos,100000.0,100000.0,23643.4
1133,2312,48018,,Asociación mujeres voluntarias acogida personas 3ª edad,1400.0,0.0,0.0
1133,2312,48023,,Convenio AFA-Araba,3959.7,3959.7,2969.77
1133,2312,48150,,Prog voluntariado acompañamiento ancianos,6142.74,4780.0,3585.0
1133,2312,48151,,Campo trabajo personas privadas de libertad,11180.86,3727.0,2795.25
1133,2312,48194,,Convenio Colegio de abogados,10000.0,10000.0,7500.0
1133,2312,48959,,Convenio Ascundean-3ª edad,70397.57,70397.57,49278.29
1133,2313,22111,,"Menaje, útiles y herramientas",12000.0,12000.0,8731.76
1133,2313,22754,,Gestión centros socioculturales de mayores,3097986.0,2869068.59,2552076.62
1133,2313,22786,,Transporte de comidas,103544.0,37744.49,34598.96
1133,2313,48960,,Convenio Parroquia San Mateo,10335.0,10335.0,7751.25
1133,2313,48961,,Convenio Parroquia Los Ángeles,10335.0,7000.0,5250.0
1133,2313,48962,,Convenio Parroquia San Pedro,10335.0,10335.0,7751.25
1133,2313,62271,A,Adecuación campos deport.exteriores,0.0,377779.64,377779.64
1133,2314,22002,,"Prensa,revistas y otras publicaciones",1500.0,1500.0,1304.97
1133,2314,22111,,"Menaje, útiles y herramientas",28863.0,12000.0,1768.76
1133,2314,22115,,Material técnico específico,900.0,900.0,447.85
1133,2314,22609,,Trabajadores familiares apartamentos mayores,405000.0,382268.98,350069.18
1133,2314,22618,,Otros gastos funcionamiento,5444.63,5444.63,3299.63
1133,2314,22628,,Animación Santa Mª Olarizu,68174.0,55855.26,50181.04
1133,2314,22705,,gestión serv.atencion diurna Bto.T.Zumárraga,552107.0,543920.0,498593.26
1133,2314,22708,,Traslado de ancianos,335137.11,241441.3,175656.4
1133,2314,22714,,Gestión servicio atención diurna Renacimiento,146000.0,0.0,0.0
1133,2314,22718,,gestión servicio atención diurna Blas de Otero,737000.0,737000.0,750273.26
1133,2314,22786,,Transporte de comidas,35375.3,35375.3,25949.27
1133,2317,12000,,Retribuciones básicas de funcionarios,2766903.0,2766903.0,2649284.71
1133,2317,12100,,Retribuciones complementarias funcionarios,3826448.0,3826448.0,3522411.76
1133,2317,14100,,Otro personal,4924711.0,4924711.0,5556985.93
1133,2317,16000,,Seguridad social a cargo del Ayuntamiento,4124617.0,3998455.41,3794622.49
1133,2317,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,126161.59,121219.99
1145,2315,48138,,Convenio Banco de Alimentos,12000.0,12000.0,9000.0
1145,2315,48157,,Federación Asoc.Vicente Abreu,32712.0,32712.0,32712.0
1145,2321,22731,,Comidas Desamparadas,300000.0,300000.0,185290.5
1145,2321,22786,,Transporte de comidas,141764.91,141764.91,107297.84
1145,2321,22797,,Servicio de ayuda a domicilio,12276837.0,12276837.0,9248442.46
1145,2321,22798,,Análisis del SAD,30000.0,30000.0,18000.8
1145,2321,48000,,Ayudas a emergencia social,4673000.0,6699458.0,6699458.0
1145,2321,48003,,Atenciones sociales,4000000.0,5353592.93,5256505.3
1145,2321,48005,,Plan contra la pobreza energética en Vitoria-Gasteiz,60000.0,81360.0,35313.73
1145,2321,48154,,Cruz Roja-acompañamiento personas mayores,77500.0,77500.0,58125.0
1145,2321,48957,,Convenio Loremaitea - Agle,60000.0,60000.0,45000.0
1145,2321,48977,,Convenio Save The Children,11724.0,11724.0,9379.2
1145,2322,22115,,Material técnico específico,44200.0,44200.0,18293.15
1145,2322,22619,,Educación calle,1048260.0,1048260.0,960905.0
1145,2322,22746,,Vigilancia servicios sociales de base,365537.5,359205.83,335447.68
1145,2322,22759,,Monitores talleres,303671.0,151174.32,100017.4
1145,2328,12000,,Retribuciones básicas de funcionarios,1178147.0,1178147.0,1263171.64
1145,2328,12100,,Retribuciones complementarias funcionarios,1367466.0,1367466.0,1486422.46
1145,2328,14100,,Otro personal,1056283.0,1056283.0,886918.8
1145,2328,16000,,Seguridad social a cargo del Ayuntamiento,1150990.0,1111343.33,1105679.06
1145,2328,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,39646.67,37950.74
1150,2391,12000,,Retribuciones básicas de funcionarios,89946.0,89946.0,93098.55
1150,2391,12100,,Retribuciones complementarias funcionarios,113140.0,113140.0,116121.91
1150,2391,14100,,Otro personal,7480.0,7480.0,0.0
1150,2391,16000,,Seguridad social a cargo del Ayuntamiento,60298.0,57992.66,57517.59
1150,2391,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,2305.34,2261.56
1150,2391,22696,,Cuota Euskal Fondoa,11237.4,11237.4,11237.4
1150,2391,22699,,Otros gastos diversos,3000.0,3000.0,2347.87
1150,2391,22707,,Estudios y trabajos técnicos,115000.0,115000.0,47994.65
1150,2391,22799,,Otros trabajos exteriores,30000.0,30000.0,35320.54
1150,2391,48200,,Subvenciones de cooperación,1418834.0,1368834.0,1149474.59
1150,2391,48205,,Convenio Fondo Alavés de Emergencia,132000.0,132000.0,132000.0
1150,2391,48206,,Convenio Asoc.amigos/as del RASD,320000.0,320000.0,320000.0
1150,2391,48207,,Convenio Euskal Fondoa,207000.0,207000.0,207000.0
1150,2391,48211,,Convenio coordinadora ONGDs,24000.0,24000.0,19200.0
1150,2391,48212,,Convenio Afanis-vacaciones en paz,17000.0,1457.68,1457.68
1150,2391,48213,,Convenio Comercio Justo,70000.0,70000.0,56000.0
1310,9313,12000,,Retribuciones básicas de funcionarios,135303.0,135303.0,141356.96
1310,9313,12100,,Retribuciones complementarias funcionarios,177979.0,177979.0,186540.56
1310,9313,14100,,Otro personal,9368.0,9368.0,12218.57
1310,9313,16000,,Seguridad social a cargo del Ayuntamiento,87564.0,81614.46,81516.08
1310,9313,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,5949.54,5726.82
1510,1701,11000,,Retribuciones personal eventual gabinete,81775.0,81775.0,81781.06
1510,1701,13000,,Retribuciones personal laboral fijo,0.0,0.0,3912.35
1510,1701,16000,,Seguridad social a cargo del Ayuntamiento,18505.0,16954.15,13830.13
1510,1701,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,1550.85,1521.38
1510,1701,22004,,Edición y reproducción de cartografía y proyectos,1000.0,1000.0,56.51
1510,1701,22205,,"Reuniones,conferencias y congresos",5000.0,5000.0,1940.58
1510,1701,22206,,acciones exteriores y colaboraciones internacionales,10000.0,10000.0,408.73
1514,1701,12000,,Retribuciones básicas de funcionarios,232409.0,232409.0,156398.19
1514,1701,12100,,Retribuciones complementarias funcionarios,284307.0,284307.0,190206.53
1514,1701,14100,,Otro personal,116572.0,116572.0,198507.22
1514,1701,16000,,Seguridad social a cargo del Ayuntamiento,197591.0,187365.53,162274.17
1514,1701,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,10225.47,8364.58
152002,1331,60195,,Mejora elementos seguridad de tráficos,100000.0,100000.0,17289.48
152002,1513,60921,,Proyecto Coronación,200000.0,200000.0,0.0
152002,1533,60002,,Expropiaciones,267846.2,0.0,0.0
152002,1533,60102,,Mejora de accesibilidad,60000.0,60000.0,539.7
152002,1533,60116,,Reformas y asfaltados integrales,1000000.0,1000000.0,0.0
152002,1533,60129,,Red principal de ciclistas,100000.0,100000.0,75458.85
152002,1533,60171,,Aparcabicicletas y bicilonjas,105000.0,105000.0,0.0
152002,1533,60189,,Inversiones BAIS,1500000.0,1538254.06,1220666.32
152002,1533,60198,,Plan director inversiones espacio público,2500000.0,1992907.04,1006389.84
152002,1533,60201,,Reforma y rehabilitación caños casco viejo,75000.0,75000.0,0.0
152002,1533,60506,,Parking Ariznavarra,350000.0,350000.0,67266.03
152002,1533,60508,,Reforma aparcamiento Lakua Arriaga,150000.0,150000.0,0.0
152002,1533,60922,,Guardabicis,50000.0,50000.0,0.0
152002,1533,60924,,Ampliación de la red de carriles bici,125000.0,125000.0,331.83
152002,1533,61121,,2ª fase entorno memorial,35001.0,35001.0,0.0
152002,1533,64304,,"Honorarios, estudios y proyectos",40000.0,40000.0,12738.78
152002,1533,64517,,Plan reactivación centro urbano Bost Enparantza,800000.0,800000.0,0.0
152002,1534,12000,,Retribuciones básicas de funcionarios,1098018.0,1098018.0,996183.4
152002,1534,12100,,Retribuciones complementarias funcionarios,1565953.0,1565953.0,1412645.28
152002,1534,14100,,Otro personal,376628.0,376628.0,495470.84
152002,1534,16000,,Seguridad social a cargo del Ayuntamiento,1053745.0,1008639.46,1018020.92
152002,1534,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,45105.54,39478.25
152002,1534,20200,,Arrendamiento de maquinaria e Instalaciones,108000.0,108000.0,31955.4
152002,1534,21008,,B.A.I juegos infantiles,170000.0,170000.0,144647.25
152002,1534,21009,,Renovación juegos infantiles obsoletos,170000.0,170000.0,0.0
152002,1534,21012,,Ejecuciones subsidiarias espacio público,20000.0,20000.0,0.0
152002,1534,21060,,Conservación de vías públicas y firmes,500000.0,500000.0,454418.89
152002,1534,21060,R,Conservación de vías públicas y firmes,0.0,33275.29,6655.0
152002,1534,21062,,Mantenimiento de los firmes y aglomerados,200000.0,200000.0,200541.48
152002,1534,21062,R,Mantenimiento de los firmes y aglomerados,0.0,4235.0,0.0
152002,1534,21097,,Campo fuegos artificiales,3500.0,3500.0,0.0
152002,1534,21701,,Conservación mobiliario urbano,70000.0,70000.0,27590.97
152002,1534,21701,R,Conservación mobiliario urbano,0.0,36565.33,33232.0
152002,1534,21703,,Contrato mantenimiento de rampas,120000.0,120000.0,80092.44
152002,1534,21703,R,Contrato mantenimiento de rampas,0.0,33720.03,0.0
152002,1534,21706,,Mantenimiento de fuentes,20000.0,20000.0,0.0
152002,1534,22111,,"Menaje, útiles y herramientas",30000.0,30000.0,32554.47
152002,1534,22145,,Gastos sanitarios por Coronavirus,0.0,0.0,19728.22
152002,1534,22722,,Contratos mantenimiento w.c.públicos,55000.0,55000.0,13434.98
152002,1641,22111,,"Menaje, útiles y herramientas",10000.0,10000.0,37749.56
152002,1641,22140,,Gastos específicos cementerios,50000.0,50000.0,15724.0
152002,1641,22715,,Recogidas selectivas de residuos,10000.0,10000.0,8926.4
152002,1641,60105,,Construcciones nichos y panteones,100000.0,100000.0,95285.46
152002,1651,21006,,Brigadas acción inmediata para alumbrado,416000.0,416000.0,96553.3
152002,1651,22101,,Suministro energía eléctrica espacio público y medio natural,4200000.0,4200000.0,3318020.12
152002,1651,22101,R,Suministro energía eléctrica espacio público y medio natural,0.0,359700.19,359700.19
152002,1651,60115,,Mejora alumbrado público,100000.0,100000.0,0.0
152002,1711,60920,A,Infraestructuras verdes,0.0,53673.87,51326.22
152002,1711,60920,R,Infraestructuras verdes,0.0,117219.18,116999.97
152002,1711,64520,,Supermanzana Salburua,50000.0,50000.0,0.0
152002,2381,60607,,Perspectiva género en alumbrado público,75000.0,75000.0,0.0
152002,4411,21705,,Mantenimiento autobuses eléctricos,181500.0,181500.0,0.0
152002,4411,47122,,Convenio DFA parque tecnológico para el tpte de viajeros,20000.0,20000.0,0.0
152002,4411,69200,,Implantación BEI-BEA,878964.0,3415186.3,2135652.54
152002,4411,71003,,"Convenio GOVA, DFA, Ayto VG ampliación tranvía al sur",1554877.22,1554877.22,1360436.98
152002,4411,71005,A,Conv. GOVA DFA transporte multimodal,0.0,77286.98,0.0
152002,4411,71007,,Tranvía Salburua-Zabalgana,1347500.0,1347500.0,48044.66
152002,4412,77000,,Subvención adquisición taxis eléctricos,60000.0,30000.0,10000.0
152002,4412,77002,,Mamparas Covid 19 taxistas de Vitoria-Gasteiz,0.0,30000.0,0.0
152005,1513,47135,R,Convenio Iberdrola distribución,0.0,70000.0,0.0
152005,1513,71001,A,Proyecto Coronación (rehabilitation & distric heating,0.0,0.0,0.0
152005,1513,71001,R,Proyecto Coronación (rehabilitation & distric heating,0.0,0.0,0.0
152005,1513,77001,R,Convocatoria concesión demanial proy. Coronación,0.0,900000.0,0.0
152005,1533,60102,R,Mejora de accesibilidad,0.0,189509.01,100570.07
152005,1533,60122,A,Plan reforma integral casco medieval,0.0,1522081.96,1522081.96
152005,1533,60171,A,Aparcabicicletas y bicilonjas,0.0,17985.0,17985.0
152005,1533,60171,R,Aparcabicicletas y bicilonjas,0.0,50000.0,50000.0
152005,1533,60189,R,Inversiones BAIS,0.0,151761.26,144778.97
152005,1533,60198,A,Plan director inversiones espacio público,0.0,31482.58,30800.26
152005,1533,60198,R,Plan director inversiones espacio público,0.0,561811.52,521787.14
152005,1533,60922,R,Guardabicis,0.0,49999.84,49999.84
152005,1533,60924,R,Ampliación de la red de carriles bici,0.0,88605.8,78329.04
152005,1533,64304,R,"Honorarios, estudios y proyectos",0.0,1948.1,1948.1
152005,1533,64517,R,Plan reactivación centro urbano Bost Enparantza,0.0,200000.0,0.0
152005,1651,22130,,Conservación general del alumbrado publico,400000.0,400000.0,373703.33
152005,1651,60115,A,Mejora alumbrado público,0.0,292991.17,251297.84
152005,1651,60115,R,Mejora alumbrado público,0.0,69930.02,69490.72
152005,1651,60318,A,Retirara cableado eléctrico Abetxuko y Adurza,0.0,64293.94,64293.92
152005,4411,69200,A,Implantación BEI-BEA,0.0,34834946.9,6114071.55
152005,4411,69200,R,Implantación BEI-BEA,0.0,2323618.61,2301668.04
152007,1711,12000,,Retribuciones básicas de funcionarios,913080.0,913080.0,865795.53
152007,1711,12100,,Retribuciones complementarias funcionarios,1261874.0,1261874.0,1175245.32
152007,1711,14100,,Otro personal,413085.0,413085.0,427249.47
152007,1711,16000,,Seguridad social a cargo del Ayuntamiento,905672.0,866412.3,924916.71
152007,1711,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,39259.7,38491.93
152007,1711,20200,,Arrendamiento de maquinaria e Instalaciones,135000.0,135000.0,131397.72
152007,1711,21014,,Alcorques,275000.0,275000.0,0.0
152007,1711,21015,,Traslado provisional de vivero,20000.0,20000.0,19999.99
152007,1711,21040,,Mantenimiento de transmisores,3000.0,3000.0,0.0
152007,1711,21071,,Conservación municipal de zonas verdes públicas,260000.0,260000.0,155849.15
152007,1711,21071,R,Conservación municipal de zonas verdes públicas,0.0,96989.59,78297.33
152007,1711,21072,,Conservación de jardineras,4000.0,4000.0,3620.08
152007,1711,21074,R,Trabajos de conservación anillo verde exterior,0.0,0.0,0.0
152007,1711,21200,,Mantenimiento maquinaria e Instalaciones,60000.0,60000.0,48812.58
152007,1711,21704,,Contrato apertura y cierre Instalaciones municipales,23904.0,23904.0,8165.35
152007,1711,21704,R,Contrato apertura y cierre Instalaciones municipales,0.0,10842.22,10842.22
152007,1711,22111,,"Menaje, útiles y herramientas",45000.0,45000.0,29329.34
152007,1711,22699,A,Proyecto Life Lutreola,0.0,0.0,0.0
152007,1711,22711,,Conservación zonas verdes,3323881.38,3323881.38,2831310.9
152007,1711,22712,,Conservación fachada Europa,30000.0,30000.0,26393.87
152007,1711,22715,,Plan de acción del paisaje,50000.0,50000.0,177.87
152007,1711,22715,R,Plan de acción del paisaje,0.0,34981.1,34981.08
152007,1711,22716,,Plan director del arbolado,50000.0,50000.0,0.0
152007,1711,22740,,Mantenimiento caños casco viejo,13000.0,13000.0,11916.7
152007,1711,22740,R,Mantenimiento caños casco viejo,0.0,1082.95,1082.95
152007,1711,60182,R,Proyecto árboles,0.0,39333.48,39326.34
152007,1711,60196,,Plan gestión arbolado barrios,100000.0,100000.0,201.24
152007,1711,60196,R,Plan gestión arbolado barrios,0.0,33819.7,33616.77
152007,1711,60197,,Infraestructura verde de barrio,150000.0,150000.0,0.0
152007,1711,60197,A,Infraestructura verde de barrio,0.0,159.59,0.0
152007,1711,60197,R,Infraestructura verde de barrio,0.0,25437.44,25437.44
152007,1711,60312,,Instalación sistema cloración estanques,50000.0,46011.55,0.0
152007,1711,60610,,Urbanización nuevo vivero municipal,1.0,25001.0,0.0
152007,1711,64304,,"Honorarios, estudios y proyectos",50000.0,50000.0,25585.45
152007,1711,64304,R,"Honorarios, estudios y proyectos",0.0,0.0,0.0
152007,1711,64318,R,Actuaciones conservación biodiversidad,0.0,0.0,0.0
152007,1711,69900,,Adquisición de plantas,46000.0,46000.0,8553.89
152007,1711,69900,R,Adquisición de plantas,0.0,22779.9,22779.9
152007,2381,60609,,Infraestructuras verdes barrio-perspectiva género,100000.0,100000.0,0.0
152007,2411,22100,,POEJ-movilidad y espacio publico,0.0,52000.0,14459.48
1521,1331,12000,,Retribuciones básicas de funcionarios,233730.0,233730.0,262639.89
1521,1331,12100,,Retribuciones complementarias funcionarios,293782.0,293782.0,320218.01
1521,1331,14100,,Otro personal,114908.0,114908.0,110591.03
1521,1331,16000,,Seguridad social a cargo del Ayuntamiento,227060.0,215688.38,225829.28
1521,1331,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,11371.62,13878.83
1521,1331,20200,,Mantenimiento regulación estacionamiento,233651.98,233651.98,162471.98
1521,1331,21050,,Conservación de señalización,170000.0,170000.0,98627.89
1521,1331,21050,A,Conservación de señalización,0.0,28560.14,28560.14
1521,1331,21050,R,Conservación de señalización,0.0,39714.82,34664.67
1521,1331,21910,,Mantenimiento sistema control de trafico,1254255.65,1254255.65,1103072.21
1521,1331,22105,,Vestuario agentes OTA,15000.0,15000.0,12912.24
1521,1331,60107,,Sistema de control de circulación,15000.0,15000.0,1801.69
1521,1331,60143,,Mejora seguridad vial - expansiones urbanísticas,100000.0,100000.0,37372.59
1521,1331,62901,,Adquisición equipos,15000.0,15000.0,0.0
1521,1331,62901,R,Adquisición equipos,0.0,7834.99,7834.99
1521,1331,64521,,Calmados supermanzana Salburua,150000.0,150000.0,0.0
1521,4413,62701,,Cocheras BEI,600000.0,600000.0,0.0
1522,4413,12000,,Retribuciones básicas de funcionarios,185499.0,185499.0,143650.32
1522,4413,12100,,Retribuciones complementarias funcionarios,274664.0,274664.0,206469.25
1522,4413,14100,,Otro personal,142691.0,142691.0,181007.48
1522,4413,16000,,Seguridad social a cargo del Ayuntamiento,209102.0,198262.26,177997.68
1522,4413,16500,,Cuotas Elkarkidetza a cargo Ayuntamiento,0.0,10839.74,10162.08
1522,4413,21105,,Conservación y mantenimiento estación de autobuses,90200.0,90200.0,31740.79
1522,4413,22101,,Energía eléctrica estación autobuses,77520.0,77520.0,50481.37
1522,4413,22102,,Suministro agua y depuración residuales estación buses,19800.0,19800.0,0.0
1522,4413,22104,,Eficiencia energética estación autobuses,101184.0,101184.0,66922.0
1522,4413,22734,,Seguridad estación autobuses,54342.68,54342.68,27171.36
1522,4413,22734,R,Seguridad estación autobuses,0.0,24318.68,17057.58
1522,4413,22783,,Contratos prestación limpieza estación autobuses,157473.6,157473.6,131228.0
1522,4413,62953,,Inversiones equipos estación de autobuses,42780.0,42780.0,0.0
1620,3421,62296,,Inversiones en campos deportivos,800000.0,800000.0,0.0
1620,3421,62296,R,Inversiones en campos deportivos,0.0,122040.58,103480.04
1620,3422,22148,,Contrato mantenimiento piscinas,1265500.0,1465500.0,1159677.22
