#Orgánico,Funcional,Económico,Concepto,Crédito Inicial,Crédito Definitivo,Obligado
1810,3401,16000,Seguridad social a cargo del ayuntamiento,20729.0,20729.0,11009.12
1810,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1559.0,1559.0,1453.6
1814,9251,12000,Retribuciones básicas de personal funcionario,223687.71,223687.71,478935.22
1814,9251,12100,Retribuciones complementarias de personal funcionario,257169.0,257169.0,562831.73
1814,9251,14100,Otro personal,127070.0,127070.0,340184.63
1814,9251,16000,Seguridad social a cargo del ayuntamiento,184775.0,184775.0,387955.3
1814,9251,16500,Cuotas Elkarkidetza a cargo ayuntamiento,9163.0,9163.0,22432.62
1814,9251,22201,"Sistema información ciudadana ""010""",580000.0,580000.0,550356.81
1815,3401,12000,Retribuciones básicas de personal funcionario,170912.52,170912.52,87203.55
1815,3401,12100,Retribuciones complementarias de personal funcionario,184622.0,184622.0,91373.42
1815,3401,13000,Retribuciones personal laboral fijo,103176.0,103176.0,4654.96
1815,3401,14100,Otro personal,309265.0,309265.0,302991.91
1815,3401,16000,Seguridad social a cargo del ayuntamiento,254624.0,254624.0,133456.22
1815,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,14335.0,14335.0,7406.9
1816,9208,12000,Retribuciones básicas de personal funcionario,1745789.06,1745789.06,1736667.41
1816,9208,12100,Retribuciones complementarias de personal funcionario,2300174.0,2300174.0,2259890.68
1816,9208,13000,Retribuciones personal laboral fijo,556.0,556.0,1100.66
1816,9208,14100,Otro personal,1674592.0,1674592.0,1893915.31
1816,9208,16000,Seguridad social a cargo del ayuntamiento,2089797.0,2089797.0,1752347.5
1816,9208,16500,Cuotas Elkarkidetza a cargo ayuntamiento,70888.0,70888.0,60929.59
1820,3371,12000,Retribuciones básicas de personal funcionario,199272.95,199272.95,202020.29
1820,3371,12100,Retribuciones complementarias de personal funcionario,303900.0,303900.0,303438.04
1820,3371,14100,Otro personal,2601.0,2601.0,5711.69
1820,3371,16000,Seguridad social a cargo del ayuntamiento,112719.0,112719.0,99236.64
1820,3371,16500,Cuotas Elkarkidetza a cargo ayuntamiento,9062.0,9062.0,7120.68
1820,3371,22115,Material técnico especifico centros cívicos,10000.0,10000.0,25213.93
1820,3371,22618,Otros gastos funcionamiento centros cívicos,20000.0,20000.0,29796.1
1820,3371,22732,Contratos servicios ocio y tiempo libre,1563250.0,1563250.0,1522915.04
1820,3371,22767,Programas equipos de zonas,90000.0,90000.0,49697.11
1820,3371,85103,"Fundacion ""Kaleidos.red""",0.0,0.0,0.0
1822,9241,12000,Retribuciones básicas de personal funcionario,109197.47,109197.47,129026.34
1822,9241,12100,Retribuciones complementarias de personal funcionario,118365.0,118365.0,137136.39
1822,9241,14100,Otro personal,39731.0,39731.0,41982.74
1822,9241,16000,Seguridad social a cargo del ayuntamiento,78123.0,78123.0,82417.83
1822,9241,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3021.0,3021.0,3390.8
1822,9241,22699,Otros gastos diversos en participación ciudadana,2500.0,2500.0,2480.92
1822,9241,22732,Contratos de prestación de servicios,80000.0,80000.0,76397.63
1822,9241,22799,Otros trabajos exteriores en participación ciudadana,70000.0,70000.0,68081.5
2310,3301,12000,Retribuciones básicas de personal funcionario,7532.13,7532.13,28253.58
2310,3301,12100,Retribuciones complementarias de personal funcionario,21520.0,21520.0,51604.32
2310,3301,16000,Seguridad social a cargo del ayuntamiento,8533.0,8533.0,10549.56
2310,3301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,270.0,270.0,339.08
2311,3301,12000,Retribuciones básicas de personal funcionario,221455.82,221455.82,298404.32
2311,3301,12100,Retribuciones complementarias de personal funcionario,260588.0,260588.0,344296.4
2311,3301,14100,Otro personal,54742.0,54742.0,124687.45
2311,3301,16000,Seguridad social a cargo del ayuntamiento,168471.0,168471.0,225413.1
2311,3301,16500,Cuotas Elkarkidetza a cargo ayuntamiento,11639.0,11639.0,13698.6
2311,3301,21208,Reparación equipos audiovisuales,800.0,800.0,0.0
2311,3301,22111,"Menaje, útiles y herramientas",400.0,400.0,229.67
2311,3301,22300,Transporte,2000.0,2000.0,1626.21
2311,3341,22734,Contratos prestación servicios Iradier Arena,0.0,0.0,0.0
2311,3341,22736,Contratos de patrocinio Iradier Arena,0.0,0.0,0.0
231201,3322,12000,Retribuciones básicas de personal funcionario,180141.28,180141.28,217572.77
231201,3322,12100,Retribuciones complementarias de personal funcionario,196695.0,196695.0,234175.78
231201,3322,14100,Otro personal,65056.0,65056.0,88835.17
231201,3322,16000,Seguridad social a cargo del ayuntamiento,135260.0,135260.0,151151.69
231201,3322,16500,Cuotas Elkarkidetza a cargo ayuntamiento,3021.0,3021.0,2996.53
231201,3322,22699,Gastos materiales conservación archivo,6800.0,6800.0,6763.39
231201,3322,22752,Contratos archivo municipal,70000.0,70000.0,69988.95
231202,3391,12000,Retribuciones básicas de personal funcionario,192466.0,192466.0,197276.46
231202,3391,12100,Retribuciones complementarias de personal funcionario,250493.0,250493.0,252491.99
231202,3391,14100,Otro personal,210090.0,210090.0,222134.84
231202,3391,16000,Seguridad social a cargo del ayuntamiento,213968.0,213968.0,184760.65
231202,3391,16500,Cuotas Elkarkidetza a cargo ayuntamiento,8489.0,8489.0,7852.74
231202,3391,22624,Gastos programación Academia de folklore,30000.0,30000.0,29884.79
231202,3391,22625,Colonias musicales Academia folklore,60000.0,60000.0,60000.0
231202,3391,22757,Empresas de servicios Academia de folklore,22000.0,22000.0,21970.82
231203,3301,20103,Alquileres,45000.0,45000.0,44832.0
231203,3341,22408,Seguros programas culturales,0.0,0.0,0.0
231203,3341,22605,Dinamización espacios expositivos,0.0,0.0,0.0
231203,3341,22635,Azkena rock festival,260000.0,260000.0,260000.0
231203,3341,22652,Otras actividades culturales-bailables,58000.0,58000.0,55933.45
231203,3341,22653,Difusión cultural,24000.0,18800.0,15722.34
231203,3341,22733,Programas culturales espacios públicos,150000.0,150000.0,153652.13
231203,3341,22756,Servicios acción cultural,165000.0,165000.0,169117.34
231203,3381,12000,Retribuciones básicas de personal funcionario,141795.0,141795.0,142299.09
231203,3381,12100,Retribuciones complementarias de personal funcionario,181667.0,181667.0,172356.24
231203,3381,14100,Otro personal,43296.0,43296.0,47550.66
231203,3381,16000,Seguridad social a cargo del ayuntamiento,107510.0,107510.0,91201.49
231203,3381,16500,Cuotas Elkarkidetza a cargo ayuntamiento,4853.0,4853.0,4534.02
231203,3381,22643,"Reparación gigantes, tribunas y nacimiento",13000.0,13000.0,13068.97
231203,3381,22660,Carnaval,27000.0,25500.0,25223.01
231203,3381,22661,Fiestas Virgen Blanca,678000.0,678000.0,678111.49
231203,3381,22662,Olarizu,6000.0,6000.0,8838.06
231203,3381,22663,Campaña de navidad y reyes,173000.0,173000.0,178039.26
231203,3381,22664,Fiestas de San Antón y Santa Águeda,13000.0,13000.0,12755.71
231204,3321,22649,Programa red municipal bibliotecas,50000.0,50000.0,46318.26
231204,3321,22749,Contratos red bibliotecas,1161901.2,1161901.2,1158397.9
231204,3341,12000,Retribuciones básicas de personal funcionario,203715.0,203715.0,228670.01
231204,3341,12100,Retribuciones complementarias de personal funcionario,218381.0,218381.0,244223.96
231204,3341,13000,Retribuciones personal laboral fijo,151.0,151.0,298.94
231204,3341,14100,Otro personal,74100.0,74100.0,37585.57
231204,3341,16000,Seguridad social a cargo del ayuntamiento,151387.0,151387.0,129988.19
231204,3341,16500,Cuotas Elkarkidetza a cargo ayuntamiento,11867.0,11867.0,12969.81
231204,3341,22607,Difusión campañas en centros cívicos,15000.0,15000.0,11972.26
231204,3341,22636,Cursos culturales en centros cívicos,470000.0,570000.0,567691.29
231204,3341,22647,Campañas en centros cívicos,50000.0,50000.0,63718.84
231205,3332,12000,Retribuciones básicas de personal funcionario,73971.0,73971.0,72491.97
231205,3332,12100,Retribuciones complementarias de personal funcionario,92955.0,92955.0,79994.26
231205,3332,14100,Otro personal,551.0,551.0,3514.11
231205,3332,16000,Seguridad social a cargo del ayuntamiento,48001.0,48001.0,40165.34
231205,3332,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2751.0,2751.0,2090.91
231205,3332,22622,Programas centro cultural Montehermoso,90000.0,90000.0,87063.14
231205,3332,22751,Contratos servicios Montehermoso,29500.0,29500.0,29921.24
231210,3392,12000,Retribuciones básicas de personal funcionario,644263.0,644263.0,528256.52
231210,3392,12100,Retribuciones complementarias de personal funcionario,595006.0,595006.0,600733.47
231210,3392,14100,Otro personal,126118.0,126118.0,106854.16
231210,3392,16000,Seguridad social a cargo del ayuntamiento,404216.0,404216.0,316523.43
231210,3392,16500,Cuotas Elkarkidetza a cargo ayuntamiento,22915.0,22915.0,19953.52
231210,3392,21207,Mantenimiento y reparación de equipos Banda música,15000.0,15000.0,14996.98
231210,3392,22692,Banda música-colaboraciones,2000.0,2000.0,4190.0
231210,3392,22699,Gastos programación Banda música,45000.0,45000.0,44945.09
231210,3392,22732,Contratos de prestación de servicios Banda música,8000.0,8000.0,7707.2
231220,3342,12000,Retribuciones básicas de personal funcionario,190014.0,190014.0,192274.08
231220,3342,12100,Retribuciones complementarias de personal funcionario,235483.0,235483.0,240695.57
231220,3342,14100,Otro personal,33929.0,33929.0,46437.4
231220,3342,16000,Seguridad social a cargo del ayuntamiento,141076.0,141076.0,127724.86
231220,3342,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5499.0,5499.0,4320.92
231220,3342,22603,Publicidad especial red teatros,12000.0,12000.0,11967.27
231220,3342,22627,Espectáculos  y festivales red de teatros,700000.0,677100.0,579062.23
231220,3342,22732,Contratos de prestación de servicios,230000.0,230000.0,269319.56
231901,3201,12000,Retribuciones básicas de personal funcionario,1276701.93,1276701.93,1289696.01
231901,3201,12100,Retribuciones complementarias de personal funcionario,1321387.0,1321387.0,1318026.08
231901,3201,14100,Otro personal,876849.0,876849.0,943887.08
231901,3201,16000,Seguridad social a cargo del ayuntamiento,1174619.0,1174619.0,992228.92
231901,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,69641.0,69641.0,53359.57
231901,3231,22106,Productos alimenticios,75000.0,75000.0,67501.32
231901,3231,22115,Material fungible didáctico,21700.0,14188.0,12487.22
231901,3231,22199,Otros suministros y gastos diversos,13020.0,13020.0,10805.3
231901,3231,22786,Servicio de comidas escuelas infantiles,51500.0,51500.0,37685.25
231901,3232,22659,Programas educativos,340000.0,350000.0,342637.13
231901,3261,22300,Transporte educación,1562.4,1562.4,401.5
231902,3201,12000,Retribuciones básicas de personal funcionario,158325.0,158325.0,168627.99
231902,3201,12100,Retribuciones complementarias de personal funcionario,159200.0,159200.0,173718.33
231902,3201,14100,Otro personal,39736.0,39736.0,51993.29
231902,3201,16000,Seguridad social a cargo del ayuntamiento,101889.0,101889.0,93491.06
231902,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,9401.0,9401.0,7387.5
231902,3201,20200,Arrendamiento de maquinaria e instalaciones educativas,217.0,217.0,0.0
231902,3201,22115,Material técnico específico educación,15624.0,15624.0,13160.94
231902,3201,22603,Difusión campaña EEII y programa vacacional,7378.0,7378.0,8414.69
231902,3232,22780,Programa vacacional,170000.0,170000.0,173523.4
231903,3201,12000,Retribuciones básicas de personal funcionario,66825.0,66825.0,67778.91
231903,3201,12100,Retribuciones complementarias de personal funcionario,66978.0,66978.0,66970.7
231903,3201,16000,Seguridad social a cargo del ayuntamiento,39133.0,39133.0,31915.14
231903,3201,16500,Cuotas Elkarkidetza a cargo ayuntamiento,2104.0,2104.0,2373.56
232001,3401,12000,Retribuciones básicas de personal funcionario,151101.33,151101.33,150098.1
232001,3401,12100,Retribuciones complementarias de personal funcionario,215150.0,215150.0,210353.97
232001,3401,14100,Otro personal,118554.0,118554.0,104844.34
232001,3401,16000,Seguridad social a cargo del ayuntamiento,155450.0,155450.0,127629.99
232001,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,7298.0,7298.0,6966.18
232001,3411,22737,Actividades navideñas,0.0,0.0,0.0
232001,3411,22761,Contratos arrendamiento pista hielo Bakh,594258.35,594258.35,594258.35
232001,3421,22767,Contratos de atención a instalaciones deportivas,1000000.0,1000000.0,1034455.42
232002,3401,12000,Retribuciones básicas de personal funcionario,70812.0,70812.0,71418.13
232002,3401,12100,Retribuciones complementarias de personal funcionario,72681.0,72681.0,72046.19
232002,3401,14100,Otro personal,64193.0,64193.0,58342.78
232002,3401,16000,Seguridad social a cargo del ayuntamiento,65956.0,65956.0,51844.3
232002,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,5588.0,5588.0,4662.35
232002,3411,22108,Productos farmacéuticos y hemoderivados,8000.0,8000.0,7477.79
232002,3411,22738,Atención medica,63600.0,63600.0,68900.0
232003,3401,12000,Retribuciones básicas de personal funcionario,133168.0,133168.0,114960.73
232003,3401,12100,Retribuciones complementarias de personal funcionario,161448.0,161448.0,127177.89
232003,3401,14100,Otro personal,82488.0,82488.0,120706.68
232003,3401,16000,Seguridad social a cargo del ayuntamiento,112366.0,112366.0,99253.25
232003,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,9017.0,9017.0,8450.45
232003,3411,22300,Transporte deporte,16663.9,16663.9,13746.92
232003,3411,22601,Patrocinio publicitario Alavés SAD,75000.0,75000.0,75000.0
232003,3411,22602,Trofeos y distinciones deportivas,8000.0,8000.0,5315.57
232003,3411,22603,Patrocinio publicitario Saski Baskonia SAD,322465.0,322465.0,322465.0
232003,3411,22606,Contratos de patrocinio equipos deportivos,50000.0,110000.0,129173.56
232003,3411,22699,Otros gastos diversos deporte,61359.49,61359.49,45662.24
232003,3411,22706,Programa actividades físicas,3150000.0,3150000.0,3169081.01
232003,3411,22724,Programa de dinamización deportiva,32998.46,32998.46,27514.91
232003,3411,22725,Programa de promoción de la salud,0.0,0.0,0.0
232003,3411,22728,Vuelta ciclista al País vasco,21750.0,21750.0,21750.0
232003,3411,22735,Programas para jovenes rumbo al deporte,67133.5,67133.5,33243.02
232003,3411,22739,Maratón Martín Fiz,21700.0,21700.0,21700.0
232003,3421,22768,Servicio de montajes especiales deportivos,25000.0,25000.0,23761.18
232004,3401,12000,Retribuciones básicas de personal funcionario,117019.0,117019.0,117599.14
232004,3401,12100,Retribuciones complementarias de personal funcionario,148870.0,148870.0,145510.38
232004,3401,13000,Retribuciones personal laboral fijo,44644.0,44644.0,45379.53
232004,3401,14100,Otro personal,39272.0,39272.0,51459.83
232004,3401,16000,Seguridad social a cargo del ayuntamiento,108823.0,108823.0,96585.26
232004,3401,16500,Cuotas Elkarkidetza a cargo ayuntamiento,6095.0,6095.0,5507.7
232004,3421,21200,Mantenimiento maquinaria e instalaciones deportivas,12100.0,12100.0,11977.14
232004,3421,22115,Material técnico específico deportivo,25000.0,25000.0,24993.69
9005,9122,10000,Retribuciones básicas corporativos,1473146.0,1473146.0,1469613.14
9005,9122,16000,Seguridad social a cargo del ayuntamiento,649062.0,649062.0,321989.7
9005,9122,16500,Cuotas Elkarkidetza a cargo ayuntamiento,1387.0,1387.0,0.0
9005,9122,22633,Asignaciones reglamento orgánico,631800.0,631800.0,631800.0
9015,2111,16103,Pensiones a cargo del ayuntamiento,196000.0,196000.0,153735.9
9015,2111,16109,Complemento pensiones Mutua Foral de Álava,4000.0,4000.0,3049.84
0110,9123,62800,Adquisición publicaciones,300.0,300.0,116.21
0116,2371,41925,Convenio Consejo Juventud Euskadi-participación jóvenes,0.0,0.0,0.0
0116,2371,48203,Programa Azoka Txikia,0.0,0.0,0.0
0116,2371,48935,Convocatoria general subvenciones juventud,30000.0,30000.0,24181.5
0116,2371,48954,Convocatoria dotaciones económicas-jóvenes informadores,0.0,0.0,0.0
0116,2371,62505,Otros enseres,1000.0,1000.0,125.96
0116,2371,62800,Adquisición publicaciones y libros OMIJ,1000.0,1000.0,987.96
0160,2381,48139,Convocatoria de subvenciones a asoc. Mujeres,50000.0,41000.0,40424.64
0162,2391,48212,Convenio Afanis-vacaciones en paz,16000.0,16000.0,16000.0
0171,3351,42302,Convenio con la Cámara de Comercio,10000.0,10000.0,10000.0
0171,3351,48001,Subvenciones a particulares para estudios de euskera,285000.0,285000.0,154187.34
0171,3351,48002,Becas y bolsas de estudio al personal,60215.0,60215.0,14592.12
0171,3351,48003,Subvenciones cursos euskera a euskaltegi,99000.0,99000.0,98999.99
0171,3351,48005,Subvencion plan general uso del euskera,120000.0,100000.0,88532.87
0171,3351,48044,Convenio GEU,73500.0,73500.0,73500.0
0171,3351,48048,Convenio Asociación Tinko,10000.0,10000.0,10000.0
0171,3351,48049,Convenio Asociación Euskharan,23100.0,23100.0,23100.0
0171,3351,48052,Convenio Federación de comercio,5000.0,0.0,0.0
0171,3351,48064,Convenio Korrika,0.0,0.0,0.0
0171,3351,48100,Convenio Euskaltzaindia,60000.0,60000.0,60000.0
0171,3351,48970,Convenio Arabako bertsozale elkartea,52500.0,0.0,0.0
0171,3351,48997,Convenio Bai euskarari,22000.0,0.0,0.0
0171,3351,62800,Adquisición publicaciones y libros,1000.0,1000.0,211.0
0171,3351,62954,Gasteiz Antzokia,0.0,0.0,0.0
0181,2361,48128,Conv. c. del sordo Álava,11920.0,11920.0,11920.0
0181,2361,48970,Convenio Asociación Eginaren Eginez,27000.0,27000.0,27000.0
0182,1741,60150,Obras en pueblos,75000.0,75000.0,73773.77
0182,1749,48112,Subvenciones asociación concejos,90000.0,90000.0,90000.0
0182,1749,78919,Subvención para centros sociales,20000.0,20000.0,0.0
0187,9271,62901,Adquisición equipos,0.0,0.0,0.0
0211,1511,64201,PGOU modificaciones,20000.0,20000.0,21725.55
0211,1511,64202,Actualizaciones cartográficas,40000.0,40000.0,40506.3
0211,1511,64203,Honorarios,20000.0,20000.0,3097.6
0211,1511,64206,Revision PGOU,200000.0,180000.0,5228.62
0211,1513,73310,A Ensanche 21 inversiones barrios de oro,0.0,0.0,0.0
0214,9211,62259,CC Salburua,95000.0,408784.81,324997.82
0214,9211,62260,CC Zabalgana,4000000.0,4678938.32,4409855.67
0214,9211,62265,Rehabilitación y ampliación Palacio Europa,350000.0,350000.0,345539.56
0325,1331,60186,Inversiones señaléticas Estación autobuses y Palacio Europa,0.0,0.0,0.0
0340,1351,48900,Programa promoción voluntaria,0.0,0.0,0.0
0410,1722,43102,Al Centro de Estudios Ambientales,2240000.0,2399046.22,2175046.22
0410,3293,41902,Convenio UPV-cursos dcho. internacional,30000.0,0.0,0.0
0410,4411,43300,Aportacion a Tuvisa,14659756.2,13875390.66,13875390.66
0410,4411,73300,A Tuvisa,1851281.72,1851281.72,1351281.72
0410,4411,73309,Transferencia Tuvisa-movilidad equipamientos,0.0,0.0,0.0
0410,9205,62400,Vehículos,60000.0,100000.0,99980.85
0410,9206,62501,Mobiliario,55000.0,26000.0,868.25
0410,9206,62505,Adquisiciónes varias departamentos municipales,5000.0,15000.0,11088.28
0410,9207,62900,Reposiciones por siniestros,1.0,215052.15,95538.44
0410,9242,48024,Convenio con casas regionales,36700.0,36700.0,36700.0
0410,9242,48025,Convenio asociación Gao Lacho Drom,27800.0,27800.0,26854.92
0410,9242,78001,Aportaciones a casas regionales,0.0,0.0,0.0
0410,9271,41800,A Eudel,220000.0,222639.17,222639.17
0410,9331,64900,Propiedad industrial,1000.0,1000.0,0.0
0422,4421,62204,Inversiones Estación de autobuses,0.0,0.0,0.0
0422,4421,62953,Inversiones equipos Estación de autobuses,0.0,0.0,0.0
0821,4331,42303,Convenio Cámara de Comercio-apoyo pequeña empresa,0.0,0.0,0.0
0821,4331,47107,Convenio Ajebask-formación y semillero,15000.0,15000.0,15000.0
0821,4331,47117,Convenio asociación Festival tv radio,175000.0,175000.0,175000.0
0821,4331,48002,Ayuda a la innovación,70000.0,70000.0,70000.0
0821,4331,48162,Convenio Álava emprende,16000.0,0.0,0.0
0821,4331,48180,Transferencias a VIA,40000.0,60000.0,60000.0
0821,4331,48943,Foro responsabilidad social de la empresa,2000.0,2000.0,2000.0
0821,4331,48945,Liquidac. conv. 2014 Foro Álava Responsabilidad Social Emprerasarial,0.0,0.0,0.0
0821,4331,48949,Ayudas a la creación de empresas,70000.0,70000.0,69999.98
0821,4331,48967,Ayudas a la inversión,120000.0,120000.0,120000.0
0821,4331,48985,Premios Pacto verde,0.0,6000.0,6000.0
0821,4331,48986,Convenio apoyo a pequeñas empresas,22000.0,22000.0,22000.0
0821,4331,60902,Inversiones semillero Proyecto Basaldea,319000.0,319000.0,202423.46
0821,4331,62952,Plan de política industrial,0.0,0.0,0.0
0821,4333,48172,Convenio Fundación Catedral Santa María,67000.0,67000.0,67000.0
0821,4333,62294,Urban-ampliación Museo Faroles,0.0,0.0,0.0
0822,4314,42301,Convenio Cámara Comercio escaparatismo,8000.0,8000.0,8000.0
0822,4314,48164,Colaboración ag. dinamización comercial,32000.0,23000.0,22468.1
0822,4314,48926,Convenio asociación Gasteiz On,180000.0,210000.0,210000.0
0822,4314,48963,Convenio Asociación comercios casco medieval,98000.0,98000.0,98000.0
0822,4314,48964,Ayudas al pequeño comercio,500000.0,500000.0,498874.84
0822,4314,48965,Convenio Asociación empresarios comercio,36000.0,36000.0,36000.0
0822,4314,48966,Convenio Asociación comerciantes calle Gorbea,6000.0,6000.0,6000.0
0822,4314,48981,Convenio SEA hostelería-semana del pintxo,0.0,0.0,0.0
0822,4314,48982,Convenio SEA-hostelería,13000.0,13000.0,13000.0
0823,2411,47113,Convenio colegio agentes comerciales,0.0,0.0,0.0
0823,2411,48171,Convenio Fundación Secretariado Gitano,37000.0,37000.0,37000.0
0823,2411,48966,Conv. apoyo al Proyecto Saregune,60000.0,60000.0,60000.0
0823,2411,48967,Ayudas a la contratación-plan empleo comarcal,560000.0,400000.0,399700.0
0823,2411,48971,Becas de primera experiencia laboral,0.0,0.0,0.0
0823,2411,48974,Convenio Emaus-Green jobs,0.0,0.0,0.0
0823,2411,62299,Instalaciones de empleo y formación,20000.0,20000.0,17818.24
0823,2411,62303,Adquisición maquinaria programas formación,0.0,0.0,0.0
0823,2411,62501,Mobiliario instalaciones de empleo y formación,0.0,0.0,0.0
0823,2411,62600,Adquisición equipos informáticos instalac. empleo y formación,5000.0,5000.0,4186.4
0824,4321,62501,Mobiliario,0.0,0.0,0.0
0824,4321,62609,Equipos técnicos Palacio Europa y Villasuso,20000.0,20000.0,20118.15
0910,9202,48001,Subvención al comité,14778.0,14778.0,14842.53
0910,9202,48002,Becas y bolsas de estudio al personal,24232.0,24232.0,23423.66
1011,9204,62623,Plan director e-administración,300000.0,300000.0,77518.45
1011,9204,62624,Plan contra el fraude fiscal,200000.0,200000.0,50000.0
1012,9204,62600,Adquisición equipos informáticos,200000.0,200000.0,177817.19
1012,9204,62604,Adquisición software base,180000.0,180000.0,79555.91
1012,9204,62620,Acciones plan de seguridad,200000.0,200000.0,46737.29
1111,2301,48045,Subvenciones,280000.0,262372.16,256750.0
1111,2301,62204,Inversiones en centros y locales,125000.0,1237250.89,116529.23
1111,2301,62303,Adquisición maquinaria,20000.0,87500.0,71645.47
1111,2301,62501,Mobiliario,25000.0,25000.0,16997.01
1115,2323,48003,Atenciones sociales,45000.0,45000.0,38103.65
1115,2324,48003,Atenciones sociales,38000.0,38000.0,20287.25
1115,2325,42012,Convenio IFBS atención psicológica y asesoría jurídica mujer,100000.0,100000.0,100000.0
1115,2325,48003,Atenciones sociales,55000.0,55000.0,30713.82
1115,2325,48047,Convenio con Bizitza berria,0.0,0.0,0.0
1115,2325,48121,Convenio Comisión antisida-centro municipal Casa Abierta,314829.84,314829.84,314829.84
1115,2325,48137,Convenio Comisión antisida-pisos tutelados,271203.13,271203.13,271203.13
1115,2325,48140,Convenio Comisión antisida-centro estrada,452892.08,452892.08,452892.08
1115,2325,48145,Convenio Cáritas-taller ocupacional,72000.0,72000.0,72000.0
1115,2325,48148,Convenio afroamericana pisos tutelados,494466.44,494466.44,494466.44
1115,2325,48169,Convenio Gao Lacho Drom,32000.0,35000.0,35000.0
1115,2325,48170,Convenio IRSE programa apoyo a la insercion,51284.0,51284.0,51284.0
1115,2325,48184,Convenio Clara Campoamor-pisos acogida mujeres víctimas violencia,283564.0,283564.0,283564.0
1115,2325,48190,Piso semitutelado de apoyo a jóvenes,55000.0,55000.0,55000.0
1115,2325,48196,Convenio con Bultzain,50000.0,50000.0,0.0
1115,2325,48197,Convenio Sendotu,20000.0,20000.0,20000.0
1115,2325,48901,Convenio Comisión antisida aterpe,442453.89,442453.89,442453.89
1115,2325,48940,Casa iniciativas Abetxuko,77000.0,77000.0,77000.0
1115,2325,48957,Convenio Loremaitea-AGLE,40000.0,40000.0,40000.0
1120,2311,48003,Atenciones sociales,69345.46,69345.46,40435.11
1120,2311,48036,Convenio Avaim,11780.0,11780.0,11780.0
1120,2311,48120,Convenio Ausarki-información y asesoramiento jurídico a la familia,0.0,0.0,0.0
1120,2311,48187,Convenio Garenok,11780.0,11780.0,11780.0
1120,2311,48956,Convenio Contra la intolerancia,11780.0,11780.0,11780.0
1120,2311,48977,Convenio Save the children,11724.0,11724.0,11724.0
1120,2311,48991,Convenio Unicef,11780.0,11780.0,11780.0
1120,2311,48992,Convenio con Amapase,15000.0,15000.0,15000.0
1133,2312,48018,Asociación mujeres voluntarias acogida personas 3ª edad,1400.0,1400.0,1400.0
1133,2312,48023,Convenio AFA-araba,3959.7,3959.7,3959.7
1133,2312,48150,Programa voluntariado acompañamiento ancianos,6142.74,6142.74,6142.74
1133,2312,48151,Campo trabajo personas privadas de libertad,11180.86,11180.86,11180.86
1133,2312,48959,Convenio Ascundean-3ª edad,22246.57,22246.57,22246.57
1133,2313,48960,Convenio parroquia San Mateo,10335.0,10335.0,10335.0
1133,2313,48961,Convenio parroquia Los Ángeles,10335.0,10335.0,10335.0
1133,2313,48962,Convenio parroquia San Pedro,10335.0,10335.0,10335.0
1145,2315,48021,Asociación padres niños oncohematológicos,5599.2,0.0,0.0
1145,2315,48103,Bono-taxi personas con movilidad reducida,250000.0,185000.0,185000.0
1145,2315,48138,Convenio Banco de alimentos,12000.0,12000.0,12000.0
1145,2315,48157,Federación Asoc. Vicente Abreu,31000.0,31000.0,31000.0
1145,2321,48000,Ayudas emergencia social,2739161.0,4234774.03,4227254.75
1145,2321,48003,Atenciones sociales,2800000.0,5098000.0,5109386.04
1145,2321,48004,Atenciones sociales-complementaria,0.0,0.0,0.0
1145,2321,48154,Cruz roja-acompañamiento personas mayores,77500.0,77500.0,77500.0
151101,1721,62901,Adquisición equipos,5000.0,5000.0,6319.0
151101,1722,48196,Convenio Fundación Gaia,10000.0,10000.0,10000.0
151102,1711,60920,Infraestructuras verdes,125000.0,300000.0,5377.86
151701,3112,48194,Convenio APA SOS vitoria,12000.0,12000.0,12000.0
151702,2315,48025,Convenio asociación Acabe-anorexia y bulimia,16450.0,16450.0,16450.0
151702,2315,48029,Convenio asociación Adela,5650.0,5650.0,5650.0
151702,2315,48030,"Convenio asociación Asajer-prevención 1ª,2ª y 3ª",49500.0,49500.0,49500.0
151702,2315,48031,Convenio asociación Arene-neuromusculares,27420.0,27420.0,27420.0
151702,2315,48032,Convenio asociación Aasafes,24000.0,24000.0,24000.0
151702,2315,48033,Convenio AFA-Araba,31500.0,31990.0,31990.0
151702,2315,48034,Convenio Ascudean,10970.0,10970.0,10970.0
151702,2315,48040,Convenio Asociación contra el cáncer (formación antitabaco),13890.0,13890.0,13890.0
151702,2315,48041,"Convenio Asociación Adelprise (atención, difusión, información)",8220.0,8220.0,8220.0
151702,2315,48059,Convenio Asociación Asafima,23760.0,23760.0,23760.0
151702,2315,48100,Convenio ONCE,8430.0,8430.0,8430.0
151702,2315,48119,Convenio Aspace-parálisis cerebral,11230.0,11230.0,11230.0
151702,2315,48130,Convenio Asociación espina bífida,3750.0,3750.0,3750.0
