#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial,Tot Crédito Definitivo,Tot Obligado
1115,2326,41906,,Convenio prestaturik,60000.0,36553.0,9543.12
1115,2327,12000,,Retribuciones básicas de funcionarios,316975.0,316975.0,316538.69
1115,2327,12100,,Retribuciones complementarias funcionarios,433989.0,433989.0,448362.23
1115,2327,14100,,Otro personal,674872.0,674872.0,838130.95
1115,2327,16000,,Seguridad social a cargo del ayuntamiento,485667.0,485667.0,508367.66
1115,2327,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,14299.0,14299.0,12634.56
1120,2311,12000,,Retribuciones básicas de funcionarios,240510.0,240510.0,297993.91
1120,2311,12100,,Retribuciones complementarias funcionarios,280824.0,280824.0,348509.57
1120,2311,14100,,Otro personal,287875.0,287875.0,295017.69
1120,2311,16000,,Seguridad social a cargo del ayuntamiento,240473.0,240473.0,262032.54
1120,2311,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5100.0,5100.0,6257.78
1120,2311,22111,,Menaje,2000.0,2000.0,1126.88
1120,2311,22115,,Material técnico específico,2000.0,2000.0,1377.36
1120,2311,22626,,Familias sustitutas,0.0,26294.94,19926.28
1120,2311,22678,,Programación participación infantil,100000.0,100000.0,87872.79
1120,2311,22679,,Programa prevención prologo,30000.0,30000.0,20512.09
1120,2311,22680,,Talleres emociones,190000.0,186088.0,187096.18
1120,2311,22726,,Programa parentalidad positiva (senidegune),112000.0,112000.0,82112.78
1120,2311,22745,,Programa Ada,500000.63,498999.0,498998.4
1120,2311,22748,,Terapias,150000.0,150000.0,161055.15
1120,2311,22763,,Prog.interv.precoz violencia filioparental,0.0,75000.0,35361.15
1120,2311,22775,,Programa gestión Bidatu,196902.83,199045.0,199045.0
1120,2311,22789,,Resilencia,185000.0,252350.0,252349.05
1120,2311,22791,,Plan local de infancia,136724.0,136724.0,190363.48
1120,2311,22792,,Valoración casos abusos sexuales,39000.0,39000.0,42010.05
1120,2311,22794,,Centros socioeducativos,1119422.68,1271928.43,1261377.16
1120,2311,22796,,Programa VALEO,40000.0,23000.0,1416.0
1120,2311,48003,,Atenciones sociales,73345.46,32242.17,5961.62
1120,2311,48036,,Convenio AVAIM,11780.0,11780.0,11780.0
1120,2311,48120,,Convenio Ausarki-información y asesoramiento jurídico a la familia,3000.0,0.0,0.0
1120,2311,48187,,Convenio GARENOK,11780.0,11780.0,11780.0
1120,2311,48956,,Convenio contra la intolerancia,11780.0,11780.0,11780.0
1120,2311,48977,,Convenio Save The Children,11724.0,11724.0,11724.0
1120,2311,48991,,Convenio UNICEF,11780.0,11780.0,11780.0
1120,2311,48992,,Convenio con AMAPASE,15000.0,15000.0,15000.0
1133,2312,22002,,"Prensa,revistas y otras publicaciones",10589.27,10589.27,13955.1
1133,2312,22105,,Vestuario y uniformes,5500.0,5500.0,3932.96
1133,2312,22106,,Productos alimenticios,1599985.02,1672840.7,1973277.21
1133,2312,22106,R,Productos alimenticios,0.0,4822.03,3271.03
1133,2312,22111,,Menaje,55908.52,55908.52,72006.06
1133,2312,22115,,Material técnico especifico,72014.6,72014.6,63761.87
1133,2312,22606,,Servicios de peluquería,14916.08,15703.0,15033.27
1133,2312,22618,,Otros gastos funcionamiento,10944.52,10944.52,13273.14
1133,2312,22623,,Programa de apoyo a familias cuidadoras,100000.0,100000.0,72951.65
1133,2312,22652,,Animación residencias tercera edad,275181.3,293700.0,292878.47
1133,2312,22666,,Vigilancia nocturna Rª san prudencio,67731.63,72933.0,66611.57
1133,2312,22667,,Servicios religiosos san prudencio,6961.64,6961.64,7475.0
1133,2312,22702,,Servicio de cafetería,13780.92,13780.92,13540.92
1133,2312,22708,,Traslado de ancianos,167000.0,181275.0,156117.71
1133,2312,22739,,Mantenimiento de plantas,3104.34,0.34,0.0
1133,2312,48018,,Asociación mujeres voluntarias acogida personas 3ªedad,1400.0,1400.0,1400.0
1133,2312,48023,,Convenio AFA-araba,3959.7,3959.7,3959.7
1133,2312,48150,,Prog voluntariado acompañamiento ancianos,6142.74,6142.74,6142.74
1133,2312,48151,,Campo trabajo personas privadas de libertad,11180.86,11180.86,11180.86
1133,2312,48957,,Convenio agle (banco de alimentos),22000.0,0.0,0.0
1133,2312,48959,,Convenio Ascundean-3ªedad,70397.57,70397.57,70397.57
1133,2313,22111,,Menaje,12000.0,12000.0,9442.03
1133,2313,22754,,Gestión centros socioculturales de mayores,2901510.0,2865144.0,2864041.84
1133,2313,22786,,Transporte de comidas,54460.0,37744.5,37744.32
1133,2313,48960,,Convenio parroquia san mateo,10335.0,10335.0,10335.0
1133,2313,48961,,Convenio parroquia los Ángeles,10335.0,10335.0,10335.0
1133,2313,48962,,Convenio parroquia san pedro,10335.0,10335.0,10335.0
1133,2313,62271,,Centro sociocultural de mayores San Martín,0.0,900000.0,0.0
1133,2314,22002,,"Prensa,revistas y otras publicaciones",906.22,906.22,1247.68
1133,2314,22111,,Menaje,12363.64,12363.64,2757.02
1133,2314,22115,,Material técnico especifico,816.05,816.05,83.5
1133,2314,22609,,Trabajadores familiares apartamentos mayores,361366.32,361366.32,346350.12
1133,2314,22618,,Otros gastos funcionamiento,5444.63,5444.63,5281.95
1133,2314,22628,,Animación Santa Mª Olarizu,48050.0,63287.0,63834.1
1133,2314,22705,,Gestión serv.atención diurna Bto.T.Zumarraga,424077.0,540800.0,540799.92
1133,2314,22708,,Traslado de ancianos,308739.84,344429.0,297243.3
1133,2314,22718,,Gestión servicio atención diurna Blas de otero,702017.0,651300.0,645142.99
1133,2314,22786,,Transporte de comidas,35669.71,28308.3,28308.33
1133,2317,12000,,Retribuciones básicas de funcionarios,2354990.0,2354990.0,2434146.57
1133,2317,12100,,Retribuciones complementarias funcionarios,3198829.0,3198829.0,3251618.97
1133,2317,14100,,Otro personal,3862080.0,5177109.98,4913339.07
1133,2317,16000,,Seguridad social a cargo del ayuntamiento,3063158.0,3505978.39,3248998.57
1133,2317,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,119075.0,119075.0,125377.89
1145,2315,48021,,Asoc.padres niños oncohematológicos,5599.2,0.0,0.0
1145,2315,48138,,Convenio Banco de Alimentos,12000.0,12000.0,12000.0
1145,2315,48157,,Federación asoc.vicente Abreu,32712.0,32712.0,32712.0
1145,2321,22731,,Comidas desamparadas,370377.0,270377.0,270377.0
1145,2321,22786,,Transporte de comidas,162000.0,162000.0,104449.04
1145,2321,22797,,Servicio de ayuda a domicilio,9271457.0,9752086.12,9669675.66
1145,2321,48000,,Ayudas a emergencia social,4673000.0,4657572.25,4653276.64
1145,2321,48003,,Atenciones sociales,3912599.0,4725051.91,4798686.25
1145,2321,48005,,Plan contra la pobreza energética en Vitoria-Gasteiz,60000.0,60000.0,54100.0
1145,2321,48154,,Cruz roja-acompañamiento personas mayores,77500.0,77500.0,77500.0
1145,2321,48995,,Subvención teléfono de la esperanza,24000.0,24000.0,24000.0
1145,2322,22115,,Material técnico especifico,44200.0,44200.0,22586.78
1145,2322,22619,,Educación calle,975918.71,1033097.65,1035810.44
1145,2322,22746,,Vigilancia servicios sociales de base,301621.21,357289.77,357199.9
1145,2322,22759,,Monitores talleres,303671.75,303671.75,234571.47
1145,2328,12000,,Retribuciones básicas de funcionarios,859954.0,859954.0,1044973.76
1145,2328,12100,,Retribuciones complementarias funcionarios,1019725.0,1019725.0,1219613.51
1145,2328,14100,,Otro personal,1353182.0,1353182.0,1318732.75
1145,2328,16000,,Seguridad social a cargo del ayuntamiento,957966.0,957966.0,1053593.13
1145,2328,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,25227.0,25227.0,33258.57
1180,2315,48021,,Asoc.padres niños oncohematológicos,0.0,5599.2,5599.2
118001,3111,12000,,Retribuciones básicas de funcionarios,212195.0,212195.0,216564.34
118001,3111,12100,,Retribuciones complementarias funcionarios,284897.0,284897.0,283566.4
118001,3111,14100,,Otro personal,62028.0,62028.0,103555.68
118001,3111,16000,,Seguridad social a cargo del ayuntamiento,153141.0,153141.0,169305.52
118001,3111,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,11595.0,11595.0,11770.48
118001,3112,22107,,Alimentación para animales,15000.0,15000.0,10313.91
118001,3112,22108,,Suministro farmacia animales,15000.0,15000.0,18673.19
118001,3112,22112,,Materiales para sanidad animal,8000.0,8000.0,5134.58
118001,3112,22113,,Materiales de higiene alimentaria,4000.0,4000.0,2028.22
118001,3112,22699,,Otros gastos diversos,5000.0,5000.0,16202.14
118001,3112,22718,,Programas de sanidad animal,12000.0,12000.0,5076.46
118001,3112,22719,,Programa de higiene alimentaria,10000.0,10000.0,8000.0
118001,3112,22720,,Programas parque D.D.D.,125000.0,125000.0,96834.96
118001,3112,22722,,Programa asistencia animal,12000.0,12000.0,11387.84
118001,3112,22766,,Ejecuciones subsidiarias D.D.D,4000.0,4000.0,8395.49
118001,3112,48194,,Convenio APA SOS Vitoria,15000.0,15000.0,15000.0
118001,3112,48196,,Convenio GADEN colonias de gatos,0.0,23000.0,23000.0
118001,3112,62311,,Material inventariable,160000.0,67226.0,25463.24
118001,3112,62311,R,Material inventariable,0.0,110072.49,110072.49
118002,2315,48025,,Conv Asoc. acabe-anorexia y bulimia,16450.0,16450.0,16450.0
118002,2315,48027,,Convenio asoc.ASAJER-videojuegos,29300.0,29300.0,29300.0
118002,2315,48029,,Conv asoc Adela,5650.0,5650.0,5650.0
118002,2315,48030,,Conv asoc ASAJER-ludopatías prevención 1º 2º y 3º,20200.0,20200.0,20200.0
118002,2315,48031,,Conv asoc ARENE - neuromusculares,27420.0,27420.0,27420.0
118002,2315,48032,,Convenio asoc ASAFES,24000.0,24000.0,23984.08
118002,2315,48033,,Convenio AFA-araba,31990.0,31990.0,31990.0
118002,2315,48040,,Conv asoc contra el cáncer (formación antitabaco),13890.0,13890.0,13890.0
118002,2315,48041,,"Conv asoc ADELPRISE (atención,difusión,información)",8220.0,8220.0,8220.0
118002,2315,48059,,Convenio asociación ASAFIMA,23760.0,23760.0,23760.0
118002,2315,48100,,Convenio once,8430.0,8430.0,8430.0
118002,2315,48119,,Convenio ASPACE parálisis cerebral,11230.0,11230.0,11230.0
118002,2315,48120,,Convenio IREFREA prevenir en positivo,5000.0,0.0,0.0
118002,2315,48130,,Convenio asociación espina bífida,3750.0,3750.0,3750.0
118002,2315,48131,,Convenio ANADAHI (hiperactivos),3750.0,3750.0,3750.0
118002,2315,48143,,Convenio asoc alavesa de epilepsia,4030.0,4030.0,4030.0
118002,2315,48149,,Convenio ADELES lupus,3750.0,3750.0,3750.0
118002,2315,48158,,Conv.asoc.down araba-Isabel Orbe,10000.0,10000.0,10000.0
118002,2315,48188,,Convenio cruz roja (primeros auxilios),9750.0,9750.0,9750.0
118002,2315,48189,,Convenio asociación ASAMMA,2800.0,2800.0,2800.0
118002,2315,48190,,Convenio asociación atece-daño cerebral,11290.0,11290.0,11290.0
118002,2315,48191,,Convenio asociación diabéticos de Alava,9500.0,9500.0,9500.0
118002,2315,48192,,Convenio asociación celíacos de Alava,8400.0,8400.0,8400.0
118002,2315,48193,,Convenio asoc. esclerosis múltiple,5480.0,5480.0,5480.0
118002,2315,48195,,Convenio asociación corazón sin fronteras,7100.0,7100.0,7100.0
118002,2315,48196,,Convenio GADEN  colonias de gatos,29000.0,0.0,0.0
118002,2315,48197,,Convenio fundación JEIKI/Hazgarri,43597.0,47097.0,47097.0
118002,2315,48198,,Convenio slow food-alimentación hábitos vida saludable,25230.0,25230.0,25230.0
118002,2315,48199,,Convenio comisión antisida programa GAYEN artean,22921.04,22921.04,22921.04
118002,2315,48932,,Convenio APDEMA,11230.0,11230.0,11230.0
118002,2315,48957,,Convenio agle,10970.0,10970.0,10970.0
118002,2315,48972,,Comisión antisida programa prevención,23000.0,23000.0,23000.0
118002,3111,12000,,Retribuciones básicas de funcionarios,23372.0,23372.0,79779.38
118002,3111,12100,,Retribuciones complementarias funcionarios,28455.0,28455.0,82821.02
118002,3111,14100,,Otro personal,40057.0,40057.0,1816.45
118002,3111,16000,,Seguridad social a cargo del ayuntamiento,24354.0,24354.0,47146.06
118002,3111,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,0.0,0.0,3643.08
118002,3111,21210,,Mantenimiento desfibriladores,18000.0,18000.0,0.0
118002,3111,22198,,Materiales para educación para la salud,35000.0,35000.0,22325.02
118002,3111,22199,,Materiales prevención drogodependencias,3000.0,3000.0,1720.0
118002,3111,22702,,Plan de salud-ciudades saludables,15000.0,15000.0,7871.28
118002,3111,22708,,Junta arbitral información en consumo,6000.0,6000.0,6747.5
118002,3111,22717,,Prestación servicios promoción salud,110000.0,110000.0,103852.64
118002,3111,22718,,Programa prevención drogodependencias,100000.0,96500.0,59550.0
118002,3111,22721,,Programa reinserción drogodependencias,83000.0,96447.0,96447.0
118003,3112,12000,,Retribuciones básicas de funcionarios,198160.0,198160.0,227085.27
118003,3112,12100,,Retribuciones complementarias funcionarios,320416.0,320416.0,346027.61
118003,3112,14100,,Otro personal,115466.0,115466.0,87270.94
118003,3112,16000,,Seguridad social a cargo del ayuntamiento,163406.0,163406.0,164182.57
118003,3112,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,4789.0,4789.0,4817.12
118003,3113,21200,,Mantenimiento maquinaria e instalaciones,22000.0,22000.0,22281.47
118003,3113,22115,,Material técnico especifico,70000.0,70000.0,77780.67
118003,3113,22716,,Contratación auditorias de calidad,18243.0,18243.0,18930.41
118004,3113,14100,,Otro personal,54628.0,54628.0,54497.33
118004,3113,16000,,Seguridad social a cargo del ayuntamiento,17085.0,17085.0,13861.82
118004,3113,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
1310,9313,12000,,Retribuciones básicas de funcionarios,136144.0,136144.0,141432.04
1310,9313,12100,,Retribuciones complementarias funcionarios,181847.0,181847.0,185884.41
1310,9313,14100,,Otro personal,15979.0,15979.0,0.0
1310,9313,16000,,Seguridad social a cargo del ayuntamiento,74704.0,74704.0,74900.38
1310,9313,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5425.0,5425.0,5457.34
1510,1701,11000,,Retribuciones personal eventual gabinete,78382.0,78382.0,78461.41
1510,1701,16000,,Seguridad social a cargo del ayuntamiento,11512.0,11512.0,11409.7
1510,1701,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
1510,1701,22004,,Edición y reproducción de cartografía y proyectos,1000.0,1000.0,2048.4
1510,1701,22205,,"Reuniones,conferencias y congresos",10000.0,10000.0,14264.53
1510,1701,22206,,Acciones exteriores y colaboraciones internacionales,30000.0,17000.0,0.0
151101,1691,12000,,Retribuciones básicas de funcionarios,75418.0,75418.0,95917.56
151101,1691,12100,,Retribuciones complementarias funcionarios,116063.0,116063.0,129711.35
151101,1691,14100,,Otro personal,146488.0,146488.0,137616.16
151101,1691,16000,,Seguridad social a cargo del ayuntamiento,106986.0,106986.0,118981.34
151101,1691,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5681.0,5681.0,5635.28
151101,1721,21040,,Mantenimiento de equipos y control y diagnostico,130000.0,130000.0,81541.06
151101,1721,22115,,Repuestos y fungibles,5000.0,5000.0,2376.84
151101,1721,62901,,Adquisición equipos,6000.0,6000.0,224.0
151101,1722,48196,,Convenio fundación GAIA,13200.0,10000.0,10000.0
151101,1722,64319,,Mapa radioeléctrico:diseño red de mediadores e instalación,20000.0,917.0,916.53
151102,1623,64316,,Plan de acción del mapa estratégico ruido (MER),0.0,75000.0,0.0
151102,1623,64329,,Plan sensibilización ruidos casco medieval,55000.0,25000.0,0.0
151102,1623,64329,R,Plan sensibilización ruidos casco medieval,0.0,31599.15,0.0
151102,1623,64330,,Red de control del ruido,30000.0,15000.0,0.0
151102,1623,64331,,Mapa estratégico de ruidos,72600.0,0.0,0.0
151102,1623,64331,R,Mapa estratégico de ruidos,0.0,25410.0,25410.0
151102,1711,60920,A,Infraestructuras verdes,0.0,305.89,0.0
151102,1711,60920,R,Infraestructuras verdes,0.0,737.12,52.0
151102,1722,12000,,Retribuciones básicas de funcionarios,47054.0,47054.0,47713.67
151102,1722,12100,,Retribuciones complementarias funcionarios,64463.0,64463.0,64740.92
151102,1722,16000,,Seguridad social a cargo del ayuntamiento,24709.0,24709.0,24428.33
151102,1722,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,1478.0,1478.0,1487.08
151102,1722,60907,,"Control de calidad agua, aire y suelo",22000.0,6000.0,0.0
151102,1722,60907,R,"Control de calidad agua, aire y suelo",0.0,20812.0,20812.0
151102,1722,64317,,Elaboración plan acción agenda local 21,60000.0,0.0,0.0
151102,1722,64321,,Plan de energías renovables,200000.0,156090.0,0.0
151102,1722,64322,,Plan de lucha contra el cambio climático,20000.0,0.0,0.0
151103,1621,22700,,Contrato servicio de limpieza-recogida y transporte residuos,8173993.45,8247031.48,6758590.74
151103,1621,22703,,Contrato recogida neumática,1840000.0,1876000.0,1855952.64
151103,1621,22715,,Recogidas selectivas de residuos,310000.0,400000.0,241258.49
151103,1621,22724,,Contrato explotación de garbigunes,377396.17,377396.17,377396.16
151103,1622,21204,,Mantenimiento de las instalaciones del vertedero,10000.0,10000.0,35512.53
151103,1622,22723,,Contrato explotación del vertedero,1008507.5,1008507.5,1008507.48
151103,1622,60305,,Instalaciones del vertedero Gardelegui,20000.0,20000.0,3085.5
151103,1622,62916,,Calidad ambiental del vertedero,77400.0,52400.0,0.0
151103,1622,62916,R,Calidad ambiental del vertedero,0.0,10587.5,10587.5
151103,1623,22702,,Contrato explotación planta RSU Jundiz,7930000.0,8010000.0,7929489.84
151103,1623,60706,,Plan de residuos,100000.0,85000.0,2300.0
151103,1623,60706,R,Plan de residuos,0.0,107640.99,47140.98
151103,1623,60711,,Adecuación vertedero real decreto 14/81/2001,20001.0,145001.0,0.0
151103,1631,22700,,Contrato del servicio de limpieza-limpieza viaria,15215545.74,15450804.81,12820020.93
151103,1722,12000,,Retribuciones básicas de funcionarios,140719.0,140719.0,128042.92
151103,1722,12100,,Retribuciones complementarias funcionarios,189892.0,189892.0,169025.52
151103,1722,13000,,Retribuciones personal laboral fijo,50472.0,50472.0,50467.56
151103,1722,16000,,Seguridad social a cargo del ayuntamiento,103839.0,103839.0,100102.89
151103,1722,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,5309.0,5309.0,6692.91
151103,2411,22100,,POEJ - medio ambiente,0.0,25735.19,7101.7
1514,1701,12000,,Retribuciones básicas de funcionarios,176216.0,176216.0,195779.68
1514,1701,12100,,Retribuciones complementarias funcionarios,227312.0,227312.0,238840.46
1514,1701,14100,,Otro personal,178235.0,178235.0,137786.59
1514,1701,16000,,Seguridad social a cargo del ayuntamiento,160872.0,160872.0,151194.12
1514,1701,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,7908.0,7908.0,8950.76
152002,1534,12000,,Retribuciones básicas de funcionarios,1054240.0,1054240.0,972347.68
152002,1534,12100,,Retribuciones complementarias funcionarios,1494505.0,1494505.0,1431344.47
152002,1534,14100,,Otro personal,477274.0,477274.0,592839.14
152002,1534,16000,,Seguridad social a cargo del ayuntamiento,936722.0,936722.0,973097.75
152002,1534,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,48698.0,48698.0,47071.52
152002,1534,20200,,Arrendamiento de maquinaria e instalaciones,33000.0,108000.0,25436.96
152002,1534,21008,,B.A.I juegos infantiles,170000.0,170000.0,150179.13
152002,1534,21012,,Ejecuciones subsidiarias espacio publico,20000.0,20000.0,0.0
152002,1534,21060,,Conservación de vías públicas y firmes,825000.0,825000.0,530782.48
152002,1534,21062,,Mantenimiento de los firmes y aglomerados,184441.48,184441.48,196333.85
152002,1534,21062,R,Mantenimiento de los firmes y aglomerados,0.0,140285.84,138893.37
152002,1534,21097,,Campo fuegos artificiales,3500.0,3500.0,0.0
152002,1534,21701,,Conservación mobiliario urbano,70000.0,70000.0,863.64
152002,1534,21701,R,Conservación mobiliario urbano,0.0,44889.6,44888.59
152002,1534,21703,,Contrato mantenimiento de rampas,61877.0,119877.0,65035.9
152002,1534,22111,,Menaje,28000.0,28000.0,39296.43
152002,1534,22722,,Contratos mantenimiento w.c.públicos,55000.0,55000.0,46856.42
152002,1641,22111,,Menaje,10000.0,10000.0,6609.58
152002,1641,22140,,Gastos específicos cementerios,80000.0,50032.49,87474.89
152002,1641,22715,,Recogidas selectivas de residuos,12000.0,12000.0,10853.19
152002,1641,60105,,Construcciones nichos y panteones,50000.0,79967.51,37504.33
152002,1651,21006,,Brigadas acción inmediata para alumbrado,344000.0,344000.0,415933.01
152002,1651,22101,,Suministro energía eléctrica espacio publico y medio natural,3800000.0,3800000.0,3550915.05
152002,1651,22130,,Conservación general del alumbrado publico,518000.0,423000.0,570295.37
152002,1711,60920,,Infraestructuras verdes,175000.0,100000.0,0.0
152002,1711,60920,R,Infraestructuras verdes,0.0,228235.87,101682.03
152002,4411,71003,R,"Convenio GOVA, DFA, Ayto VG ampliación tranvía al sur",0.0,529287.72,529287.72
152002,4411,71005,,Conv. GOVA DFA transporte multimodal,157500.0,0.0,0.0
152002,4411,71005,R,Conv. GOVA DFA transporte multimodal,0.0,110637.61,33350.63
152005,1331,60195,,Mejora elementos seguridad de trafico,100000.0,100000.0,0.0
152005,1331,60195,R,Mejora elementos seguridad de trafico,0.0,32929.67,32267.07
152005,1513,60921,,Proyecto coronación,400000.0,0.0,0.0
152005,1513,60921,R,Proyecto coronación,0.0,750000.0,0.0
152005,1513,71001,,Proyecto coronación,580000.0,580000.0,0.0
152005,1533,60102,,Mejora de accesibilidad,70000.0,57500.0,0.0
152005,1533,60102,R,Mejora de accesibilidad,0.0,59273.27,56327.23
152005,1533,60122,,Reforma plaza memorial víctimas del terrorismo,0.0,1700000.0,0.0
152005,1533,60133,R,Inversiones a determinar por los vecinos,0.0,1489.77,1452.0
152005,1533,60139,R,Ejecución obras entorno HUA,0.0,271981.11,271973.93
152005,1533,60140,,Regulación tráfico C/Honduras itinerarios ciclistas,57500.0,57500.0,97161.48
152005,1533,60140,R,Regulación trafico C/Honduras itinerarios ciclistas,0.0,54990.33,54990.33
152005,1533,60143,,Obras mejora seguridad vial,0.0,70000.0,0.0
152005,1533,60171,,Aparcabicicletas y bicilonjas,100000.0,100000.0,0.0
152005,1533,60171,A,Aparcabicicletas y bicilonjas,0.0,187.16,0.0
152005,1533,60172,A,Plan director inversiones en espacio publico,0.0,124.63,0.0
152005,1533,60189,,Inversiones BAIS,1654000.0,1654000.0,1241394.23
152005,1533,60198,,Inversiones a determinar vecinos y plan director espacio publico,1935174.4,3143775.64,172174.7
152005,1533,60198,R,Inversiones a determinar vecinos y plan director espacio publico,0.0,933991.41,839619.16
152005,1533,60922,,Guardabicis,100000.0,100000.0,39950.0
152005,1533,60923,,Carriles bici-bidegorris por el centro,100000.0,100000.0,20658.55
152005,1533,60923,R,Carriles bici-bidegorris por el centro,0.0,143097.83,143097.83
152005,1533,60924,,Ampliación de la red de carriles bici,125000.0,125000.0,0.0
152005,1533,61116,R,Renovación calle Los Molinos,0.0,351155.88,300776.07
152005,1533,61117,R,Zonas juego Boronbizcarra-Elejalde,0.0,212539.15,175724.06
152005,1533,61118,,Accesibilidad Plaza Constitución,200000.0,252000.0,292509.8
152005,1533,61118,R,Accesibilidad Plaza Constitución,0.0,1165.55,1165.55
152005,1533,61119,,Parkour park,100000.0,100000.0,100000.0
152005,1533,61119,R,Parkour park,0.0,100000.0,100000.0
152005,1533,61120,,Instalación juegos adaptados áreas juego infantil,141740.0,141740.0,36455.88
152005,1533,61120,R,Instalación juegos adaptados áreas juego infantil,0.0,141740.0,141740.0
152005,1533,61122,,Memorial víctimas del terrorismo,50000.0,50000.0,7865.0
152005,1533,64304,,"Honorarios, estudios y proyectos",40000.0,40000.0,13749.68
152005,1533,64332,,Huertos urbanos,120000.0,0.0,0.0
152005,1533,64332,R,Huertos urbanos,0.0,18820.56,18819.64
152005,1533,64517,,Plan reactivación centro urbano Bost Enparantza,4800000.0,5935000.0,3363269.03
152005,1533,64517,R,Plan reactivación centro urbano Bost Enparantza,0.0,47272.33,33906.73
152005,1533,64518,,Elaboración proyecto soterramiento América latina,287500.0,0.0,0.0
152005,1534,21009,,Renovación juegos infantiles obsoletos,170000.0,170000.0,29.74
152005,1534,21009,R,Renovación juegos infantiles obsoletos,0.0,177225.25,177225.25
152005,1651,60115,,Mejora alumbrado publico,425000.0,105000.0,0.0
152005,1651,60115,R,Mejora alumbrado publico,0.0,258435.57,257772.11
152005,1651,60318,,Retirara cableado eléctrico Abetxuko y Adurza,60000.0,30000.0,0.0
152005,1651,60318,R,Retirara cableado eléctrico Abetxuko y Adurza,0.0,64580.46,0.0
152005,4411,21705,,Mantenimiento autobuses eléctricos,0.0,181500.0,0.0
152005,4411,69200,,Implantación BEI-BEA,2357250.0,37708500.0,0.0
152005,4411,69200,R,Implantación BEI-BEA,0.0,440000.0,0.0
152005,4411,71003,,"Convenio GOVA, DFA, Ayto VG ampliación tranvía al sur",1172675.0,1172675.0,1465.3
152005,4412,77000,,Subvención a la adquisición de taxis eléctricos,0.0,60000.0,0.0
152007,1711,12000,,Retribuciones básicas de funcionarios,856057.0,856057.0,833291.73
152007,1711,12100,,Retribuciones complementarias funcionarios,1222825.0,1222825.0,1146147.59
152007,1711,14100,,Otro personal,408044.0,408044.0,514841.2
152007,1711,16000,,Seguridad social a cargo del ayuntamiento,785132.0,785132.0,863434.04
152007,1711,16500,,Cuotas Elkarkidetza a cargo ayuntamiento,38589.0,38589.0,38703.32
152007,1711,20200,,Arrendamiento de maquinaria e instalaciones,220000.0,125000.0,176632.93
152007,1711,21013,,Mantenimiento pasarelas madera,58000.0,0.0,0.0
152007,1711,21013,R,Mantenimiento pasarelas madera,0.0,57717.0,33545.81
152007,1711,21040,,Mantenimiento de transmisores,3000.0,3000.0,445.99
152007,1711,21071,,Conservación municipal de zonas verdes publicas,260000.0,260000.0,130696.15
152007,1711,21071,R,Conservación municipal de zonas verdes publicas,0.0,20150.0,20147.35
152007,1711,21072,,Conservación de jardineras,10000.0,4000.0,0.0
152007,1711,21073,,Conservación arboreto,18568.16,18568.16,19926.34
152007,1711,21074,,Trabajos de conservación anillo verde exterior,325000.0,325000.0,332622.92
152007,1711,21076,,Descontaminación mesas fibrocemento viveros,10000.0,0.0,0.0
152007,1711,21200,,Mantenimiento maquinaria e instalaciones,60000.0,60000.0,17991.04
152007,1711,21704,,Contrato apertura y cierre instalaciones municipales,21000.0,21000.0,24548.24
152007,1711,22111,,Menaje,45000.0,45000.0,21616.9
152007,1711,22699,,Proyecto Life Lutreola,48280.49,48280.49,22532.92
152007,1711,22711,,Conservación zonas verdes,3301696.68,3226696.68,3116940.73
152007,1711,22711,R,Conservación zonas verdes,0.0,56601.88,56601.88
152007,1711,22712,,Conservación fachada Europa,30000.0,30000.0,14425.06
152007,1711,22714,,Plan agroalimentario,50000.0,0.0,0.0
152007,1711,22715,,Plan de acción del paisaje,52251.0,52251.0,0.0
152007,1711,22716,,Plan director del arbolado,50000.0,50000.0,0.0
152007,1711,22716,R,Plan director del arbolado,0.0,47363.5,47363.49
152007,1711,22740,,Mantenimiento caños casco viejo,0.0,13000.0,0.0
152007,1711,60182,,Proyecto árboles,65000.0,65000.0,1299.7
152007,1711,60182,R,Proyecto árboles,0.0,8880.3,8880.3
152007,1711,60183,A,"Adecuación parques, plazas y/o parques",0.0,63163.61,43245.37
152007,1711,60196,,Plan gestión arbolado Zaramaga y Pilar,50000.0,50000.0,0.0
152007,1711,60196,R,Plan gestión arbolado Zaramaga y Pilar,0.0,38401.24,27676.69
152007,1711,60197,,Infraestructura verde de barrio,50000.0,50000.0,0.0
152007,1711,60197,R,Infraestructura verde de barrio,0.0,159.59,0.0
