#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,Hasierako kreditua,Behin betiko kreditua,Behartua
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,25345.0,25345.0,25513.04
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,39905.0,39905.0,39969.0
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",11511.0,11511.0,11409.7
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,96048.0,96048.0,97816.98
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,132839.0,132839.0,145235.49
1110,2301,14100,,Bestelako langileak,135164.0,135164.0,111555.58
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",87415.0,87415.0,87576.8
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2685.0,2685.0,1320.58
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,645517.0,645517.0,658564.33
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,807303.0,807303.0,831245.2
1111,2301,13000,,Lan-kontratudun langile finkoen ordainsariak,37964.0,37964.0,38293.72
1111,2301,14100,,Bestelako langileak,396693.0,396693.0,470455.96
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",562817.0,562817.0,578735.02
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",31580.0,31580.0,31361.68
1111,2301,22103,,Gasa,23000.0,23000.0,22785.1
1111,2301,22618,,Bestelako funtzionamendu gastuak,50000.0,50000.0,6694.35
1111,2301,48045,,Diru-laguntzak,280000.0,250000.0,199990.32
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,8000.0
1111,2301,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,7500.0
1111,2301,62204,,Zentro eta lokaletako inbertsioak,600000.0,861373.0,36286.07
1111,2301,62204,A,Zentro eta lokaletako inbertsioak,0.0,847750.87,661832.28
1111,2301,62204,R,Zentro eta lokaletako inbertsioak,0.0,577290.67,18958.26
1111,2301,62303,,Makinak erostea,200000.0,140000.0,24060.99
1111,2301,62501,,Altzariak,150000.0,50000.0,31086.34
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,91183.47,91183.47,75986.0
1115,2323,48003,,Gizarte laguntzak,45000.0,45000.0,29992.41
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,1062.2
1115,2324,22105,,Jantziak eta uniformeak,1500.0,1500.0,1560.73
1115,2324,22106,,Elikagaiak,20000.0,20000.0,18174.15
1115,2324,22111,,Tresnak,7500.0,7500.0,3697.49
1115,2324,22115,,Berariazko material teknikoa,6000.0,6000.0,3128.77
1115,2324,22759,,Lantegietako irakasleak,84474.0,84474.0,59382.3
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,494866.92,504783.0,406269.82
1115,2324,22786,,Janari-garraioa,11889.87,11889.87,8649.74
1115,2324,48003,,Laguntza sozialak,38000.0,38000.0,20076.53
1115,2325,22111,,Tresnak,14000.0,14000.0,7709.32
1115,2325,22115,,Berariazko material teknikoa,29500.0,29500.0,24052.41
1115,2325,22614,,Gizarteratu lantegiak,860198.0,807198.0,654612.58
1115,2325,22666,,Goiuriko gaueko zaintza,70857.45,93573.0,84255.41
1115,2325,22759,,Lantegietako irakasleak,74948.0,42574.0,0.0
1115,2325,22761,,Larrialdietarako etxebizitzetan laguntzeko programa,104042.76,104042.76,95372.53
1115,2325,22786,,"Janari-garraioa, etxe irekira",11889.87,11889.87,8649.74
1115,2325,22788,,"Deialdia, HIESaren aurkako etxea, neguan ostatu emateko bitartekoa",80000.0,0.0,0.0
1115,2325,48003,,Gizarte laguntzak,55000.0,55000.0,26110.45
1115,2325,48121,,"Hitzarmena: HIESaren aurkako batzordea, Etxe irekia",314829.84,331526.0,314829.84
1115,2325,48137,,"Hitzarmena: HIESaren aurkako batzordea, zainpeko etxebizitzak",271203.13,290171.0,271203.13
1115,2325,48140,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",452892.08,453516.0,452892.08
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,72000.0,72000.0,54000.0
1115,2325,48148,,"Hitzarmena: Afroamericana, zainpeko etxebizitzak",494466.44,509412.0,494466.44
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,59800.0,60756.0,45567.0
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",51284.0,46284.0,22500.0
1115,2325,48184,,Clara Campoamor elkartearekiko hitzarmena - Indarkeriaren biktima diren emakumeak hartzeko etxebizitzak,283564.0,292135.0,283564.0
1115,2325,48190,,Gazteei laguntzeko etxebizitza erdi zaindua,110000.0,56662.0,55000.0
1115,2325,48197,,Hitzarmena: Sendotu,20000.0,20000.0,15000.0
1115,2325,48901,,"Hitzarmena: HIESaren aurkako batzordea, Aterpe",442453.89,457126.0,442453.89
1115,2325,48908,,Hitzarmena: Aizan,0.0,15000.0,11250.0
1115,2325,48940,,Abetxukuko ekimen-etxea,77000.0,77000.0,57750.0
1115,2325,48957,,Hitzarmena: Loremaitea - Agle,40000.0,60000.0,45000.0
1115,2326,41906,,Hitzarmena: Prestaturik,60000.0,36553.0,7157.34
1115,2327,12000,,Hitzarmena: Prestaturik,316975.0,316975.0,316538.69
1115,2327,12100,,Funtzionarioen oinarrizko ordainsariak,433989.0,433989.0,448362.23
1115,2327,14100,,Funtzionarioen ordainsari osagarriak,674872.0,674872.0,838130.95
1115,2327,16000,,Bestelako langileak,485667.0,485667.0,508367.66
1115,2327,16500,,"Gizarte Segurantza, enpresaren kontura",14299.0,14299.0,12634.56
1120,2311,12000,,"Elkarkidetzako kuotak, Udalaren kontura",240510.0,240510.0,297993.91
1120,2311,12100,,Funtzionarioen oinarrizko ordainsariak,280824.0,280824.0,348509.57
1120,2311,14100,,Funtzionarioen ordainsari osagarriak,287875.0,287875.0,295017.69
1120,2311,16000,,Bestelako langileak,240473.0,240473.0,262032.54
1120,2311,16500,,"Gizarte Segurantza, enpresaren kontura",5100.0,5100.0,6257.78
1120,2311,22111,,Tresnak ,2000.0,2000.0,664.32
1120,2311,22115,,Berariazko material teknikoa,2000.0,2000.0,565.3
1120,2311,22626,,Ordezko familiak,0.0,26294.94,19926.28
1120,2311,22678,,Haurrentzako partaidetza-programa,100000.0,100000.0,84002.71
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000.0,30000.0,12779.14
1120,2311,22680,,Emozioei buruzko lantegiak,190000.0,186088.0,157983.42
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),112000.0,112000.0,44072.84
1120,2311,22745,,ADA programa,500000.63,498999.0,415832.0
1120,2311,22748,,Terapiak,150000.0,150000.0,120047.02
1120,2311,22763,,"Gurasoen aurkako indarkeria-egoeretan garaiz esku
hartzeko programa",0.0,75000.0,29528.4
1120,2311,22775,,Bidatu kudeatzeko programa,196902.83,199045.0,165870.82
1120,2311,22789,,Erresilientzia,185000.0,252350.0,210290.9
1120,2311,22791,,Haurrentzako tokiko plana,136724.0,136724.0,120205.83
1120,2311,22792,,Sexu-abusuak baloratzea,39000.0,39000.0,36162.05
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1119422.68,1271928.43,1048650.81
1120,2311,22796,,Valeo programa,40000.0,23000.0,1416.0
1120,2311,48003,,Gizarte laguntzak,73345.46,32242.17,5961.62
1120,2311,48036,,Hitzarmena: AVAIM,11780.0,11780.0,8835.0
1120,2311,48120,,Hitzarmena: Ausarki - Familiarentzako informazioa eta aholk. jur.,3000.0,0.0,0.0
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,8835.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,8835.0
1120,2311,48977,,Hitzarmena: Save the Children,11724.0,11724.0,9379.2
1120,2311,48991,,Hitzarmena: UNICEF,11780.0,11780.0,8835.0
1120,2311,48992,,Hitzarmena: AMAPASE,15000.0,15000.0,11250.0
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",10589.27,10589.27,11919.8
1133,2312,22105,,Jantziak eta uniformeak,5500.0,5500.0,3522.51
1133,2312,22106,,Elikagaiak,1599985.02,1672840.7,1738686.38
1133,2312,22106,R,Elikagaiak,0.0,4822.03,3271.03
1133,2312,22111,,Tresnak,55908.52,55908.52,51631.35
1133,2312,22115,,Berariazko material teknikoa,72014.6,72014.6,53332.41
1133,2312,22606,,Ile-apaindegiko zerbitzuak,14916.08,15703.0,12765.52
1133,2312,22618,,Bestelako funtzionamendu gastuak,10944.52,10944.52,11512.6
1133,2312,22623,,Familia zaintzaileei laguntzeko programa,100000.0,100000.0,55420.06
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,275181.3,293700.0,243928.47
1133,2312,22666,,Gaueko zaintza - San Prudentzio egoitza,67731.63,72933.0,54644.17
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6961.64,6961.64,6325.0
1133,2312,22702,,Kafetegi-zerbitzua,13780.92,13780.92,12422.51
1133,2312,22708,,Zaharrak lekualdatzea,167000.0,181275.0,136549.27
1133,2312,22739,,Landareak mantentzea,3104.34,0.34,0.0
1133,2312,48018,,Adinekoak hartzeko emakume boluntarioen elkartea,1400.0,1400.0,1050.0
1133,2312,48023,,Hitzarmena: AFA,3959.7,3959.7,2969.78
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,4607.06
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,8385.65
1133,2312,48957,,"Hitzarmena: AGLE, Elikagaien Bankua",22000.0,0.0,0.0
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,52798.18
1133,2313,22111,,Tresnak,12000.0,12000.0,6981.97
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,2901510.0,2865144.0,2387124.83
1133,2313,22786,,Janari-garraioa,54460.0,37744.5,31453.6
1133,2313,48960,,Hitzarmena: San Mateo parrokia,10335.0,10335.0,7751.25
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,10335.0,10335.0,7751.25
1133,2313,48962,,Hitzarmena: San Petri parrokia,10335.0,10335.0,7751.25
1133,2313,62271,,San Martineko adinekoentzako zentro soziokulturala,0.0,900000.0,0.0
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,1127.78
1133,2314,22111,,Tresnak,12363.64,12363.64,2461.39
1133,2314,22115,,Berariazko material teknikoa,816.05,816.05,83.5
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,361366.32,361366.32,286868.13
1133,2314,22618,,Bestelako funtzionamendu gastuak,5444.63,5444.63,4578.59
1133,2314,22628,,Santa María de Olarizuko animazioa,48050.0,63287.0,53017.42
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,424077.0,540800.0,450666.6
1133,2314,22708,,Zaharrak lekualdatzea,308739.84,344429.0,243598.28
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,702017.0,651300.0,537478.21
1133,2314,22786,,Janari-garraioa,35669.71,28308.3,23590.3
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,2354990.0,2354990.0,2434146.57
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,3198829.0,3198829.0,3251618.97
1133,2317,14100,,Bestelako langileak,3862080.0,5177109.98,4913339.07
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3063158.0,3505978.39,3248998.57
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",119075.0,119075.0,125377.89
1145,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,5599.2,0.0,0.0
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,12000.0,12000.0,9000.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,32712.0,32712.0,32712.0
1145,2321,22731,,Babesgabetuetako otorduak,370377.0,270377.0,189169.2
1145,2321,22786,,Janari-garraioa,162000.0,162000.0,95145.81
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,9271457.0,9752086.12,7889625.84
1145,2321,48000,,Gizarte-larrialdiko laguntzak,4673000.0,4657572.25,4644983.23
1145,2321,48003,,Gizarte laguntzak,3912599.0,4725051.91,4725534.22
1145,2321,48005,,Pobrezia energetikoaren kontrako plana,60000.0,60000.0,54100.0
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,58125.0
1145,2321,48995,,Diru-laguntza: Itxaropenaren Telefonoa,24000.0,24000.0,18000.0
1145,2322,22115,,Berariazko material teknikoa,44200.0,44200.0,22546.83
1145,2322,22619,,Kaleko heziketa,975918.71,1033097.65,949721.44
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,301621.21,357289.77,299351.41
1145,2322,22759,,Lantegietako irakasleak,303671.75,303671.75,213847.76
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,859954.0,859954.0,1044973.76
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1019725.0,1019725.0,1219613.51
1145,2328,14100,,Bestelako langileak,1353182.0,1353182.0,1318732.75
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",957966.0,957966.0,1053593.13
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",25227.0,25227.0,33258.57
1180,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,0.0,5599.2,4199.4
118001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,212195.0,212195.0,216564.34
118001,3111,12100,,Funtzionarioen ordainsari osagarriak,284897.0,284897.0,283566.4
118001,3111,14100,,Bestelako langileak,62028.0,62028.0,103555.68
118001,3111,16000,,"Gizarte Segurantza, Udalaren kontura",153141.0,153141.0,169305.52
118001,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",11595.0,11595.0,11770.48
118001,3112,22107,,Animalientzako elikagaiak,15000.0,15000.0,9093.98
118001,3112,22108,,Animalientzako botikak hornitzea,15000.0,15000.0,15798.32
118001,3112,22112,,Animalien osasunerako materialak,8000.0,8000.0,5134.58
118001,3112,22113,,Elikagaien higienerako materialak,4000.0,4000.0,2287.15
118001,3112,22699,,Bestelako hainbat gastu,5000.0,5000.0,13494.78
118001,3112,22718,,Animalien osasunerako programak,12000.0,12000.0,2778.67
118001,3112,22719,,Elikagaien higienerako programa,10000.0,10000.0,3000.0
118001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",125000.0,125000.0,87998.36
118001,3112,22722,,Animalientzako sorospen-programa,12000.0,12000.0,10328.93
118001,3112,22766,,DDD betearazte subsidiarioak,4000.0,4000.0,6452.23
118001,3112,48194,,Hitzarmena: SOS Vitoria Animaliak Babesteko Elkartea,15000.0,15000.0,11250.0
118001,3112,48196,,"GADENekiko hitzarmena, katu-koloniak",0.0,23000.0,18400.0
118001,3112,62311,,Inbentarioan jasotzeko materiala,160000.0,67226.0,9844.69
118001,3112,62311,R,Inbentarioan jasotzeko materiala,0.0,110072.49,110072.49
118002,2315,48025,,Hitzarmena: ACABE elkartea - Anorexia eta bulimia,16450.0,16450.0,12337.5
118002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",29300.0,29300.0,21975.0
118002,2315,48029,,Hitzarmena ADELA elkartearekin,5650.0,5650.0,4237.5
118002,2315,48030,,"Hitzarmena: ASAJER elkartea - 1., 2. eta 3. ludopatien prebentzioa",20200.0,20200.0,15150.0
118002,2315,48031,,Hitzarmena ARENE elkartearekin,27420.0,27420.0,20565.0
118002,2315,48032,,Hitzarmena: ASAFES elkartea,24000.0,24000.0,18000.0
118002,2315,48033,,Hitzarmena: AFA,31990.0,31990.0,23992.5
118002,2315,48040,,Hitzarmena: minbiziaren aurkako elkartea (tabakoaren kontrako prestakuntza),13890.0,13890.0,10417.5
118002,2315,48041,,"Hitzarmena: ADELPRISE elkartea (arreta, hedapena, argibideak)",8220.0,8220.0,6165.0
118002,2315,48059,,Hitzarmena: ASAFIMA elkartea,23760.0,23760.0,17820.0
118002,2315,48100,,Hitzarmena: ONCE,8430.0,8430.0,6322.5
118002,2315,48119,,Hitzarmena: ASPACE - Garun paralisia,11230.0,11230.0,8422.5
118002,2315,48120,,"Hitzarmena: Irefrea, prebentzioa",5000.0,0.0,0.0
118002,2315,48130,,Hitzarmena: Arantza Bifidoa Elkartea,3750.0,3750.0,2812.5
118002,2315,48131,,Hitzarmena: Anadahi (hiperaktiboak),3750.0,3750.0,2812.5
118002,2315,48143,,Hitzarmena: Arabako Epilepsia Elkartea,4030.0,4030.0,3022.5
118002,2315,48149,,Hitzarmena: Adeles lupus,3750.0,3750.0,2812.5
118002,2315,48158,,Hitzarmena: Down Araba-Isabel Orbe elkartea,10000.0,10000.0,7500.0
118002,2315,48188,,Hitzarmena: Gurutze Gorria,9750.0,9750.0,4875.0
118002,2315,48189,,Hitzarmena: ASAMMA elkartea,2800.0,2800.0,2100.0
118002,2315,48190,,Hitzarmena: ATECE elkartea - Garuneko gaitza,11290.0,11290.0,8467.5
118002,2315,48191,,Hitzarmena: Arabako Diabetikoen Elkartea,9500.0,9500.0,7125.0
118002,2315,48192,,Hitzarmena: Arabako Zeliakoen Elkartea,8400.0,8400.0,6300.0
118002,2315,48193,,Hitzarmena: Esklerosi Anizkoitzaren Elkartea,5480.0,5480.0,4110.0
118002,2315,48195,,Hitzarmena: Corazón sin fronteras elkartea,7100.0,7100.0,5325.0
118002,2315,48196,,"GADENekiko hitzarmena, katu-koloniak",29000.0,0.0,0.0
118002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,43597.0,47097.0,35322.75
118002,2315,48198,,"Hitzarmena: Slow Food Araba elkartea, elikadura osasungarria",25230.0,25230.0,18922.5
118002,2315,48199,,"Hitzarmena: HIESaren aurkako batzordea, Gayen artean programa",22921.04,22921.04,17190.78
118002,2315,48932,,Hitzarmena: APDEMA,11230.0,11230.0,8422.5
118002,2315,48957,,Hitzarmena: AGLE,10970.0,10970.0,8227.5
118002,2315,48972,,"HIESaren aurkako batzordea, prebentzio-programa",23000.0,23000.0,17250.0
118002,3111,12000,,Funtzionarioen oinarrizko ordainsariak,23372.0,23372.0,79779.38
118002,3111,12100,,Funtzionarioen ordainsari osagarriak,28455.0,28455.0,82821.02
118002,3111,14100,,Bestelako langileak,40057.0,40057.0,1816.45
118002,3111,16000,,"Gizarte Segurantza, Udalaren kontura",24354.0,24354.0,47146.06
118002,3111,16500,,"Gizarte Segurantza, Udalaren kontura",0.0,0.0,3643.08
118002,3111,21210,,Desfibriladoreak mantentzea,18000.0,18000.0,0.0
118002,3111,22198,,Osasunerako hezkuntzarako materialak,35000.0,35000.0,18041.96
118002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,3000.0,3000.0,1720.0
118002,3111,22702,,Hiri Osasungarriak osasun-plana,15000.0,15000.0,4894.68
118002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",6000.0,6000.0,1754.5
118002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,110000.0,110000.0,94162.69
118002,3111,22718,,Droga-mendekotasunen prebentziorako programa,100000.0,96500.0,57750.0
118002,3111,22721,,Droga-mendekotasunen prebentziorako programa,83000.0,96447.0,72335.25
118003,3112,12000,,Funtzionarioen oinarrizko ordainsariak,198160.0,198160.0,227085.27
118003,3112,12100,,Funtzionarioen ordainsari osagarriak,320416.0,320416.0,346027.61
118003,3112,14100,,Bestelako langileak,115466.0,115466.0,87270.94
118003,3112,16000,,"Gizarte Segurantza, enpresaren kontura",163406.0,163406.0,164182.57
118003,3112,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4789.0,4789.0,4817.12
118003,3113,21200,,Makinak eta instalazioak onik zaintzea,22000.0,22000.0,21314.45
118003,3113,22115,,Berariazko material teknikoa,70000.0,70000.0,74712.23
118003,3113,22716,,Kalitate-auditoriak kontratatzea,18243.0,18243.0,16026.41
118004,3113,14100,,Bestelako langileak,54628.0,54628.0,54497.33
118004,3113,16000,,"Gizarte Segurantza, Udalaren kontura",17085.0,17085.0,13861.82
118004,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,136144.0,136144.0,141432.04
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,181847.0,181847.0,185884.41
1310,9313,14100,,Bestelako langileak,15979.0,15979.0,0.0
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",74704.0,74704.0,74900.38
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5425.0,5425.0,5457.34
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,78382.0,78382.0,78461.41
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",11512.0,11512.0,11409.7
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,2048.4
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",10000.0,10000.0,14195.23
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,30000.0,17000.0,0.0
151101,1691,12000,,Funtzionarioen oinarrizko ordainsariak,75418.0,75418.0,95917.56
151101,1691,12100,,Funtzionarioen ordainsari osagarriak,116063.0,116063.0,129711.35
151101,1691,14100,,Bestelako langileak,146488.0,146488.0,137616.16
151101,1691,16000,,"Gizarte Segurantza, enpresaren kontura",106986.0,106986.0,118981.34
151101,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5681.0,5681.0,5635.28
151101,1721,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,130000.0,130000.0,69897.59
151101,1721,22115,,Ordezko piezak eta suntsikorrak,5000.0,5000.0,2376.84
151101,1721,62901,,Tresneria erostea,6000.0,6000.0,0.0
151101,1722,48196,,Hitzarmena: GAIA fundazioa,13200.0,10000.0,0.0
151101,1722,64319,,Mapa erradioelektrikoa: neurgailuen sarea diseinatu eta instalatzea,20000.0,917.0,916.53
151102,1623,64316,,Zaraten mapa estrategikoko ekintza plana (MER),0.0,75000.0,0.0
151102,1623,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,55000.0,25000.0,0.0
151102,1623,64329,R,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,31599.15,0.0
151102,1623,64330,,Zarata kontrolatzeko sarea,30000.0,15000.0,0.0
151102,1623,64331,,Zarataren Mapa Estrategikoa,72600.0,0.0,0.0
151102,1623,64331,R,Zarataren Mapa Estrategikoa,0.0,25410.0,25410.0
151102,1711,60920,A,Azpiegitura berdeak,0.0,305.89,0.0
151102,1711,60920,R,Azpiegitura berdeak,0.0,737.12,52.0
151102,1722,12000,,Funtzionarioen oinarrizko ordainsariak,47054.0,47054.0,47713.67
151102,1722,12100,,Funtzionarioen ordainsari osagarriak,64463.0,64463.0,64740.92
151102,1722,16000,,"Gizarte Segurantza, Udalaren kontura",24709.0,24709.0,24428.33
151102,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1478.0,1478.0,1487.08
151102,1722,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",22000.0,6000.0,0.0
151102,1722,60907,R,"Uraren, airearen eta lurraren kalitatea kontrolatzea",0.0,20812.0,14568.4
151102,1722,64317,,Tokiko 21 Agendaren ekintza-plana lantzea,60000.0,0.0,0.0
151102,1722,64321,,Energia berriztagarrien plana,200000.0,156090.0,0.0
151102,1722,64322,,Klima aldaketaren kontra borrokatzeko plana,20000.0,0.0,0.0
151103,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,8173993.45,8247031.48,6086938.37
151103,1621,22703,,Bilketa pneumatikoaren kontratua,1840000.0,1876000.0,1701289.92
151103,1621,22715,,Hondakinen gaikako bilketa,310000.0,400000.0,217286.19
151103,1621,22724,,Garbiguneak ustiatzeko kontratua,377396.17,377396.17,345946.48
151103,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,10000.0,34791.66
151103,1622,22723,,Zabortegia ustiatzeko kontratua,1008507.5,1008507.5,924465.19
151103,1622,60305,,Gardelegiko zabortegiko instalazioak,20000.0,20000.0,3085.5
151103,1622,62916,,Zabortegiaren ingurumen kalitatea,77400.0,52400.0,0.0
151103,1622,62916,R,Zabortegiaren ingurumen kalitatea,0.0,10587.5,10587.5
151103,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,7930000.0,8010000.0,7268699.02
151103,1623,60706,,Hondakinen plana,100000.0,85000.0,0.0
151103,1623,60706,R,Hondakinen plana,0.0,107640.99,47140.98
151103,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,20001.0,145001.0,0.0
151103,1631,22700,,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,15215545.74,15450804.81,11569921.17
151103,1722,12000,,Funtzionarioen oinarrizko ordainsariak,140719.0,140719.0,128042.92
151103,1722,12100,,Funtzionarioen ordainsari osagarriak,189892.0,189892.0,169025.52
151103,1722,13000,,Lan-kontratudun langile finkoen ordainsariak,50472.0,50472.0,50467.56
151103,1722,16000,,"Gizarte Segurantza, enpresaren kontura",103839.0,103839.0,100102.89
151103,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5309.0,5309.0,6692.91
151103,2411,22100,,GEPO - Ingurumena,0.0,25735.19,874.46
1514,1701,12000,,Funtzionarioen ordainsari osagarriak,176216.0,176216.0,195779.68
1514,1701,12100,,Bestelako langileak,227312.0,227312.0,238840.46
1514,1701,14100,,"Gizarte Segurantza, Udalaren kontura",178235.0,178235.0,137786.59
1514,1701,16000,,"Elkarkidetzako kuotak, Udalaren kontura",160872.0,160872.0,151194.12
1514,1701,16500,,Funtzionarioen oinarrizko ordainsariak,7908.0,7908.0,8950.76
152002,1534,12000,,Funtzionarioen ordainsari osagarriak,1054240.0,1054240.0,972347.68
152002,1534,12100,,Bestelako langileak,1494505.0,1494505.0,1431344.47
152002,1534,14100,,"Gizarte Segurantza, enpresaren kontura",477274.0,477274.0,592839.14
152002,1534,16000,,"Elkarkidetzako kuotak, Udalaren kontura",936722.0,936722.0,973097.75
152002,1534,16500,,Makineria eta instalazioak alokatzea,48698.0,48698.0,47071.52
152002,1534,20200,,Berehala jarduteko taldeak (haur jolasak),33000.0,108000.0,21740.64
152002,1534,21008,,Espazio publikoko betearazte subsidiarioak,170000.0,170000.0,135952.18
152002,1534,21012,,Bide publikoak eta zoladura zaintzea,20000.0,20000.0,0.0
152002,1534,21060,,Zoladura eta aglomeratuak mantentzea,825000.0,825000.0,454959.25
152002,1534,21062,,Zoladura eta aglomeratuak mantentzea,184441.48,184441.48,169753.99
152002,1534,21062,R,Su artifizialen zelaia,0.0,140285.84,138893.37
152002,1534,21097,,Hiri-altzariak onik zaintzea,3500.0,3500.0,0.0
152002,1534,21701,,Hiri-altzariak onik zaintzea,70000.0,70000.0,863.64
152002,1534,21701,R,Ekipoak mantentzeko kontratuak,0.0,44889.6,44888.59
152002,1534,21703,,Tresnak eta lanabesak,61877.0,119877.0,54655.56
152002,1534,22111,,Komun publikoak mantentzeko kontratua,28000.0,28000.0,37650.65
152002,1534,22722,,Tresnak,55000.0,55000.0,45510.59
152002,1641,22111,,Hilerrietako berariazko gastuak,10000.0,10000.0,6558.52
152002,1641,22140,,Hondakinen gaikako bilketa,80000.0,50032.49,86724.12
152002,1641,22715,,Hobiak eta panteoiak egitea,12000.0,12000.0,10853.19
152002,1641,60105,,Berehala jarduteko taldeak (argiteria),50000.0,79967.51,3934.56
152002,1651,21006,,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,344000.0,344000.0,398150.11
